strategy,state_h1,trial_index,scenario_seed,seed_phase,seed_namespace,gateway_threshold,detected,pre_onset_alarm,detection_time,first_alarm_time,transmissions,max_gateway_evidence,a1,a2,sensitivity_parameter,sensitivity_value
TR,1,251,3357348653033566896,evaluation,sweep:anomaly_pair:shared_scenarios,434.50795263537583,0,0,inf,inf,130,338.9574620546183,0.03,0.012,gateway_integration_tau,10.0
TR,1,252,3557463824822990327,evaluation,sweep:anomaly_pair:shared_scenarios,434.50795263537583,0,0,inf,inf,128,324.2579080890393,0.03,0.012,gateway_integration_tau,10.0
TR,1,253,53141900003960471,evaluation,sweep:anomaly_pair:shared_scenarios,434.50795263537583,0,0,inf,inf,139,417.2386648664351,0.03,0.012,gateway_integration_tau,10.0
TR,1,254,4465041352077562272,evaluation,sweep:anomaly_pair:shared_scenarios,434.50795263537583,0,0,inf,inf,122,337.1338351625752,0.03,0.012,gateway_integration_tau,10.0
TR,1,255,845344304470515168,evaluation,sweep:anomaly_pair:shared_scenarios,434.50795263537583,1,0,274.0,274.0,130,468.73616571959246,0.03,0.012,gateway_integration_tau,10.0
TR,1,256,1725045056424419459,evaluation,sweep:anomaly_pair:shared_scenarios,434.50795263537583,0,0,inf,inf,124,344.7181203647592,0.03,0.012,gateway_integration_tau,10.0
TR,1,257,4782253623196399924,evaluation,sweep:anomaly_pair:shared_scenarios,434.50795263537583,0,0,inf,inf,148,421.6403264265392,0.03,0.012,gateway_integration_tau,10.0
TR,1,258,5760994873761673918,evaluation,sweep:anomaly_pair:shared_scenarios,434.50795263537583,0,0,inf,inf,127,353.1135411786553,0.03,0.012,gateway_integration_tau,10.0
TR,1,259,378293703950489504,evaluation,sweep:anomaly_pair:shared_scenarios,434.50795263537583,0,0,inf,inf,111,334.3304562638278,0.03,0.012,gateway_integration_tau,10.0
TR,1,260,5225619564055081872,evaluation,sweep:anomaly_pair:shared_scenarios,434.50795263537583,0,0,inf,inf,131,357.05914651354414,0.03,0.012,gateway_integration_tau,10.0
TR,1,261,3852290172851895097,evaluation,sweep:anomaly_pair:shared_scenarios,434.50795263537583,1,0,221.0,221.0,105,446.6174807853132,0.03,0.012,gateway_integration_tau,10.0
TR,1,262,1094243773599792264,evaluation,sweep:anomaly_pair:shared_scenarios,434.50795263537583,0,0,inf,inf,140,367.189572503888,0.03,0.012,gateway_integration_tau,10.0
TR,1,263,8555159760922558698,evaluation,sweep:anomaly_pair:shared_scenarios,434.50795263537583,0,0,inf,inf,126,388.583233979033,0.03,0.012,gateway_integration_tau,10.0
TR,1,264,7176775860652160193,evaluation,sweep:anomaly_pair:shared_scenarios,434.50795263537583,0,0,inf,inf,136,432.1131695891401,0.03,0.012,gateway_integration_tau,10.0
TR,1,265,6619730507818422247,evaluation,sweep:anomaly_pair:shared_scenarios,434.50795263537583,1,0,131.0,131.0,61,458.54508698799185,0.03,0.012,gateway_integration_tau,10.0
TR,1,266,331726365839134667,evaluation,sweep:anomaly_pair:shared_scenarios,434.50795263537583,0,0,inf,inf,144,382.2774259901794,0.03,0.012,gateway_integration_tau,10.0
TR,1,267,641255892484044617,evaluation,sweep:anomaly_pair:shared_scenarios,434.50795263537583,0,0,inf,inf,150,414.0238610886565,0.03,0.012,gateway_integration_tau,10.0
TR,1,268,7285992604922728205,evaluation,sweep:anomaly_pair:shared_scenarios,434.50795263537583,0,0,inf,inf,136,341.62103694831137,0.03,0.012,gateway_integration_tau,10.0
TR,1,269,5750597999847208476,evaluation,sweep:anomaly_pair:shared_scenarios,434.50795263537583,0,0,inf,inf,131,375.15633940381986,0.03,0.012,gateway_integration_tau,10.0
TR,1,270,5321893599730889550,evaluation,sweep:anomaly_pair:shared_scenarios,434.50795263537583,1,0,282.0,282.0,142,444.13621740752046,0.03,0.012,gateway_integration_tau,10.0
TR,1,271,2612032613010161465,evaluation,sweep:anomaly_pair:shared_scenarios,434.50795263537583,0,0,inf,inf,136,338.40845201531926,0.03,0.012,gateway_integration_tau,10.0
TR,1,272,3633449078664767885,evaluation,sweep:anomaly_pair:shared_scenarios,434.50795263537583,0,0,inf,inf,125,318.9627103375928,0.03,0.012,gateway_integration_tau,10.0
TR,1,273,8015214400262521468,evaluation,sweep:anomaly_pair:shared_scenarios,434.50795263537583,1,0,240.0,240.0,98,438.20949590633376,0.03,0.012,gateway_integration_tau,10.0
TR,1,274,2607280162055159529,evaluation,sweep:anomaly_pair:shared_scenarios,434.50795263537583,0,0,inf,inf,141,349.35410942359783,0.03,0.012,gateway_integration_tau,10.0
TR,1,275,2590430454835879743,evaluation,sweep:anomaly_pair:shared_scenarios,434.50795263537583,0,0,inf,inf,132,353.8812408097705,0.03,0.012,gateway_integration_tau,10.0
TR,1,276,7494061525070477896,evaluation,sweep:anomaly_pair:shared_scenarios,434.50795263537583,0,0,inf,inf,142,429.69254210578407,0.03,0.012,gateway_integration_tau,10.0
TR,1,277,2385200160385635993,evaluation,sweep:anomaly_pair:shared_scenarios,434.50795263537583,0,0,inf,inf,118,408.8347909840295,0.03,0.012,gateway_integration_tau,10.0
TR,1,278,411058621935916772,evaluation,sweep:anomaly_pair:shared_scenarios,434.50795263537583,0,0,inf,inf,123,373.10138108784355,0.03,0.012,gateway_integration_tau,10.0
TR,1,279,481060061869056678,evaluation,sweep:anomaly_pair:shared_scenarios,434.50795263537583,0,0,inf,inf,129,419.39761006970235,0.03,0.012,gateway_integration_tau,10.0
TR,1,280,5953890407226759997,evaluation,sweep:anomaly_pair:shared_scenarios,434.50795263537583,0,0,inf,inf,135,376.19717319305767,0.03,0.012,gateway_integration_tau,10.0
TR,1,281,3753257572097101938,evaluation,sweep:anomaly_pair:shared_scenarios,434.50795263537583,0,0,inf,inf,129,399.35534874211,0.03,0.012,gateway_integration_tau,10.0
TR,1,282,1661137041865205636,evaluation,sweep:anomaly_pair:shared_scenarios,434.50795263537583,0,0,inf,inf,119,317.530701973466,0.03,0.012,gateway_integration_tau,10.0
TR,1,283,1836833298005463757,evaluation,sweep:anomaly_pair:shared_scenarios,434.50795263537583,1,0,281.0,281.0,140,442.43919434920434,0.03,0.012,gateway_integration_tau,10.0
TR,1,284,7066238556362689491,evaluation,sweep:anomaly_pair:shared_scenarios,434.50795263537583,0,0,inf,inf,133,363.83719250454334,0.03,0.012,gateway_integration_tau,10.0
TR,1,285,8242337013797903094,evaluation,sweep:anomaly_pair:shared_scenarios,434.50795263537583,0,0,inf,inf,118,347.42868780262006,0.03,0.012,gateway_integration_tau,10.0
TR,1,286,2926157475165746800,evaluation,sweep:anomaly_pair:shared_scenarios,434.50795263537583,0,0,inf,inf,134,375.44355022709857,0.03,0.012,gateway_integration_tau,10.0
TR,1,287,3685532312727693612,evaluation,sweep:anomaly_pair:shared_scenarios,434.50795263537583,0,0,inf,inf,125,372.8258911470758,0.03,0.012,gateway_integration_tau,10.0
TR,1,288,7761706806907931707,evaluation,sweep:anomaly_pair:shared_scenarios,434.50795263537583,0,0,inf,inf,110,349.0945214896353,0.03,0.012,gateway_integration_tau,10.0
TR,1,289,2946137783878295136,evaluation,sweep:anomaly_pair:shared_scenarios,434.50795263537583,0,0,inf,inf,140,415.66341416734025,0.03,0.012,gateway_integration_tau,10.0
TR,1,290,5001126743017077051,evaluation,sweep:anomaly_pair:shared_scenarios,434.50795263537583,0,0,inf,inf,127,406.825710776053,0.03,0.012,gateway_integration_tau,10.0
TR,1,291,2217604553930889535,evaluation,sweep:anomaly_pair:shared_scenarios,434.50795263537583,0,0,inf,inf,116,340.18116061691603,0.03,0.012,gateway_integration_tau,10.0
TR,1,292,1870808599019948199,evaluation,sweep:anomaly_pair:shared_scenarios,434.50795263537583,0,0,inf,inf,128,366.32771750246576,0.03,0.012,gateway_integration_tau,10.0
TR,1,293,1330045686961466763,evaluation,sweep:anomaly_pair:shared_scenarios,434.50795263537583,1,0,207.0,207.0,98,435.0005829012922,0.03,0.012,gateway_integration_tau,10.0
TR,1,294,4174509964054278702,evaluation,sweep:anomaly_pair:shared_scenarios,434.50795263537583,0,0,inf,inf,139,406.95829169949076,0.03,0.012,gateway_integration_tau,10.0
TR,1,295,1462863120179765379,evaluation,sweep:anomaly_pair:shared_scenarios,434.50795263537583,0,0,inf,inf,141,332.55308447347704,0.03,0.012,gateway_integration_tau,10.0
TR,1,296,2550979284955876350,evaluation,sweep:anomaly_pair:shared_scenarios,434.50795263537583,0,0,inf,inf,123,398.60288745523434,0.03,0.012,gateway_integration_tau,10.0
TR,1,297,4398753401401375676,evaluation,sweep:anomaly_pair:shared_scenarios,434.50795263537583,1,0,57.0,57.0,41,459.5055083482421,0.03,0.012,gateway_integration_tau,10.0
TR,1,298,5552607617577553773,evaluation,sweep:anomaly_pair:shared_scenarios,434.50795263537583,0,0,inf,inf,127,363.1495542408089,0.03,0.012,gateway_integration_tau,10.0
TR,1,299,1057218547092319637,evaluation,sweep:anomaly_pair:shared_scenarios,434.50795263537583,0,0,inf,inf,129,397.88666114200487,0.03,0.012,gateway_integration_tau,10.0
EIR,0,0,1047713344001866286,evaluation,sweep:anomaly_pair:shared_scenarios,447.56312456032214,0,0,inf,inf,108,314.6883094916691,0.03,0.012,gateway_integration_tau,10.0
EIR,0,1,7555151126145997115,evaluation,sweep:anomaly_pair:shared_scenarios,447.56312456032214,0,0,inf,inf,126,358.36206004876294,0.03,0.012,gateway_integration_tau,10.0
EIR,0,2,1259687356397792456,evaluation,sweep:anomaly_pair:shared_scenarios,447.56312456032214,0,0,inf,inf,120,367.5052484968767,0.03,0.012,gateway_integration_tau,10.0
EIR,0,3,1430804082914897170,evaluation,sweep:anomaly_pair:shared_scenarios,447.56312456032214,0,0,inf,inf,122,417.63052536361613,0.03,0.012,gateway_integration_tau,10.0
EIR,0,4,7454177810187104479,evaluation,sweep:anomaly_pair:shared_scenarios,447.56312456032214,0,0,inf,inf,135,439.9445093153424,0.03,0.012,gateway_integration_tau,10.0
EIR,0,5,5937828939846575505,evaluation,sweep:anomaly_pair:shared_scenarios,447.56312456032214,0,0,inf,284.0,131,510.730519006967,0.03,0.012,gateway_integration_tau,10.0
EIR,0,6,7014685984281757939,evaluation,sweep:anomaly_pair:shared_scenarios,447.56312456032214,0,0,inf,inf,98,278.6494999087959,0.03,0.012,gateway_integration_tau,10.0
EIR,0,7,6146347236995693084,evaluation,sweep:anomaly_pair:shared_scenarios,447.56312456032214,0,0,inf,inf,118,345.8350712577634,0.03,0.012,gateway_integration_tau,10.0
EIR,0,8,9202743307007165935,evaluation,sweep:anomaly_pair:shared_scenarios,447.56312456032214,0,0,inf,inf,139,402.8749036074505,0.03,0.012,gateway_integration_tau,10.0
EIR,0,9,6480102099986476489,evaluation,sweep:anomaly_pair:shared_scenarios,447.56312456032214,0,0,inf,inf,122,325.11977998036053,0.03,0.012,gateway_integration_tau,10.0
EIR,0,10,3097537339600166127,evaluation,sweep:anomaly_pair:shared_scenarios,447.56312456032214,0,0,inf,inf,111,376.34547996348493,0.03,0.012,gateway_integration_tau,10.0
EIR,0,11,976092875380358595,evaluation,sweep:anomaly_pair:shared_scenarios,447.56312456032214,0,0,inf,inf,116,330.93055201418065,0.03,0.012,gateway_integration_tau,10.0
EIR,0,12,7113629430278804422,evaluation,sweep:anomaly_pair:shared_scenarios,447.56312456032214,0,0,inf,inf,139,327.17617052997485,0.03,0.012,gateway_integration_tau,10.0
EIR,0,13,1250214591025988146,evaluation,sweep:anomaly_pair:shared_scenarios,447.56312456032214,0,0,inf,inf,148,407.5404289160344,0.03,0.012,gateway_integration_tau,10.0
EIR,0,14,8771431426918446343,evaluation,sweep:anomaly_pair:shared_scenarios,447.56312456032214,0,0,inf,269.0,134,474.18631931499806,0.03,0.012,gateway_integration_tau,10.0
EIR,0,15,8336122129266868585,evaluation,sweep:anomaly_pair:shared_scenarios,447.56312456032214,0,0,inf,inf,119,369.9079822083157,0.03,0.012,gateway_integration_tau,10.0
EIR,0,16,1138674471197130907,evaluation,sweep:anomaly_pair:shared_scenarios,447.56312456032214,0,0,inf,inf,127,419.76134020421836,0.03,0.012,gateway_integration_tau,10.0
EIR,0,17,3955141780509455750,evaluation,sweep:anomaly_pair:shared_scenarios,447.56312456032214,0,0,inf,inf,121,384.31729721085344,0.03,0.012,gateway_integration_tau,10.0
EIR,0,18,8350857887474192520,evaluation,sweep:anomaly_pair:shared_scenarios,447.56312456032214,0,0,inf,179.0,141,458.3903423004182,0.03,0.012,gateway_integration_tau,10.0
EIR,0,19,3002262256370000482,evaluation,sweep:anomaly_pair:shared_scenarios,447.56312456032214,0,0,inf,266.0,140,452.99712764111644,0.03,0.012,gateway_integration_tau,10.0
EIR,0,20,7737614502291113857,evaluation,sweep:anomaly_pair:shared_scenarios,447.56312456032214,0,0,inf,inf,108,367.710490042121,0.03,0.012,gateway_integration_tau,10.0
EIR,0,21,1159499525955130656,evaluation,sweep:anomaly_pair:shared_scenarios,447.56312456032214,0,0,inf,inf,129,377.50268140778786,0.03,0.012,gateway_integration_tau,10.0
EIR,0,22,6722249182019602760,evaluation,sweep:anomaly_pair:shared_scenarios,447.56312456032214,0,0,inf,225.0,137,517.9935906094004,0.03,0.012,gateway_integration_tau,10.0
EIR,0,23,3889498521170790532,evaluation,sweep:anomaly_pair:shared_scenarios,447.56312456032214,0,0,inf,inf,143,386.86009599408095,0.03,0.012,gateway_integration_tau,10.0
EIR,0,24,8178258924638951141,evaluation,sweep:anomaly_pair:shared_scenarios,447.56312456032214,0,0,inf,inf,117,402.44912980868975,0.03,0.012,gateway_integration_tau,10.0
EIR,0,25,1580841551219905768,evaluation,sweep:anomaly_pair:shared_scenarios,447.56312456032214,0,0,inf,inf,119,301.1784632742606,0.03,0.012,gateway_integration_tau,10.0
EIR,0,26,1120198998263096076,evaluation,sweep:anomaly_pair:shared_scenarios,447.56312456032214,0,0,inf,inf,114,390.2870474988955,0.03,0.012,gateway_integration_tau,10.0
EIR,0,27,1744574337250120823,evaluation,sweep:anomaly_pair:shared_scenarios,447.56312456032214,0,0,inf,inf,112,295.25922939579755,0.03,0.012,gateway_integration_tau,10.0
EIR,0,28,7048602670693853505,evaluation,sweep:anomaly_pair:shared_scenarios,447.56312456032214,0,0,inf,inf,121,290.16936617751173,0.03,0.012,gateway_integration_tau,10.0
EIR,0,29,8081939220026944230,evaluation,sweep:anomaly_pair:shared_scenarios,447.56312456032214,0,0,inf,inf,106,344.7958282851338,0.03,0.012,gateway_integration_tau,10.0
EIR,0,30,3435175612167908758,evaluation,sweep:anomaly_pair:shared_scenarios,447.56312456032214,0,0,inf,inf,140,401.6151065406435,0.03,0.012,gateway_integration_tau,10.0
EIR,0,31,7359376119878297463,evaluation,sweep:anomaly_pair:shared_scenarios,447.56312456032214,0,0,inf,inf,121,365.6121407542748,0.03,0.012,gateway_integration_tau,10.0
EIR,0,32,4016942084940580155,evaluation,sweep:anomaly_pair:shared_scenarios,447.56312456032214,0,0,inf,inf,125,408.50938214081816,0.03,0.012,gateway_integration_tau,10.0
EIR,0,33,1269542010092226535,evaluation,sweep:anomaly_pair:shared_scenarios,447.56312456032214,0,0,inf,inf,147,383.0239994285231,0.03,0.012,gateway_integration_tau,10.0
EIR,0,34,3577121767678550724,evaluation,sweep:anomaly_pair:shared_scenarios,447.56312456032214,0,0,inf,inf,120,388.9820920503288,0.03,0.012,gateway_integration_tau,10.0
EIR,0,35,2279726789233576752,evaluation,sweep:anomaly_pair:shared_scenarios,447.56312456032214,0,0,inf,inf,121,324.32487480272033,0.03,0.012,gateway_integration_tau,10.0
EIR,0,36,2067295659130634531,evaluation,sweep:anomaly_pair:shared_scenarios,447.56312456032214,0,0,inf,229.0,127,478.10778810334546,0.03,0.012,gateway_integration_tau,10.0
EIR,0,37,2783174527500844120,evaluation,sweep:anomaly_pair:shared_scenarios,447.56312456032214,0,0,inf,inf,125,370.9506789809669,0.03,0.012,gateway_integration_tau,10.0
EIR,0,38,6999284181578280971,evaluation,sweep:anomaly_pair:shared_scenarios,447.56312456032214,0,0,inf,inf,123,286.1101181724491,0.03,0.012,gateway_integration_tau,10.0
EIR,0,39,2721030498397497206,evaluation,sweep:anomaly_pair:shared_scenarios,447.56312456032214,0,0,inf,inf,124,388.8249792586239,0.03,0.012,gateway_integration_tau,10.0
EIR,0,40,4370146849211159193,evaluation,sweep:anomaly_pair:shared_scenarios,447.56312456032214,0,0,inf,283.0,134,455.37159308085563,0.03,0.012,gateway_integration_tau,10.0
EIR,0,41,100931594992729856,evaluation,sweep:anomaly_pair:shared_scenarios,447.56312456032214,0,0,inf,inf,113,379.7976438267738,0.03,0.012,gateway_integration_tau,10.0
EIR,0,42,9122411650296708094,evaluation,sweep:anomaly_pair:shared_scenarios,447.56312456032214,0,0,inf,inf,120,312.521699479794,0.03,0.012,gateway_integration_tau,10.0
EIR,0,43,8807961794672273694,evaluation,sweep:anomaly_pair:shared_scenarios,447.56312456032214,0,0,inf,inf,118,344.9606912560943,0.03,0.012,gateway_integration_tau,10.0
EIR,0,44,4039465025297310671,evaluation,sweep:anomaly_pair:shared_scenarios,447.56312456032214,0,0,inf,inf,126,417.06409608390743,0.03,0.012,gateway_integration_tau,10.0
EIR,0,45,1303065415136621520,evaluation,sweep:anomaly_pair:shared_scenarios,447.56312456032214,0,0,inf,inf,119,302.5992779465292,0.03,0.012,gateway_integration_tau,10.0
EIR,0,46,5529452567520039289,evaluation,sweep:anomaly_pair:shared_scenarios,447.56312456032214,0,0,inf,inf,111,306.54887739904154,0.03,0.012,gateway_integration_tau,10.0
EIR,0,47,3398373731648388441,evaluation,sweep:anomaly_pair:shared_scenarios,447.56312456032214,0,0,inf,inf,128,413.7605189559048,0.03,0.012,gateway_integration_tau,10.0
EIR,0,48,8200444180592309156,evaluation,sweep:anomaly_pair:shared_scenarios,447.56312456032214,0,0,inf,inf,130,376.44798820056695,0.03,0.012,gateway_integration_tau,10.0
EIR,0,49,5621496965372644875,evaluation,sweep:anomaly_pair:shared_scenarios,447.56312456032214,0,0,inf,inf,119,360.2016772675512,0.03,0.012,gateway_integration_tau,10.0
EIR,0,50,327914488649627036,evaluation,sweep:anomaly_pair:shared_scenarios,447.56312456032214,0,0,inf,inf,101,350.4488397880374,0.03,0.012,gateway_integration_tau,10.0
EIR,0,51,7432708170281275218,evaluation,sweep:anomaly_pair:shared_scenarios,447.56312456032214,0,0,inf,inf,130,368.08016082331017,0.03,0.012,gateway_integration_tau,10.0
EIR,0,52,3802370265261614175,evaluation,sweep:anomaly_pair:shared_scenarios,447.56312456032214,0,0,inf,inf,136,354.0704561251032,0.03,0.012,gateway_integration_tau,10.0
EIR,0,53,4038171143014284082,evaluation,sweep:anomaly_pair:shared_scenarios,447.56312456032214,0,0,inf,inf,129,411.2352603657476,0.03,0.012,gateway_integration_tau,10.0
EIR,0,54,3336529761683344824,evaluation,sweep:anomaly_pair:shared_scenarios,447.56312456032214,0,0,inf,inf,116,332.2234049775789,0.03,0.012,gateway_integration_tau,10.0
EIR,0,55,1760523074528716079,evaluation,sweep:anomaly_pair:shared_scenarios,447.56312456032214,0,0,inf,inf,121,339.2762548757718,0.03,0.012,gateway_integration_tau,10.0
EIR,0,56,7456372500045997966,evaluation,sweep:anomaly_pair:shared_scenarios,447.56312456032214,0,0,inf,inf,130,371.881350623734,0.03,0.012,gateway_integration_tau,10.0
EIR,0,57,380633820391136789,evaluation,sweep:anomaly_pair:shared_scenarios,447.56312456032214,0,0,inf,inf,112,320.87496008591125,0.03,0.012,gateway_integration_tau,10.0
EIR,0,58,7723030530287328423,evaluation,sweep:anomaly_pair:shared_scenarios,447.56312456032214,0,0,inf,inf,120,318.54554624801193,0.03,0.012,gateway_integration_tau,10.0
EIR,0,59,497544355896473532,evaluation,sweep:anomaly_pair:shared_scenarios,447.56312456032214,0,0,inf,inf,119,428.53512766690665,0.03,0.012,gateway_integration_tau,10.0
EIR,0,60,7845018259805258654,evaluation,sweep:anomaly_pair:shared_scenarios,447.56312456032214,0,0,inf,inf,111,345.09250336112535,0.03,0.012,gateway_integration_tau,10.0
EIR,0,61,5540219232902936081,evaluation,sweep:anomaly_pair:shared_scenarios,447.56312456032214,0,0,inf,205.0,128,485.206432969372,0.03,0.012,gateway_integration_tau,10.0
EIR,0,62,48725929166278989,evaluation,sweep:anomaly_pair:shared_scenarios,447.56312456032214,0,0,inf,inf,139,407.94403754232246,0.03,0.012,gateway_integration_tau,10.0
EIR,0,63,8475777184813767823,evaluation,sweep:anomaly_pair:shared_scenarios,447.56312456032214,0,0,inf,inf,113,367.6554880017644,0.03,0.012,gateway_integration_tau,10.0
EIR,0,64,595842880634436484,evaluation,sweep:anomaly_pair:shared_scenarios,447.56312456032214,0,0,inf,inf,127,391.94815359279676,0.03,0.012,gateway_integration_tau,10.0
EIR,0,65,7769771095575010619,evaluation,sweep:anomaly_pair:shared_scenarios,447.56312456032214,0,0,inf,inf,157,404.3232926347092,0.03,0.012,gateway_integration_tau,10.0
EIR,0,66,2809989228385752663,evaluation,sweep:anomaly_pair:shared_scenarios,447.56312456032214,0,0,inf,inf,124,377.30317259685773,0.03,0.012,gateway_integration_tau,10.0
EIR,0,67,5366708037640485086,evaluation,sweep:anomaly_pair:shared_scenarios,447.56312456032214,0,0,inf,inf,137,426.673473239885,0.03,0.012,gateway_integration_tau,10.0
EIR,0,68,8888696536612380703,evaluation,sweep:anomaly_pair:shared_scenarios,447.56312456032214,0,0,inf,inf,136,390.5871581114083,0.03,0.012,gateway_integration_tau,10.0
EIR,0,69,703141394792259125,evaluation,sweep:anomaly_pair:shared_scenarios,447.56312456032214,0,0,inf,inf,128,301.80623962626754,0.03,0.012,gateway_integration_tau,10.0
EIR,0,70,956861592787059750,evaluation,sweep:anomaly_pair:shared_scenarios,447.56312456032214,0,0,inf,inf,129,350.8549232732476,0.03,0.012,gateway_integration_tau,10.0
EIR,0,71,7171235012563863054,evaluation,sweep:anomaly_pair:shared_scenarios,447.56312456032214,0,0,inf,inf,111,423.00837752145947,0.03,0.012,gateway_integration_tau,10.0
EIR,0,72,7426903974649218010,evaluation,sweep:anomaly_pair:shared_scenarios,447.56312456032214,0,0,inf,inf,115,371.5661975668727,0.03,0.012,gateway_integration_tau,10.0
EIR,0,73,2281652111302095547,evaluation,sweep:anomaly_pair:shared_scenarios,447.56312456032214,0,0,inf,inf,91,230.6851304066537,0.03,0.012,gateway_integration_tau,10.0
EIR,0,74,6620132207452246077,evaluation,sweep:anomaly_pair:shared_scenarios,447.56312456032214,0,0,inf,inf,113,353.3943704081842,0.03,0.012,gateway_integration_tau,10.0
EIR,0,75,2299772339582960882,evaluation,sweep:anomaly_pair:shared_scenarios,447.56312456032214,0,0,inf,inf,132,384.4088763114065,0.03,0.012,gateway_integration_tau,10.0
EIR,0,76,8665134526325593785,evaluation,sweep:anomaly_pair:shared_scenarios,447.56312456032214,0,0,inf,inf,107,287.95671628499804,0.03,0.012,gateway_integration_tau,10.0
EIR,0,77,5831347187511415146,evaluation,sweep:anomaly_pair:shared_scenarios,447.56312456032214,0,0,inf,inf,122,309.81443958923177,0.03,0.012,gateway_integration_tau,10.0
EIR,0,78,2764179054952749108,evaluation,sweep:anomaly_pair:shared_scenarios,447.56312456032214,0,0,inf,inf,118,263.9225796692585,0.03,0.012,gateway_integration_tau,10.0
EIR,0,79,1436801579430159727,evaluation,sweep:anomaly_pair:shared_scenarios,447.56312456032214,0,0,inf,inf,136,351.9750492816683,0.03,0.012,gateway_integration_tau,10.0
EIR,0,80,4256239665401846864,evaluation,sweep:anomaly_pair:shared_scenarios,447.56312456032214,0,0,inf,inf,131,404.78632975542376,0.03,0.012,gateway_integration_tau,10.0
EIR,0,81,6408681589980055778,evaluation,sweep:anomaly_pair:shared_scenarios,447.56312456032214,0,0,inf,inf,138,445.53513921911156,0.03,0.012,gateway_integration_tau,10.0
EIR,0,82,5374022468059246902,evaluation,sweep:anomaly_pair:shared_scenarios,447.56312456032214,0,0,inf,inf,103,312.5463397745893,0.03,0.012,gateway_integration_tau,10.0
EIR,0,83,726333036876873047,evaluation,sweep:anomaly_pair:shared_scenarios,447.56312456032214,0,0,inf,inf,129,324.2970306560957,0.03,0.012,gateway_integration_tau,10.0
EIR,0,84,1514817278626261067,evaluation,sweep:anomaly_pair:shared_scenarios,447.56312456032214,0,0,inf,inf,115,290.2672457593131,0.03,0.012,gateway_integration_tau,10.0
EIR,0,85,3317087628463341655,evaluation,sweep:anomaly_pair:shared_scenarios,447.56312456032214,0,0,inf,inf,116,284.44229878326274,0.03,0.012,gateway_integration_tau,10.0
EIR,0,86,7419991104545920415,evaluation,sweep:anomaly_pair:shared_scenarios,447.56312456032214,0,0,inf,inf,98,304.142994319338,0.03,0.012,gateway_integration_tau,10.0
EIR,0,87,8450532150538690303,evaluation,sweep:anomaly_pair:shared_scenarios,447.56312456032214,0,0,inf,inf,126,347.6556936457569,0.03,0.012,gateway_integration_tau,10.0
EIR,0,88,2342843629069381586,evaluation,sweep:anomaly_pair:shared_scenarios,447.56312456032214,0,0,inf,inf,129,377.68593632582025,0.03,0.012,gateway_integration_tau,10.0
EIR,0,89,7498646524692472735,evaluation,sweep:anomaly_pair:shared_scenarios,447.56312456032214,0,0,inf,inf,131,370.3268868108464,0.03,0.012,gateway_integration_tau,10.0
EIR,0,90,251150932040658662,evaluation,sweep:anomaly_pair:shared_scenarios,447.56312456032214,0,0,inf,inf,118,402.6785408177405,0.03,0.012,gateway_integration_tau,10.0
EIR,0,91,7531563222751120521,evaluation,sweep:anomaly_pair:shared_scenarios,447.56312456032214,0,0,inf,inf,134,358.3009846985757,0.03,0.012,gateway_integration_tau,10.0
EIR,0,92,425096693690444293,evaluation,sweep:anomaly_pair:shared_scenarios,447.56312456032214,0,0,inf,inf,117,322.74887089842883,0.03,0.012,gateway_integration_tau,10.0
EIR,0,93,1400033971108312678,evaluation,sweep:anomaly_pair:shared_scenarios,447.56312456032214,0,0,inf,inf,119,389.50629101764457,0.03,0.012,gateway_integration_tau,10.0
EIR,0,94,6356540359468835968,evaluation,sweep:anomaly_pair:shared_scenarios,447.56312456032214,0,0,inf,inf,120,376.7883978692827,0.03,0.012,gateway_integration_tau,10.0
EIR,0,95,8529534714100195831,evaluation,sweep:anomaly_pair:shared_scenarios,447.56312456032214,0,0,inf,inf,140,432.71146266820335,0.03,0.012,gateway_integration_tau,10.0
EIR,0,96,8695859923624215306,evaluation,sweep:anomaly_pair:shared_scenarios,447.56312456032214,0,0,inf,inf,141,409.95056155750433,0.03,0.012,gateway_integration_tau,10.0
EIR,0,97,144942717518357862,evaluation,sweep:anomaly_pair:shared_scenarios,447.56312456032214,0,0,inf,207.0,140,505.5277202067979,0.03,0.012,gateway_integration_tau,10.0
EIR,0,98,6856198267899099668,evaluation,sweep:anomaly_pair:shared_scenarios,447.56312456032214,0,0,inf,inf,128,430.089873173253,0.03,0.012,gateway_integration_tau,10.0
EIR,0,99,90915395630955618,evaluation,sweep:anomaly_pair:shared_scenarios,447.56312456032214,0,0,inf,inf,115,305.2355030885895,0.03,0.012,gateway_integration_tau,10.0
EIR,0,100,6645654657196752744,evaluation,sweep:anomaly_pair:shared_scenarios,447.56312456032214,0,0,inf,inf,124,347.458264200344,0.03,0.012,gateway_integration_tau,10.0
EIR,0,101,2203741437911058756,evaluation,sweep:anomaly_pair:shared_scenarios,447.56312456032214,0,0,inf,inf,122,386.59415474105253,0.03,0.012,gateway_integration_tau,10.0
EIR,0,102,4980497102828505125,evaluation,sweep:anomaly_pair:shared_scenarios,447.56312456032214,0,0,inf,191.0,155,458.7845072831258,0.03,0.012,gateway_integration_tau,10.0
EIR,0,103,1115713432009853186,evaluation,sweep:anomaly_pair:shared_scenarios,447.56312456032214,0,0,inf,inf,115,327.15753530465605,0.03,0.012,gateway_integration_tau,10.0
