strategy,state_h1,trial,mean_on_fraction,mean_rising_edges_per_node,total_rising_edges,mean_on_duration_s
TR,0,26,0.017475083056478404,2.98,149,1.7651006711409396
TR,0,27,0.020664451827242525,2.98,149,2.087248322147651
TR,0,28,0.02877076411960133,3.82,191,2.2670157068062826
TR,0,29,0.024119601328903655,3.62,181,2.005524861878453
TR,0,30,0.02053156146179402,2.8,140,2.2071428571428573
TR,0,31,0.020398671096345515,3.14,157,1.9554140127388535
TR,0,32,0.018870431893687707,2.64,132,2.1515151515151514
TR,0,33,0.021926910299003323,3.08,154,2.142857142857143
TR,0,34,0.016943521594684385,2.38,119,2.142857142857143
TR,0,35,0.017940199335548173,2.7,135,2.0
TR,0,36,0.019069767441860466,3.32,166,1.7289156626506024
TR,0,37,0.02186046511627907,3.02,151,2.1788079470198674
TR,0,38,0.02212624584717608,3.28,164,2.0304878048780486
TR,0,39,0.019335548172757476,3.04,152,1.9144736842105263
TR,0,40,0.021926910299003323,3.2,160,2.0625
TR,0,41,0.018803986710963456,2.76,138,2.050724637681159
TR,0,42,0.015614617940199336,2.52,126,1.8650793650793651
TR,0,43,0.020398671096345515,3.02,151,2.033112582781457
TR,0,44,0.023056478405315616,3.0,150,2.3133333333333335
TR,0,45,0.0212624584717608,3.06,153,2.0915032679738563
TR,0,46,0.017740863787375414,2.78,139,1.920863309352518
TR,0,47,0.020664451827242525,2.98,149,2.087248322147651
TR,0,48,0.021661129568106313,3.2,160,2.0375
TR,0,49,0.019069767441860466,2.86,143,2.006993006993007
TR,0,50,0.018538205980066447,2.88,144,1.9375
TR,0,51,0.018205980066445183,2.86,143,1.916083916083916
TR,0,52,0.02504983388704319,3.68,184,2.0489130434782608
TR,0,53,0.015149501661129569,2.4,120,1.9
TR,0,54,0.021727574750830564,2.84,142,2.3028169014084505
TR,0,55,0.018803986710963456,3.02,151,1.8741721854304636
TR,0,56,0.01727574750830565,2.36,118,2.2033898305084745
TR,0,57,0.020132890365448505,3.02,151,2.006622516556291
TR,0,58,0.02186046511627907,3.48,174,1.8908045977011494
TR,0,59,0.01946843853820598,2.82,141,2.078014184397163
TR,0,60,0.018073089700996678,2.62,131,2.0763358778625953
TR,0,61,0.017408637873754153,2.62,131,2.0
TR,0,62,0.022657807308970098,3.18,159,2.1446540880503147
TR,0,63,0.016079734219269105,2.78,139,1.7410071942446044
TR,0,64,0.01760797342192691,2.78,139,1.9064748201438848
TR,0,65,0.025382059800664453,3.32,166,2.3012048192771086
TR,0,66,0.019933554817275746,2.8,140,2.142857142857143
TR,0,67,0.02132890365448505,3.14,157,2.0445859872611467
TR,0,68,0.02026578073089701,2.7,135,2.259259259259259
TR,0,69,0.016146179401993355,2.4,120,2.025
TR,0,70,0.01980066445182724,2.98,149,2.0
TR,0,71,0.018604651162790697,3.02,151,1.8543046357615893
TR,0,72,0.01700996677740864,2.62,131,1.9541984732824427
TR,0,73,0.020132890365448505,2.84,142,2.1338028169014085
TR,0,74,0.02378737541528239,3.44,172,2.0813953488372094
TR,0,75,0.018338870431893688,2.9,145,1.903448275862069
TR,0,76,0.022259136212624583,3.18,159,2.106918238993711
TR,0,77,0.02,2.86,143,2.104895104895105
TR,0,78,0.020199335548172756,3.14,157,1.9363057324840764
TR,0,79,0.019867109634551496,2.68,134,2.2313432835820897
TR,0,80,0.01973421926910299,2.86,143,2.076923076923077
TR,0,81,0.01760797342192691,2.7,135,1.962962962962963
TR,0,82,0.019401993355481727,2.98,149,1.9597315436241611
TR,0,83,0.01647840531561462,2.82,141,1.7588652482269505
TR,0,84,0.01973421926910299,3.02,151,1.966887417218543
TR,0,85,0.018803986710963456,2.68,134,2.111940298507463
TR,0,86,0.01760797342192691,2.68,134,1.9776119402985075
TR,0,87,0.018604651162790697,2.74,137,2.0437956204379564
TR,0,88,0.01893687707641196,3.1,155,1.8387096774193548
TR,0,89,0.020664451827242525,2.86,143,2.174825174825175
TR,0,90,0.017940199335548173,2.74,137,1.9708029197080292
TR,0,91,0.02106312292358804,3.1,155,2.0451612903225804
TR,0,92,0.024451827242524916,3.32,166,2.216867469879518
TR,0,93,0.020199335548172756,2.98,149,2.040268456375839
TR,0,94,0.022524916943521593,3.0,150,2.26
TR,0,95,0.019136212624584717,3.24,162,1.7777777777777777
TR,0,96,0.020465116279069766,2.72,136,2.264705882352941
TR,0,97,0.01787375415282392,2.8,140,1.9214285714285715
TR,0,98,0.013820598006644518,2.24,112,1.8571428571428572
TR,0,99,0.023920265780730896,3.3,165,2.1818181818181817
TR,0,100,0.01700996677740864,2.5,125,2.048
TR,0,101,0.018870431893687707,2.96,148,1.9189189189189189
TR,0,102,0.023255813953488372,3.56,178,1.9662921348314606
TR,0,103,0.017142857142857144,2.68,134,1.9253731343283582
TR,0,104,0.019601328903654486,2.96,148,1.9932432432432432
TR,0,105,0.022591362126245847,3.38,169,2.0118343195266273
TR,0,106,0.016146179401993355,2.6,130,1.8692307692307693
TR,0,107,0.025714285714285714,3.16,158,2.449367088607595
TR,0,108,0.021661129568106313,3.26,163,2.0
TR,0,109,0.02458471760797342,3.18,159,2.3270440251572326
TR,0,110,0.01787375415282392,2.68,134,2.0074626865671643
TR,0,111,0.022259136212624583,3.54,177,1.8926553672316384
TR,0,112,0.019667774086378736,2.92,146,2.0273972602739727
TR,0,113,0.019401993355481727,2.84,142,2.056338028169014
TR,0,114,0.023388704318936877,3.3,165,2.1333333333333333
TR,0,115,0.01787375415282392,2.6,130,2.0692307692307694
TR,0,116,0.016877076411960134,2.86,143,1.7762237762237763
TR,0,117,0.021461794019933554,3.14,157,2.0573248407643314
TR,0,118,0.021461794019933554,3.12,156,2.0705128205128207
TR,0,119,0.019136212624584717,2.78,139,2.0719424460431655
TR,0,120,0.02352159468438538,3.56,178,1.9887640449438202
TR,0,121,0.018405315614617942,2.9,145,1.910344827586207
TR,0,122,0.01674418604651163,2.68,134,1.8805970149253732
TR,0,123,0.015016611295681064,2.4,120,1.8833333333333333
TR,0,124,0.01787375415282392,2.68,134,2.0074626865671643
TR,0,125,0.016877076411960134,2.6,130,1.9538461538461538
TR,0,126,0.02026578073089701,2.94,147,2.074829931972789
TR,0,127,0.018272425249169437,2.9,145,1.896551724137931
TR,0,128,0.019269102990033222,3.02,151,1.9205298013245033
TR,0,129,0.021196013289036544,3.52,176,1.8125
TR,0,130,0.021727574750830564,3.16,158,2.069620253164557
TR,0,131,0.019867109634551496,3.0,150,1.9933333333333334
TR,0,132,0.022325581395348838,3.04,152,2.210526315789474
TR,0,133,0.019136212624584717,2.6,130,2.2153846153846155
TR,0,134,0.022325581395348838,3.1,155,2.167741935483871
TR,0,135,0.018604651162790697,2.68,134,2.08955223880597
TR,0,136,0.022657807308970098,3.1,155,2.2
TR,0,137,0.022259136212624583,3.38,169,1.982248520710059
TR,0,138,0.019003322259136212,2.64,132,2.1666666666666665
TR,0,139,0.016345514950166114,2.54,127,1.937007874015748
TR,0,140,0.02,3.02,151,1.9933774834437086
TR,0,141,0.01787375415282392,2.6,130,2.0692307692307694
TR,0,142,0.023255813953488372,3.24,162,2.1604938271604937
TR,0,143,0.015548172757475083,2.4,120,1.95
TR,0,144,0.02073089700996678,3.1,155,2.0129032258064514
TR,0,145,0.022192691029900333,3.28,164,2.0365853658536586
TR,0,146,0.02033222591362126,3.12,156,1.9615384615384615
TR,0,147,0.018538205980066447,2.84,142,1.9647887323943662
TR,0,148,0.01787375415282392,2.64,132,2.037878787878788
TR,0,149,0.02026578073089701,3.2,160,1.90625
TR,0,150,0.019401993355481727,3.36,168,1.7380952380952381
TR,0,151,0.01953488372093023,3.16,158,1.860759493670886
TR,0,152,0.019401993355481727,3.06,153,1.908496732026144
TR,0,153,0.021461794019933554,3.1,155,2.0838709677419356
TR,0,154,0.023920265780730896,3.48,174,2.0689655172413794
TR,0,155,0.023056478405315616,3.24,162,2.1419753086419755
TR,0,156,0.023920265780730896,3.16,158,2.278481012658228
TR,0,157,0.015946843853820596,2.48,124,1.935483870967742
TR,0,158,0.01920265780730897,2.92,146,1.9794520547945205
TR,0,159,0.0212624584717608,3.18,159,2.0125786163522013
TR,0,160,0.024186046511627906,3.66,183,1.989071038251366
TR,0,161,0.020199335548172756,2.62,131,2.3206106870229006
TR,0,162,0.02,2.9,145,2.075862068965517
TR,0,163,0.020132890365448505,3.22,161,1.8819875776397517
TR,0,164,0.02,3.08,154,1.9545454545454546
TR,0,165,0.02485049833887043,3.38,169,2.21301775147929
TR,0,166,0.018405315614617942,2.82,141,1.9645390070921986
TR,0,167,0.019867109634551496,2.86,143,2.090909090909091
TR,0,168,0.021129568106312294,3.36,168,1.8928571428571428
TR,0,169,0.02,2.82,141,2.1347517730496453
TR,0,170,0.01980066445182724,3.02,151,1.9735099337748345
TR,0,171,0.01787375415282392,3.0,150,1.7933333333333332
TR,0,172,0.021993355481727574,2.8,140,2.3642857142857143
TR,0,173,0.017674418604651163,2.78,139,1.9136690647482015
TR,0,174,0.020132890365448505,3.04,152,1.993421052631579
TR,0,175,0.019269102990033222,2.82,141,2.0567375886524824
TR,0,176,0.02106312292358804,3.48,174,1.8218390804597702
TR,0,177,0.02033222591362126,2.94,147,2.0816326530612246
TR,0,178,0.02106312292358804,3.14,157,2.0191082802547773
TR,0,179,0.022524916943521593,3.26,163,2.079754601226994
TR,0,180,0.02345514950166113,3.22,161,2.1925465838509317
TR,0,181,0.018405315614617942,2.52,126,2.1984126984126986
TR,0,182,0.020132890365448505,3.26,163,1.8588957055214723
TR,0,183,0.019269102990033222,2.86,143,2.027972027972028
TR,0,184,0.02292358803986711,2.92,146,2.363013698630137
TR,0,185,0.018471760797342193,2.82,141,1.9716312056737588
TR,0,186,0.0173421926910299,2.96,148,1.7635135135135136
TR,0,187,0.022259136212624583,2.9,145,2.310344827586207
TR,0,188,0.01654485049833887,2.52,126,1.9761904761904763
TR,0,189,0.022657807308970098,3.1,155,2.2
TR,0,190,0.01980066445182724,2.88,144,2.0694444444444446
TR,0,191,0.018471760797342193,3.04,152,1.8289473684210527
TR,0,192,0.01787375415282392,2.76,138,1.9492753623188406
TR,0,193,0.018604651162790697,2.9,145,1.9310344827586208
TR,0,194,0.02,2.86,143,2.104895104895105
TR,0,195,0.017209302325581394,2.5,125,2.072
TR,0,196,0.018471760797342193,2.78,139,2.0
TR,0,197,0.021993355481727574,3.5,175,1.8914285714285715
TR,0,198,0.018006644518272424,2.78,139,1.9496402877697843
TR,0,199,0.020465116279069766,3.12,156,1.9743589743589745
TR,0,200,0.02372093023255814,3.6,180,1.9833333333333334
TR,0,201,0.022458471760797342,3.1,155,2.1806451612903226
TR,0,202,0.02132890365448505,3.16,158,2.0316455696202533
TR,0,203,0.02239202657807309,3.6,180,1.8722222222222222
