strategy,state_h1,trial,mean_on_fraction,mean_rising_edges_per_node,total_rising_edges,mean_on_duration_s
TR,1,29,0.006910299003322259,0.58,29,3.586206896551724
TR,1,30,0.013953488372093023,1.34,67,3.1343283582089554
TR,1,31,0.017408637873754153,1.56,78,3.358974358974359
TR,1,32,0.004850498338870432,0.46,23,3.1739130434782608
TR,1,33,0.010498338870431894,0.88,44,3.590909090909091
TR,1,34,0.00212624584717608,0.32,16,2.0
TR,1,35,0.014019933554817276,1.14,57,3.7017543859649122
TR,1,36,0.023255813953488372,2.06,103,3.3980582524271843
TR,1,37,0.012093023255813953,1.16,58,3.1379310344827585
TR,1,38,0.019401993355481727,1.56,78,3.7435897435897436
TR,1,39,0.021727574750830564,2.08,104,3.144230769230769
TR,1,40,0.016943521594684385,1.68,84,3.0357142857142856
TR,1,41,0.007906976744186046,0.8,40,2.975
TR,1,42,0.009700996677740863,0.88,44,3.3181818181818183
TR,1,43,0.010830564784053157,1.08,54,3.0185185185185186
TR,1,44,0.008837209302325582,0.84,42,3.1666666666666665
TR,1,45,0.010830564784053157,1.0,50,3.26
TR,1,46,0.020398671096345515,1.46,73,4.205479452054795
TR,1,47,0.007840531561461793,0.72,36,3.2777777777777777
TR,1,48,0.014485049833887043,1.46,73,2.9863013698630136
TR,1,49,0.012558139534883722,1.14,57,3.3157894736842106
TR,1,50,0.024651162790697675,2.12,106,3.5
TR,1,51,0.02073089700996678,1.52,76,4.105263157894737
TR,1,52,0.023654485049833886,2.18,109,3.2660550458715596
TR,1,53,0.010299003322259137,1.16,58,2.6724137931034484
TR,1,54,0.011893687707641196,1.1,55,3.2545454545454544
TR,1,55,0.023322259136212626,1.86,93,3.774193548387097
TR,1,56,0.011295681063122924,0.92,46,3.6956521739130435
TR,1,57,0.017740863787375414,1.58,79,3.3797468354430378
TR,1,58,0.012159468438538205,1.24,62,2.9516129032258065
TR,1,59,0.02033222591362126,1.22,61,5.016393442622951
TR,1,60,0.0026578073089701,0.36,18,2.2222222222222223
TR,1,61,0.006445182724252492,0.66,33,2.9393939393939394
TR,1,62,0.006777408637873754,0.68,34,3.0
TR,1,63,0.007043189368770764,0.68,34,3.1176470588235294
TR,1,64,0.022657807308970098,2.34,117,2.9145299145299144
TR,1,65,0.003521594684385382,0.6,30,1.7666666666666666
TR,1,66,0.0029235880398671096,0.48,24,1.8333333333333333
TR,1,67,0.012225913621262458,1.32,66,2.787878787878788
TR,1,68,0.015481727574750831,1.5,75,3.1066666666666665
TR,1,69,0.009169435215946844,1.02,51,2.7058823529411766
TR,1,70,0.02292358803986711,1.76,88,3.9204545454545454
TR,1,71,0.014219269102990033,1.14,57,3.754385964912281
TR,1,72,0.011827242524916943,1.22,61,2.918032786885246
TR,1,73,0.019003322259136212,1.82,91,3.142857142857143
TR,1,74,0.02431893687707641,1.92,96,3.8125
TR,1,75,0.011295681063122924,1.2,60,2.8333333333333335
TR,1,76,0.016877076411960134,1.58,79,3.2151898734177213
TR,1,77,0.006910299003322259,0.92,46,2.260869565217391
TR,1,78,0.01581395348837209,1.26,63,3.7777777777777777
TR,1,79,0.02006644518272425,1.78,89,3.393258426966292
TR,1,80,0.02186046511627907,1.4,70,4.7
TR,1,81,0.012890365448504984,1.22,61,3.180327868852459
TR,1,82,0.010498338870431894,1.04,52,3.0384615384615383
TR,1,83,0.016677740863787375,1.46,73,3.4383561643835616
TR,1,84,0.007774086378737542,0.66,33,3.5454545454545454
TR,1,85,0.008903654485049834,0.76,38,3.526315789473684
TR,1,86,0.016411960132890365,1.3,65,3.8
TR,1,87,0.010033222591362126,0.94,47,3.2127659574468086
TR,1,88,0.017674418604651163,1.88,94,2.8297872340425534
TR,1,89,0.025382059800664453,2.42,121,3.15702479338843
TR,1,90,0.012425249169435215,1.06,53,3.5283018867924527
TR,1,91,0.012425249169435215,1.16,58,3.2241379310344827
TR,1,92,0.021129568106312294,1.84,92,3.4565217391304346
TR,1,93,0.01707641196013289,1.52,76,3.3815789473684212
TR,1,94,0.01787375415282392,1.5,75,3.5866666666666664
TR,1,95,0.009435215946843854,0.84,42,3.380952380952381
TR,1,96,0.013355481727574751,1.34,67,3.0
TR,1,97,0.004318936877076412,0.52,26,2.5
TR,1,98,0.02099667774086379,1.88,94,3.3617021276595747
TR,1,99,0.012823920265780732,1.14,57,3.3859649122807016
EIR,1,0,0.40365448504983387,0.6,30,202.5
EIR,1,1,0.3326910299003322,0.64,32,156.46875
EIR,1,2,0.3028571428571429,0.78,39,116.87179487179488
EIR,1,3,0.36046511627906974,0.64,32,169.53125
EIR,1,4,0.33043189368770765,0.78,39,127.51282051282051
EIR,1,5,0.34744186046511627,0.6,30,174.3
EIR,1,6,0.3437209302325581,0.58,29,178.3793103448276
EIR,1,7,0.2801993355481728,0.56,28,150.60714285714286
EIR,1,8,0.3617940199335548,0.72,36,151.25
EIR,1,9,0.3324916943521595,0.58,29,172.55172413793105
EIR,1,10,0.4443189368770764,0.72,36,185.75
EIR,1,11,0.26192691029900333,0.72,36,109.5
EIR,1,12,0.32372093023255816,0.54,27,180.44444444444446
EIR,1,13,0.3555481727574751,0.58,29,184.51724137931035
EIR,1,14,0.32372093023255816,0.52,26,187.3846153846154
EIR,1,15,0.3678405315614618,0.8,40,138.4
EIR,1,16,0.35754152823920266,0.64,32,168.15625
EIR,1,17,0.2955481727574751,0.56,28,158.85714285714286
EIR,1,18,0.41940199335548173,0.78,39,161.84615384615384
EIR,1,19,0.3645847176079734,0.76,38,144.39473684210526
EIR,1,20,0.3045847176079734,0.58,29,158.06896551724137
EIR,1,21,0.3290365448504983,0.62,31,159.74193548387098
