eir_gate_quantile,hysteresis_margin_eir,gate_hysteresis_margin,w2,focus_max_a1,num_focus_points,eir_mean_P_D,eir_mean_P_FA,eir_mean_C_H1,eir_mean_delay,tr_mean_P_D,tr_mean_P_FA,tr_mean_C_H1,tr_mean_delay,rr_mean_P_D,rr_mean_P_FA,rr_mean_C_H1,rr_mean_delay,delta_P_D_vs_TR,delta_C_H1_vs_TR,delta_delay_vs_TR,delta_P_D_vs_RR,delta_C_H1_vs_RR,delta_delay_vs_RR,traffic_penalty_vs_TR,delay_penalty_vs_TR,target_P_FA,pfa_abs_deviation,soft_rank
0.85,0.03,0.02,0.75,0.1,3,0.7177777777777777,0.08,13402.444444444445,180.09319206046482,0.5377777777777778,0.06666666666666667,12603.111111111111,190.59735924601299,0.6777777777777777,0.10666666666666667,12927.555555555555,176.78882775392842,0.17999999999999994,799.3333333333339,-10.50416718554817,0.040000000000000036,474.8888888888905,3.3043643065363995,799.3333333333339,0.0,0.05,0.03,43
0.85,0.04,0.02,0.75,0.1,3,0.7155555555555555,0.08,13408.666666666666,180.2536920002161,0.5377777777777778,0.06666666666666667,12603.111111111111,190.59735924601299,0.6777777777777777,0.10666666666666667,12927.555555555555,176.78882775392842,0.1777777777777777,805.5555555555547,-10.343667245796894,0.0377777777777778,481.1111111111113,3.464864246287675,805.5555555555547,0.0,0.05,0.03,44
0.85,0.04,0.03,0.75,0.1,3,0.7133333333333333,0.07333333333333333,13394.444444444443,180.32323232323233,0.5377777777777778,0.06666666666666667,12603.111111111111,190.59735924601299,0.6777777777777777,0.10666666666666667,12927.555555555555,176.78882775392842,0.17555555555555546,791.3333333333321,-10.274126922780653,0.03555555555555556,466.8888888888887,3.5344045693039163,791.3333333333321,0.0,0.05,0.02333333333333333,45
0.85,0.03,0.01,0.9,0.1,3,0.7133333333333333,0.08,13366.22222222222,179.15489439853073,0.5377777777777778,0.06666666666666667,12603.111111111111,190.59735924601299,0.6777777777777777,0.10666666666666667,12927.555555555555,176.78882775392842,0.17555555555555546,763.1111111111095,-11.442464847482256,0.03555555555555556,438.66666666666606,2.366066644602313,763.1111111111095,0.0,0.05,0.03,46
0.85,0.04,0.01,0.9,0.1,3,0.7133333333333333,0.08,13366.22222222222,179.74431588613405,0.5377777777777778,0.06666666666666667,12603.111111111111,190.59735924601299,0.6777777777777777,0.10666666666666667,12927.555555555555,176.78882775392842,0.17555555555555546,763.1111111111095,-10.853043359878939,0.03555555555555556,438.66666666666606,2.9554881322056303,763.1111111111095,0.0,0.05,0.03,47
0.85,0.02,0.01,0.9,0.1,3,0.7133333333333333,0.08,13418.888888888889,179.93281910009182,0.5377777777777778,0.06666666666666667,12603.111111111111,190.59735924601299,0.6777777777777777,0.10666666666666667,12927.555555555555,176.78882775392842,0.17555555555555546,815.7777777777774,-10.664540145921166,0.03555555555555556,491.33333333333394,3.1439913461634035,815.7777777777774,0.0,0.05,0.03,48
0.85,0.03,0.03,0.9,0.1,3,0.708888888888889,0.07333333333333333,13364.88888888889,180.20856009070295,0.5377777777777778,0.06666666666666667,12603.111111111111,190.59735924601299,0.6777777777777777,0.10666666666666667,12927.555555555555,176.78882775392842,0.1711111111111112,761.7777777777792,-10.38879915531004,0.03111111111111131,437.33333333333576,3.41973233677453,761.7777777777792,0.0,0.05,0.02333333333333333,49
0.85,0.04,0.03,0.9,0.1,3,0.708888888888889,0.07333333333333333,13374.0,181.20826530612246,0.5377777777777778,0.06666666666666667,12603.111111111111,190.59735924601299,0.6777777777777777,0.10666666666666667,12927.555555555555,176.78882775392842,0.1711111111111112,770.8888888888887,-9.389093939890529,0.03111111111111131,446.44444444444525,4.41943755219404,770.8888888888887,0.0,0.05,0.02333333333333333,50
0.85,0.03,0.02,0.9,0.1,3,0.708888888888889,0.08,13380.666666666666,179.66010204081633,0.5377777777777778,0.06666666666666667,12603.111111111111,190.59735924601299,0.6777777777777777,0.10666666666666667,12927.555555555555,176.78882775392842,0.1711111111111112,777.5555555555547,-10.937257205196659,0.03111111111111131,453.1111111111113,2.8712742868879104,777.5555555555547,0.0,0.05,0.03,51
0.85,0.04,0.02,0.9,0.1,3,0.708888888888889,0.08,13381.555555555555,180.48980725623582,0.5377777777777778,0.06666666666666667,12603.111111111111,190.59735924601299,0.6777777777777777,0.10666666666666667,12927.555555555555,176.78882775392842,0.1711111111111112,778.4444444444434,-10.107551989777164,0.03111111111111131,454.0,3.700979502307405,778.4444444444434,0.0,0.05,0.03,52
0.85,0.02,0.02,0.9,0.1,3,0.7066666666666667,0.07333333333333333,13446.444444444443,180.4075,0.5377777777777778,0.06666666666666667,12603.111111111111,190.59735924601299,0.6777777777777777,0.10666666666666667,12927.555555555555,176.78882775392842,0.16888888888888887,843.3333333333321,-10.189859246012986,0.028888888888888964,518.8888888888887,3.6186722460715828,843.3333333333321,0.0,0.05,0.02333333333333333,53
0.85,0.02,0.03,0.9,0.1,3,0.7044444444444444,0.06666666666666667,13448.444444444445,180.94604341736692,0.5377777777777778,0.06666666666666667,12603.111111111111,190.59735924601299,0.6777777777777777,0.10666666666666667,12927.555555555555,176.78882775392842,0.16666666666666663,845.3333333333339,-9.651315828646062,0.026666666666666727,520.8888888888905,4.157215663438507,845.3333333333339,0.0,0.05,0.016666666666666663,54
