strategy,state_h1,trial_index,scenario_seed,seed_phase,seed_namespace,max_gateway_evidence,transmissions,gateway_threshold,a1,a2,sweep_scope,eir_gate_quantile,hysteresis_margin_eir,gate_hysteresis_margin,w2
EIR,0,158,3646421855625731332,gateway_calibration,sweep:anomaly_pair:shared_scenarios,616.8763678346074,117,779.81116484829,,,shared_all_anomaly_strengths,0.84,0.04,0.01,0.75
EIR,0,159,2731180400104840963,gateway_calibration,sweep:anomaly_pair:shared_scenarios,654.2835756714999,123,779.81116484829,,,shared_all_anomaly_strengths,0.84,0.04,0.01,0.75
EIR,0,160,6525253475390859142,gateway_calibration,sweep:anomaly_pair:shared_scenarios,808.9194098441139,131,779.81116484829,,,shared_all_anomaly_strengths,0.84,0.04,0.01,0.75
EIR,0,161,5342702562007933787,gateway_calibration,sweep:anomaly_pair:shared_scenarios,600.9858255071207,124,779.81116484829,,,shared_all_anomaly_strengths,0.84,0.04,0.01,0.75
EIR,0,162,1696163523599298321,gateway_calibration,sweep:anomaly_pair:shared_scenarios,652.4559893726633,117,779.81116484829,,,shared_all_anomaly_strengths,0.84,0.04,0.01,0.75
EIR,0,163,3743667071636317329,gateway_calibration,sweep:anomaly_pair:shared_scenarios,750.5002128784215,138,779.81116484829,,,shared_all_anomaly_strengths,0.84,0.04,0.01,0.75
EIR,0,164,1703215274657857080,gateway_calibration,sweep:anomaly_pair:shared_scenarios,698.5569839365536,123,779.81116484829,,,shared_all_anomaly_strengths,0.84,0.04,0.01,0.75
EIR,0,165,3749419661803877216,gateway_calibration,sweep:anomaly_pair:shared_scenarios,706.7027911069539,130,779.81116484829,,,shared_all_anomaly_strengths,0.84,0.04,0.01,0.75
EIR,0,166,1022849663340299120,gateway_calibration,sweep:anomaly_pair:shared_scenarios,591.8800812448433,118,779.81116484829,,,shared_all_anomaly_strengths,0.84,0.04,0.01,0.75
EIR,0,167,812573164251080741,gateway_calibration,sweep:anomaly_pair:shared_scenarios,658.8645703482201,130,779.81116484829,,,shared_all_anomaly_strengths,0.84,0.04,0.01,0.75
EIR,0,168,9181789161802016476,gateway_calibration,sweep:anomaly_pair:shared_scenarios,487.8313450732744,110,779.81116484829,,,shared_all_anomaly_strengths,0.84,0.04,0.01,0.75
EIR,0,169,41852731993844740,gateway_calibration,sweep:anomaly_pair:shared_scenarios,613.9697293140835,127,779.81116484829,,,shared_all_anomaly_strengths,0.84,0.04,0.01,0.75
EIR,0,170,2160723943465049599,gateway_calibration,sweep:anomaly_pair:shared_scenarios,614.0732448877304,121,779.81116484829,,,shared_all_anomaly_strengths,0.84,0.04,0.01,0.75
EIR,0,171,4956274529951239709,gateway_calibration,sweep:anomaly_pair:shared_scenarios,723.4500469662091,124,779.81116484829,,,shared_all_anomaly_strengths,0.84,0.04,0.01,0.75
EIR,0,172,6793317195616864064,gateway_calibration,sweep:anomaly_pair:shared_scenarios,784.7195827253219,117,779.81116484829,,,shared_all_anomaly_strengths,0.84,0.04,0.01,0.75
EIR,0,173,4303638152728383403,gateway_calibration,sweep:anomaly_pair:shared_scenarios,616.7249879180686,100,779.81116484829,,,shared_all_anomaly_strengths,0.84,0.04,0.01,0.75
EIR,0,174,7314201943706610406,gateway_calibration,sweep:anomaly_pair:shared_scenarios,613.7071021228014,132,779.81116484829,,,shared_all_anomaly_strengths,0.84,0.04,0.01,0.75
EIR,0,175,1512635151930618621,gateway_calibration,sweep:anomaly_pair:shared_scenarios,666.7927091337376,114,779.81116484829,,,shared_all_anomaly_strengths,0.84,0.04,0.01,0.75
EIR,0,176,8308315004410766501,gateway_calibration,sweep:anomaly_pair:shared_scenarios,641.7418367730476,114,779.81116484829,,,shared_all_anomaly_strengths,0.84,0.04,0.01,0.75
EIR,0,177,8366281085404403237,gateway_calibration,sweep:anomaly_pair:shared_scenarios,578.8879300950709,120,779.81116484829,,,shared_all_anomaly_strengths,0.84,0.04,0.01,0.75
EIR,0,178,3431044729523368993,gateway_calibration,sweep:anomaly_pair:shared_scenarios,632.4945777982213,131,779.81116484829,,,shared_all_anomaly_strengths,0.84,0.04,0.01,0.75
EIR,0,179,2007998228956077302,gateway_calibration,sweep:anomaly_pair:shared_scenarios,810.2441744120968,134,779.81116484829,,,shared_all_anomaly_strengths,0.84,0.04,0.01,0.75
EIR,0,180,8751753062912985555,gateway_calibration,sweep:anomaly_pair:shared_scenarios,817.4737723552003,130,779.81116484829,,,shared_all_anomaly_strengths,0.84,0.04,0.01,0.75
EIR,0,181,6021098798304103526,gateway_calibration,sweep:anomaly_pair:shared_scenarios,529.2970206789232,123,779.81116484829,,,shared_all_anomaly_strengths,0.84,0.04,0.01,0.75
EIR,0,182,6935358694610535876,gateway_calibration,sweep:anomaly_pair:shared_scenarios,646.2707510959308,130,779.81116484829,,,shared_all_anomaly_strengths,0.84,0.04,0.01,0.75
EIR,0,183,8750411618794352639,gateway_calibration,sweep:anomaly_pair:shared_scenarios,491.878112782249,101,779.81116484829,,,shared_all_anomaly_strengths,0.84,0.04,0.01,0.75
EIR,0,184,5456778154641903347,gateway_calibration,sweep:anomaly_pair:shared_scenarios,530.2187413384804,109,779.81116484829,,,shared_all_anomaly_strengths,0.84,0.04,0.01,0.75
EIR,0,185,1287740648467288647,gateway_calibration,sweep:anomaly_pair:shared_scenarios,479.4812799390146,106,779.81116484829,,,shared_all_anomaly_strengths,0.84,0.04,0.01,0.75
EIR,0,186,5407093370613870835,gateway_calibration,sweep:anomaly_pair:shared_scenarios,638.7710027629464,125,779.81116484829,,,shared_all_anomaly_strengths,0.84,0.04,0.01,0.75
EIR,0,187,3818214081160493,gateway_calibration,sweep:anomaly_pair:shared_scenarios,605.9647542431114,132,779.81116484829,,,shared_all_anomaly_strengths,0.84,0.04,0.01,0.75
EIR,0,188,4306571545613910018,gateway_calibration,sweep:anomaly_pair:shared_scenarios,580.6720629335331,113,779.81116484829,,,shared_all_anomaly_strengths,0.84,0.04,0.01,0.75
EIR,0,189,1959307662180969903,gateway_calibration,sweep:anomaly_pair:shared_scenarios,614.0154081931331,128,779.81116484829,,,shared_all_anomaly_strengths,0.84,0.04,0.01,0.75
EIR,0,190,4992208587719153238,gateway_calibration,sweep:anomaly_pair:shared_scenarios,637.4069465068022,125,779.81116484829,,,shared_all_anomaly_strengths,0.84,0.04,0.01,0.75
EIR,0,191,5365441848557421041,gateway_calibration,sweep:anomaly_pair:shared_scenarios,620.7555347072921,141,779.81116484829,,,shared_all_anomaly_strengths,0.84,0.04,0.01,0.75
EIR,0,192,1408715418700674555,gateway_calibration,sweep:anomaly_pair:shared_scenarios,780.7544542945208,129,779.81116484829,,,shared_all_anomaly_strengths,0.84,0.04,0.01,0.75
EIR,0,193,8108843531229667530,gateway_calibration,sweep:anomaly_pair:shared_scenarios,726.2935285818619,118,779.81116484829,,,shared_all_anomaly_strengths,0.84,0.04,0.01,0.75
EIR,0,194,5355952040063825204,gateway_calibration,sweep:anomaly_pair:shared_scenarios,569.1520999852949,105,779.81116484829,,,shared_all_anomaly_strengths,0.84,0.04,0.01,0.75
EIR,0,195,3749598425399707804,gateway_calibration,sweep:anomaly_pair:shared_scenarios,673.4743855796119,133,779.81116484829,,,shared_all_anomaly_strengths,0.84,0.04,0.01,0.75
EIR,0,196,2149480101104034459,gateway_calibration,sweep:anomaly_pair:shared_scenarios,673.3823845841168,120,779.81116484829,,,shared_all_anomaly_strengths,0.84,0.04,0.01,0.75
EIR,0,197,2249485913525693031,gateway_calibration,sweep:anomaly_pair:shared_scenarios,649.715221780395,134,779.81116484829,,,shared_all_anomaly_strengths,0.84,0.04,0.01,0.75
EIR,0,198,7943041684628071969,gateway_calibration,sweep:anomaly_pair:shared_scenarios,644.5552481601802,116,779.81116484829,,,shared_all_anomaly_strengths,0.84,0.04,0.01,0.75
EIR,0,199,5498905627511140374,gateway_calibration,sweep:anomaly_pair:shared_scenarios,730.2510626928639,147,779.81116484829,,,shared_all_anomaly_strengths,0.84,0.04,0.01,0.75
EIR,0,0,6942901201456939297,gateway_calibration,sweep:anomaly_pair:shared_scenarios,544.1530360376628,115,760.1367341029688,,,shared_all_anomaly_strengths,0.84,0.04,0.01,0.9
EIR,0,1,3707311459125033713,gateway_calibration,sweep:anomaly_pair:shared_scenarios,540.7570247673048,124,760.1367341029688,,,shared_all_anomaly_strengths,0.84,0.04,0.01,0.9
EIR,0,2,6525899029649517457,gateway_calibration,sweep:anomaly_pair:shared_scenarios,635.302879652451,135,760.1367341029688,,,shared_all_anomaly_strengths,0.84,0.04,0.01,0.9
EIR,0,3,7579878600958796329,gateway_calibration,sweep:anomaly_pair:shared_scenarios,706.5120976710476,125,760.1367341029688,,,shared_all_anomaly_strengths,0.84,0.04,0.01,0.9
EIR,0,4,1995048182365014103,gateway_calibration,sweep:anomaly_pair:shared_scenarios,651.5316394852048,134,760.1367341029688,,,shared_all_anomaly_strengths,0.84,0.04,0.01,0.9
EIR,0,5,3295882431625053650,gateway_calibration,sweep:anomaly_pair:shared_scenarios,658.4733448675029,145,760.1367341029688,,,shared_all_anomaly_strengths,0.84,0.04,0.01,0.9
EIR,0,6,5854776044075552459,gateway_calibration,sweep:anomaly_pair:shared_scenarios,602.0622925339386,122,760.1367341029688,,,shared_all_anomaly_strengths,0.84,0.04,0.01,0.9
EIR,0,7,7709607086058877159,gateway_calibration,sweep:anomaly_pair:shared_scenarios,685.8816403057617,128,760.1367341029688,,,shared_all_anomaly_strengths,0.84,0.04,0.01,0.9
EIR,0,8,1741592563361101750,gateway_calibration,sweep:anomaly_pair:shared_scenarios,488.0834321478395,109,760.1367341029688,,,shared_all_anomaly_strengths,0.84,0.04,0.01,0.9
EIR,0,9,3282932482964655802,gateway_calibration,sweep:anomaly_pair:shared_scenarios,551.2292326257553,114,760.1367341029688,,,shared_all_anomaly_strengths,0.84,0.04,0.01,0.9
EIR,0,10,1774785994864530756,gateway_calibration,sweep:anomaly_pair:shared_scenarios,660.9157018816821,127,760.1367341029688,,,shared_all_anomaly_strengths,0.84,0.04,0.01,0.9
EIR,0,11,8140464769652066346,gateway_calibration,sweep:anomaly_pair:shared_scenarios,630.9191169449473,133,760.1367341029688,,,shared_all_anomaly_strengths,0.84,0.04,0.01,0.9
EIR,0,12,1253555579543505935,gateway_calibration,sweep:anomaly_pair:shared_scenarios,597.7261296289037,126,760.1367341029688,,,shared_all_anomaly_strengths,0.84,0.04,0.01,0.9
EIR,0,13,7889622116667546826,gateway_calibration,sweep:anomaly_pair:shared_scenarios,646.3741304938096,122,760.1367341029688,,,shared_all_anomaly_strengths,0.84,0.04,0.01,0.9
EIR,0,14,2999731371178102042,gateway_calibration,sweep:anomaly_pair:shared_scenarios,758.2219852859528,134,760.1367341029688,,,shared_all_anomaly_strengths,0.84,0.04,0.01,0.9
EIR,0,15,3149132606532110017,gateway_calibration,sweep:anomaly_pair:shared_scenarios,605.9048125690251,125,760.1367341029688,,,shared_all_anomaly_strengths,0.84,0.04,0.01,0.9
EIR,0,16,5945166213153900620,gateway_calibration,sweep:anomaly_pair:shared_scenarios,541.9570435899133,102,760.1367341029688,,,shared_all_anomaly_strengths,0.84,0.04,0.01,0.9
EIR,0,17,8780635847486979818,gateway_calibration,sweep:anomaly_pair:shared_scenarios,527.5433338196758,109,760.1367341029688,,,shared_all_anomaly_strengths,0.84,0.04,0.01,0.9
EIR,0,18,977807179708126678,gateway_calibration,sweep:anomaly_pair:shared_scenarios,598.7597608283995,123,760.1367341029688,,,shared_all_anomaly_strengths,0.84,0.04,0.01,0.9
EIR,0,19,4758583958882270302,gateway_calibration,sweep:anomaly_pair:shared_scenarios,669.6808460825521,121,760.1367341029688,,,shared_all_anomaly_strengths,0.84,0.04,0.01,0.9
EIR,0,20,624488504525834361,gateway_calibration,sweep:anomaly_pair:shared_scenarios,528.1176627529035,108,760.1367341029688,,,shared_all_anomaly_strengths,0.84,0.04,0.01,0.9
EIR,0,21,9127488914970490212,gateway_calibration,sweep:anomaly_pair:shared_scenarios,489.8381906636153,110,760.1367341029688,,,shared_all_anomaly_strengths,0.84,0.04,0.01,0.9
EIR,0,22,3878214634024289995,gateway_calibration,sweep:anomaly_pair:shared_scenarios,705.5113630679062,124,760.1367341029688,,,shared_all_anomaly_strengths,0.84,0.04,0.01,0.9
EIR,0,23,3074434249601971096,gateway_calibration,sweep:anomaly_pair:shared_scenarios,515.8741058283887,111,760.1367341029688,,,shared_all_anomaly_strengths,0.84,0.04,0.01,0.9
EIR,0,24,3240386866293341253,gateway_calibration,sweep:anomaly_pair:shared_scenarios,585.9350476450752,113,760.1367341029688,,,shared_all_anomaly_strengths,0.84,0.04,0.01,0.9
EIR,0,25,6243332140314349343,gateway_calibration,sweep:anomaly_pair:shared_scenarios,754.4452407605322,116,760.1367341029688,,,shared_all_anomaly_strengths,0.84,0.04,0.01,0.9
EIR,0,26,3868622807354924164,gateway_calibration,sweep:anomaly_pair:shared_scenarios,572.7175990835962,125,760.1367341029688,,,shared_all_anomaly_strengths,0.84,0.04,0.01,0.9
EIR,0,27,1718082128973198771,gateway_calibration,sweep:anomaly_pair:shared_scenarios,625.4670832241853,114,760.1367341029688,,,shared_all_anomaly_strengths,0.84,0.04,0.01,0.9
EIR,0,28,2704479796120479431,gateway_calibration,sweep:anomaly_pair:shared_scenarios,566.8743953723668,124,760.1367341029688,,,shared_all_anomaly_strengths,0.84,0.04,0.01,0.9
EIR,0,29,3697228631517816840,gateway_calibration,sweep:anomaly_pair:shared_scenarios,708.943548769054,119,760.1367341029688,,,shared_all_anomaly_strengths,0.84,0.04,0.01,0.9
EIR,0,30,8820983848116756903,gateway_calibration,sweep:anomaly_pair:shared_scenarios,801.9029351179996,128,760.1367341029688,,,shared_all_anomaly_strengths,0.84,0.04,0.01,0.9
EIR,0,31,7643153808516479349,gateway_calibration,sweep:anomaly_pair:shared_scenarios,570.5563580357091,103,760.1367341029688,,,shared_all_anomaly_strengths,0.84,0.04,0.01,0.9
EIR,0,32,3795846149567597038,gateway_calibration,sweep:anomaly_pair:shared_scenarios,648.1632388076195,115,760.1367341029688,,,shared_all_anomaly_strengths,0.84,0.04,0.01,0.9
EIR,0,33,8760001566670653492,gateway_calibration,sweep:anomaly_pair:shared_scenarios,581.6036194586397,112,760.1367341029688,,,shared_all_anomaly_strengths,0.84,0.04,0.01,0.9
EIR,0,34,2744726624485914817,gateway_calibration,sweep:anomaly_pair:shared_scenarios,696.0824639046905,119,760.1367341029688,,,shared_all_anomaly_strengths,0.84,0.04,0.01,0.9
EIR,0,35,7310029771266914304,gateway_calibration,sweep:anomaly_pair:shared_scenarios,567.1740557313374,117,760.1367341029688,,,shared_all_anomaly_strengths,0.84,0.04,0.01,0.9
EIR,0,36,8860427485777938866,gateway_calibration,sweep:anomaly_pair:shared_scenarios,658.7695443407855,132,760.1367341029688,,,shared_all_anomaly_strengths,0.84,0.04,0.01,0.9
EIR,0,37,8598656038562839224,gateway_calibration,sweep:anomaly_pair:shared_scenarios,595.7986156267539,124,760.1367341029688,,,shared_all_anomaly_strengths,0.84,0.04,0.01,0.9
EIR,0,38,8997019032754762713,gateway_calibration,sweep:anomaly_pair:shared_scenarios,652.0227667254455,110,760.1367341029688,,,shared_all_anomaly_strengths,0.84,0.04,0.01,0.9
EIR,0,39,4208817818748932462,gateway_calibration,sweep:anomaly_pair:shared_scenarios,598.4662580567018,115,760.1367341029688,,,shared_all_anomaly_strengths,0.84,0.04,0.01,0.9
EIR,0,40,6068242829919299090,gateway_calibration,sweep:anomaly_pair:shared_scenarios,685.2508470120245,111,760.1367341029688,,,shared_all_anomaly_strengths,0.84,0.04,0.01,0.9
EIR,0,41,4049042354117377146,gateway_calibration,sweep:anomaly_pair:shared_scenarios,517.7367752492328,130,760.1367341029688,,,shared_all_anomaly_strengths,0.84,0.04,0.01,0.9
EIR,0,42,5126773472074832949,gateway_calibration,sweep:anomaly_pair:shared_scenarios,516.9880306388075,113,760.1367341029688,,,shared_all_anomaly_strengths,0.84,0.04,0.01,0.9
EIR,0,43,6183996202129912428,gateway_calibration,sweep:anomaly_pair:shared_scenarios,571.0723003886776,112,760.1367341029688,,,shared_all_anomaly_strengths,0.84,0.04,0.01,0.9
EIR,0,44,5034920799087487164,gateway_calibration,sweep:anomaly_pair:shared_scenarios,641.2583824352783,135,760.1367341029688,,,shared_all_anomaly_strengths,0.84,0.04,0.01,0.9
EIR,0,45,5099780515566784822,gateway_calibration,sweep:anomaly_pair:shared_scenarios,664.2641993836019,112,760.1367341029688,,,shared_all_anomaly_strengths,0.84,0.04,0.01,0.9
EIR,0,46,3743304880928594782,gateway_calibration,sweep:anomaly_pair:shared_scenarios,641.4949686655987,119,760.1367341029688,,,shared_all_anomaly_strengths,0.84,0.04,0.01,0.9
EIR,0,47,7315397891830491094,gateway_calibration,sweep:anomaly_pair:shared_scenarios,618.2464634790068,112,760.1367341029688,,,shared_all_anomaly_strengths,0.84,0.04,0.01,0.9
EIR,0,48,2190007532852709612,gateway_calibration,sweep:anomaly_pair:shared_scenarios,716.4173154986153,110,760.1367341029688,,,shared_all_anomaly_strengths,0.84,0.04,0.01,0.9
EIR,0,49,120834209760926409,gateway_calibration,sweep:anomaly_pair:shared_scenarios,649.5802070547744,126,760.1367341029688,,,shared_all_anomaly_strengths,0.84,0.04,0.01,0.9
EIR,0,50,3276339480421714797,gateway_calibration,sweep:anomaly_pair:shared_scenarios,802.4076972717469,144,760.1367341029688,,,shared_all_anomaly_strengths,0.84,0.04,0.01,0.9
EIR,0,51,7889239287137057542,gateway_calibration,sweep:anomaly_pair:shared_scenarios,690.5809174409238,115,760.1367341029688,,,shared_all_anomaly_strengths,0.84,0.04,0.01,0.9
EIR,0,52,3388785810564520190,gateway_calibration,sweep:anomaly_pair:shared_scenarios,622.4887277276093,125,760.1367341029688,,,shared_all_anomaly_strengths,0.84,0.04,0.01,0.9
EIR,0,53,5503237878395346684,gateway_calibration,sweep:anomaly_pair:shared_scenarios,439.3167593374016,101,760.1367341029688,,,shared_all_anomaly_strengths,0.84,0.04,0.01,0.9
EIR,0,54,5415491490608218996,gateway_calibration,sweep:anomaly_pair:shared_scenarios,592.0745247651957,114,760.1367341029688,,,shared_all_anomaly_strengths,0.84,0.04,0.01,0.9
EIR,0,55,26760604161946009,gateway_calibration,sweep:anomaly_pair:shared_scenarios,526.5676193248777,99,760.1367341029688,,,shared_all_anomaly_strengths,0.84,0.04,0.01,0.9
EIR,0,56,6830352398876445275,gateway_calibration,sweep:anomaly_pair:shared_scenarios,620.9084068546264,114,760.1367341029688,,,shared_all_anomaly_strengths,0.84,0.04,0.01,0.9
EIR,0,57,1406415348362794825,gateway_calibration,sweep:anomaly_pair:shared_scenarios,642.6407250742151,127,760.1367341029688,,,shared_all_anomaly_strengths,0.84,0.04,0.01,0.9
EIR,0,58,7701508260034706105,gateway_calibration,sweep:anomaly_pair:shared_scenarios,517.3533244013985,109,760.1367341029688,,,shared_all_anomaly_strengths,0.84,0.04,0.01,0.9
EIR,0,59,2711167823261115708,gateway_calibration,sweep:anomaly_pair:shared_scenarios,710.498341383583,135,760.1367341029688,,,shared_all_anomaly_strengths,0.84,0.04,0.01,0.9
EIR,0,60,3144340299977682071,gateway_calibration,sweep:anomaly_pair:shared_scenarios,755.9978937859878,114,760.1367341029688,,,shared_all_anomaly_strengths,0.84,0.04,0.01,0.9
EIR,0,61,6563400931778538780,gateway_calibration,sweep:anomaly_pair:shared_scenarios,693.9356210004438,107,760.1367341029688,,,shared_all_anomaly_strengths,0.84,0.04,0.01,0.9
EIR,0,62,2388043308876394469,gateway_calibration,sweep:anomaly_pair:shared_scenarios,621.1161640876247,129,760.1367341029688,,,shared_all_anomaly_strengths,0.84,0.04,0.01,0.9
EIR,0,63,6824789488425972207,gateway_calibration,sweep:anomaly_pair:shared_scenarios,530.8700995316553,114,760.1367341029688,,,shared_all_anomaly_strengths,0.84,0.04,0.01,0.9
EIR,0,64,1401432086598941843,gateway_calibration,sweep:anomaly_pair:shared_scenarios,736.7400524170575,127,760.1367341029688,,,shared_all_anomaly_strengths,0.84,0.04,0.01,0.9
EIR,0,65,4672481713666300259,gateway_calibration,sweep:anomaly_pair:shared_scenarios,706.4109774079866,139,760.1367341029688,,,shared_all_anomaly_strengths,0.84,0.04,0.01,0.9
EIR,0,66,6903420366369478612,gateway_calibration,sweep:anomaly_pair:shared_scenarios,585.1998685098358,117,760.1367341029688,,,shared_all_anomaly_strengths,0.84,0.04,0.01,0.9
EIR,0,67,6898050963322559496,gateway_calibration,sweep:anomaly_pair:shared_scenarios,583.0644940166375,108,760.1367341029688,,,shared_all_anomaly_strengths,0.84,0.04,0.01,0.9
EIR,0,68,614393272824454916,gateway_calibration,sweep:anomaly_pair:shared_scenarios,628.652394151467,132,760.1367341029688,,,shared_all_anomaly_strengths,0.84,0.04,0.01,0.9
EIR,0,69,672551910386015347,gateway_calibration,sweep:anomaly_pair:shared_scenarios,652.662025584659,126,760.1367341029688,,,shared_all_anomaly_strengths,0.84,0.04,0.01,0.9
EIR,0,70,2982091152045645099,gateway_calibration,sweep:anomaly_pair:shared_scenarios,607.9461753136984,109,760.1367341029688,,,shared_all_anomaly_strengths,0.84,0.04,0.01,0.9
EIR,0,71,823492357614472977,gateway_calibration,sweep:anomaly_pair:shared_scenarios,788.7416271724165,146,760.1367341029688,,,shared_all_anomaly_strengths,0.84,0.04,0.01,0.9
EIR,0,72,4697794938409790858,gateway_calibration,sweep:anomaly_pair:shared_scenarios,624.6358807690442,125,760.1367341029688,,,shared_all_anomaly_strengths,0.84,0.04,0.01,0.9
EIR,0,73,6582019303472037237,gateway_calibration,sweep:anomaly_pair:shared_scenarios,671.1428221307151,119,760.1367341029688,,,shared_all_anomaly_strengths,0.84,0.04,0.01,0.9
EIR,0,74,300672792335245350,gateway_calibration,sweep:anomaly_pair:shared_scenarios,517.5183015238886,105,760.1367341029688,,,shared_all_anomaly_strengths,0.84,0.04,0.01,0.9
EIR,0,75,5751946339530838054,gateway_calibration,sweep:anomaly_pair:shared_scenarios,604.1389297235156,126,760.1367341029688,,,shared_all_anomaly_strengths,0.84,0.04,0.01,0.9
EIR,0,76,961439938750258285,gateway_calibration,sweep:anomaly_pair:shared_scenarios,795.4435413733178,119,760.1367341029688,,,shared_all_anomaly_strengths,0.84,0.04,0.01,0.9
EIR,0,77,3257887825763507863,gateway_calibration,sweep:anomaly_pair:shared_scenarios,672.6711019984127,125,760.1367341029688,,,shared_all_anomaly_strengths,0.84,0.04,0.01,0.9
EIR,0,78,8166365252455630432,gateway_calibration,sweep:anomaly_pair:shared_scenarios,583.5199139602405,122,760.1367341029688,,,shared_all_anomaly_strengths,0.84,0.04,0.01,0.9
EIR,0,79,2849578758725429319,gateway_calibration,sweep:anomaly_pair:shared_scenarios,639.6155783392576,115,760.1367341029688,,,shared_all_anomaly_strengths,0.84,0.04,0.01,0.9
EIR,0,80,5847011703168282323,gateway_calibration,sweep:anomaly_pair:shared_scenarios,737.2500611360763,132,760.1367341029688,,,shared_all_anomaly_strengths,0.84,0.04,0.01,0.9
EIR,0,81,7858864668525583430,gateway_calibration,sweep:anomaly_pair:shared_scenarios,483.2569335261675,103,760.1367341029688,,,shared_all_anomaly_strengths,0.84,0.04,0.01,0.9
EIR,0,82,268940495404723730,gateway_calibration,sweep:anomaly_pair:shared_scenarios,493.7688326501756,103,760.1367341029688,,,shared_all_anomaly_strengths,0.84,0.04,0.01,0.9
EIR,0,83,4400655767576069724,gateway_calibration,sweep:anomaly_pair:shared_scenarios,620.702544680902,117,760.1367341029688,,,shared_all_anomaly_strengths,0.84,0.04,0.01,0.9
EIR,0,84,7359957410266699792,gateway_calibration,sweep:anomaly_pair:shared_scenarios,668.5945630757199,129,760.1367341029688,,,shared_all_anomaly_strengths,0.84,0.04,0.01,0.9
EIR,0,85,4731760846268061734,gateway_calibration,sweep:anomaly_pair:shared_scenarios,645.1719643352288,109,760.1367341029688,,,shared_all_anomaly_strengths,0.84,0.04,0.01,0.9
EIR,0,86,1992618809938800466,gateway_calibration,sweep:anomaly_pair:shared_scenarios,667.1237733340386,138,760.1367341029688,,,shared_all_anomaly_strengths,0.84,0.04,0.01,0.9
EIR,0,87,8403004296001441656,gateway_calibration,sweep:anomaly_pair:shared_scenarios,602.2671979966248,129,760.1367341029688,,,shared_all_anomaly_strengths,0.84,0.04,0.01,0.9
EIR,0,88,5944369264469843788,gateway_calibration,sweep:anomaly_pair:shared_scenarios,640.7848020696854,126,760.1367341029688,,,shared_all_anomaly_strengths,0.84,0.04,0.01,0.9
EIR,0,89,216637230108974742,gateway_calibration,sweep:anomaly_pair:shared_scenarios,685.7841652936357,122,760.1367341029688,,,shared_all_anomaly_strengths,0.84,0.04,0.01,0.9
EIR,0,90,896283027553350313,gateway_calibration,sweep:anomaly_pair:shared_scenarios,725.1256139009678,121,760.1367341029688,,,shared_all_anomaly_strengths,0.84,0.04,0.01,0.9
EIR,0,91,2129979059599230336,gateway_calibration,sweep:anomaly_pair:shared_scenarios,643.0335383264971,111,760.1367341029688,,,shared_all_anomaly_strengths,0.84,0.04,0.01,0.9
EIR,0,92,8440158530804782812,gateway_calibration,sweep:anomaly_pair:shared_scenarios,588.5898377235759,117,760.1367341029688,,,shared_all_anomaly_strengths,0.84,0.04,0.01,0.9
EIR,0,93,2515105766560126937,gateway_calibration,sweep:anomaly_pair:shared_scenarios,660.4579485143663,120,760.1367341029688,,,shared_all_anomaly_strengths,0.84,0.04,0.01,0.9
EIR,0,94,7871536140642585085,gateway_calibration,sweep:anomaly_pair:shared_scenarios,578.8306457983302,112,760.1367341029688,,,shared_all_anomaly_strengths,0.84,0.04,0.01,0.9
EIR,0,95,5141400087580602088,gateway_calibration,sweep:anomaly_pair:shared_scenarios,567.5525121721595,118,760.1367341029688,,,shared_all_anomaly_strengths,0.84,0.04,0.01,0.9
EIR,0,96,8112959400662868633,gateway_calibration,sweep:anomaly_pair:shared_scenarios,575.9042817602527,121,760.1367341029688,,,shared_all_anomaly_strengths,0.84,0.04,0.01,0.9
EIR,0,97,1078891354826946508,gateway_calibration,sweep:anomaly_pair:shared_scenarios,511.7262294509977,106,760.1367341029688,,,shared_all_anomaly_strengths,0.84,0.04,0.01,0.9
EIR,0,98,2726858539062778841,gateway_calibration,sweep:anomaly_pair:shared_scenarios,713.7378189299395,109,760.1367341029688,,,shared_all_anomaly_strengths,0.84,0.04,0.01,0.9
EIR,0,99,4880208515358931166,gateway_calibration,sweep:anomaly_pair:shared_scenarios,564.6631354290951,114,760.1367341029688,,,shared_all_anomaly_strengths,0.84,0.04,0.01,0.9
EIR,0,100,9112943947571933379,gateway_calibration,sweep:anomaly_pair:shared_scenarios,701.8323077697455,117,760.1367341029688,,,shared_all_anomaly_strengths,0.84,0.04,0.01,0.9
EIR,0,101,4842620908627243129,gateway_calibration,sweep:anomaly_pair:shared_scenarios,584.8026594897609,118,760.1367341029688,,,shared_all_anomaly_strengths,0.84,0.04,0.01,0.9
EIR,0,102,9221364585446048791,gateway_calibration,sweep:anomaly_pair:shared_scenarios,740.9315036735873,133,760.1367341029688,,,shared_all_anomaly_strengths,0.84,0.04,0.01,0.9
EIR,0,103,3494744169553416929,gateway_calibration,sweep:anomaly_pair:shared_scenarios,700.0099623128798,112,760.1367341029688,,,shared_all_anomaly_strengths,0.84,0.04,0.01,0.9
EIR,0,104,7233638741406416371,gateway_calibration,sweep:anomaly_pair:shared_scenarios,641.0700824005339,126,760.1367341029688,,,shared_all_anomaly_strengths,0.84,0.04,0.01,0.9
EIR,0,105,3641336694656935735,gateway_calibration,sweep:anomaly_pair:shared_scenarios,552.1084306784406,114,760.1367341029688,,,shared_all_anomaly_strengths,0.84,0.04,0.01,0.9
