strategy,n_H0,n_H1,n_detected_H1,P_D,P_pre_onset_alarm,P_FA,P_D_ci_low,P_D_ci_high,P_pre_onset_alarm_ci_low,P_pre_onset_alarm_ci_high,P_FA_ci_low,P_FA_ci_high,C_total_molecules_avg,C_total_molecules_avg_ci_low,C_total_molecules_avg_ci_high,C_H0_molecules_avg,C_H0_molecules_avg_ci_low,C_H0_molecules_avg_ci_high,C_H1_molecules_avg,C_H1_molecules_avg_ci_low,C_H1_molecules_avg_ci_high,R_H1_molecules_per_s,R_H1_molecules_per_s_ci_low,R_H1_molecules_per_s_ci_high,D_avg_after_onset,D_avg_after_onset_ci_low,D_avg_after_onset_ci_high,a1,a2,eir_gate_quantile,hysteresis_margin_eir,gate_hysteresis_margin,w2
EIR,150,150,150,1.0,0.0,0.08,0.9750297556319235,1.0,0.0,0.0249702443680766,0.04635364151865292,0.13462136375053144,12187.0,12014.87082637314,12359.12917362686,12388.666666666666,12205.446875996975,12571.886457336357,11985.333333333334,11696.81129192018,12273.855374746488,116.53264189542608,114.37538155574752,118.68990223510464,104.34666666666666,101.06037134183732,107.632961991496,0.15,0.06,0.85,0.03,0.01,0.9
EIR,150,150,150,1.0,0.0,0.08,0.9750297556319235,1.0,0.0,0.0249702443680766,0.04635364151865292,0.13462136375053144,12225.666666666666,12073.973754935963,12377.359578397369,12388.666666666666,12205.446875996975,12571.886457336357,12062.666666666666,11823.057918162687,12302.275415170645,143.380392406845,140.71727362292242,146.0435111907676,85.04,82.95618902625186,87.12381097374815,0.2,0.08000000000000002,0.85,0.03,0.01,0.9
RR,150,150,45,0.3,0.0,0.10666666666666667,0.23240829378731656,0.3775798039599141,0.0,0.0249702443680766,0.06673036965207343,0.16624622258414684,13228.333333333334,13056.267631831948,13400.39903483472,12752.666666666666,12591.953612562616,12913.379720770716,13704.0,13418.818456088598,13989.181543911402,61.03500485515302,58.04208321518348,64.02792649512256,206.84444444444443,191.6919272635613,221.99696162532757,0.03,0.012,0.85,0.03,0.02,0.75
TR,150,150,29,0.19333333333333333,0.0,0.06666666666666667,0.13811889170191843,0.2638628581771686,0.0,0.0249702443680766,0.03661185666960744,0.11836235511605896,12140.0,11981.710512520422,12298.289487479578,11654.0,11490.488627279221,11817.511372720779,12626.0,12377.718764860134,12874.281235139866,56.752194815777685,53.78172547857709,59.72266415297828,205.58620689655172,185.4281322346122,225.74428155849122,0.03,0.012,0.85,0.03,0.02,0.75
RR,150,150,111,0.74,0.0,0.10666666666666667,0.6644356718314847,0.8035786108718385,0.0,0.0249702443680766,0.06673036965207343,0.16624622258414684,13074.333333333334,12844.596889973496,13304.069776693172,12752.666666666666,12591.953612562616,12913.379720770716,13396.0,12970.958975690723,13821.041024309277,70.42949398686248,68.69923342002527,72.1597545536997,182.78378378378378,173.9155244793344,191.65204308823314,0.06,0.024,0.85,0.03,0.02,0.75
TR,150,150,73,0.4866666666666667,0.0,0.06666666666666667,0.40801711922387535,0.5659820872926068,0.0,0.0249702443680766,0.03661185666960744,0.11836235511605896,12451.0,12238.164864177203,12663.835135822797,11654.0,11490.488627279221,11817.511372720779,13248.0,12898.266049152555,13597.733950847445,61.75427426541575,60.029658247810715,63.47889028302079,198.86301369863014,187.60333805630242,210.12268934095786,0.06,0.024,0.85,0.03,0.02,0.75
RR,150,150,149,0.9933333333333333,0.0,0.10666666666666667,0.9632071602251817,0.9988221986649826,0.0,0.0249702443680766,0.06673036965207343,0.16624622258414684,12217.666666666666,12003.831160263815,12431.502173069517,12752.666666666666,12591.953612562616,12913.379720770716,11682.666666666666,11304.607282890895,12060.726050442438,85.5606475827994,83.54559054806799,87.57570461753082,140.73825503355704,134.25554386002486,147.22096620708922,0.1,0.04000000000000001,0.85,0.03,0.02,0.75
TR,150,150,140,0.9333333333333333,0.0,0.06666666666666667,0.8816376448839411,0.9633881433303926,0.0,0.0249702443680766,0.03661185666960744,0.11836235511605896,11794.666666666666,11563.72366176194,12025.609671571392,11654.0,11490.488627279221,11817.511372720779,11935.333333333334,11503.710428704364,12366.956237962304,71.63605147634561,70.11894591928868,73.15315703340255,167.34285714285716,159.22397399073108,175.46174029498323,0.1,0.04000000000000001,0.85,0.03,0.02,0.75
RR,150,150,150,1.0,0.0,0.10666666666666667,0.9750297556319235,1.0,0.0,0.0249702443680766,0.06673036965207343,0.16624622258414684,11644.333333333334,11442.508698060508,11846.15796860616,12752.666666666666,12591.953612562616,12913.379720770716,10536.0,10263.400629229554,10808.599370770446,110.52059685407706,107.9170430065965,113.12415070155761,98.04666666666667,94.15590303409174,101.9374302992416,0.15,0.06,0.85,0.03,0.02,0.75
TR,150,150,150,1.0,0.0,0.06666666666666667,0.9750297556319235,1.0,0.0,0.0249702443680766,0.03661185666960744,0.11836235511605896,10980.666666666666,10793.103671457204,11168.229661876128,11654.0,11490.488627279221,11817.511372720779,10307.333333333334,10005.54178076127,10609.124885905398,89.88929949882014,88.04393099552166,91.73466800211861,117.56,112.65224838960506,122.46775161039494,0.15,0.06,0.85,0.03,0.02,0.75
RR,150,150,150,1.0,0.0,0.10666666666666667,0.9750297556319235,1.0,0.0,0.0249702443680766,0.06673036965207343,0.16624622258414684,11469.333333333334,11270.1510793416,11668.515587325068,12752.666666666666,12591.953612562616,12913.379720770716,10186.0,9965.826451342164,10406.173548657836,137.24824484137972,134.18495046444235,140.31153921831708,75.64,73.31411005568067,77.96588994431933,0.2,0.08000000000000002,0.85,0.03,0.02,0.75
TR,150,150,150,1.0,0.0,0.06666666666666667,0.9750297556319235,1.0,0.0,0.0249702443680766,0.03661185666960744,0.11836235511605896,10586.666666666666,10399.215721974806,10774.117611358526,11654.0,11490.488627279221,11817.511372720779,9519.333333333334,9283.65075029572,9755.015916370949,110.84124330626432,108.53620635725514,113.1462802552735,87.78,84.56562751700827,90.99437248299174,0.2,0.08000000000000002,0.85,0.03,0.02,0.75
EIR,150,150,52,0.3466666666666667,0.0,0.08,0.2751950896082086,0.4257957853313349,0.0,0.0249702443680766,0.04635364151865292,0.13462136375053144,13025.333333333334,12834.396379694108,13216.27028697256,12384.0,12199.615577501008,12568.384422498992,13666.666666666666,13364.820615625644,13968.512717707688,61.598549980385684,60.13399288456007,63.063107076211296,204.65384615384616,192.04030050910913,217.2673917985832,0.03,0.012,0.85,0.03,0.02,0.75
EIR,150,150,121,0.8066666666666666,0.0,0.08,0.7361371418228314,0.8618811082980816,0.0,0.0249702443680766,0.04635364151865292,0.13462136375053144,13146.666666666666,12908.77639110282,13384.556942230513,12384.0,12199.615577501008,12568.384422498992,13909.333333333334,13505.431288638534,14313.235378028134,70.94506794367703,69.77505755371251,72.11507833364155,190.51239669421489,183.03189935095008,197.9928940374797,0.06,0.024,0.85,0.03,0.02,0.75
EIR,150,150,150,1.0,0.0,0.08,0.9750297556319235,1.0,0.0,0.0249702443680766,0.04635364151865292,0.13462136375053144,12507.666666666666,12292.964130710436,12722.369202622896,12384.0,12199.615577501008,12568.384422498992,12631.333333333334,12243.749438437359,13018.91722822931,88.7753358011631,87.16361548840842,90.38705611391777,145.11333333333334,139.20793279827157,151.01873386839512,0.1,0.04000000000000001,0.85,0.03,0.02,0.75
EIR,150,150,150,1.0,0.0,0.08,0.9750297556319235,1.0,0.0,0.0249702443680766,0.04635364151865292,0.13462136375053144,12157.0,11983.696024098575,12330.303975901425,12384.0,12199.615577501008,12568.384422498992,11930.0,11640.369889157462,12219.630110842538,115.87101365096223,113.71822070337224,118.02380659855221,104.48666666666666,101.16418200943787,107.80915132389546,0.15,0.06,0.85,0.03,0.02,0.75
EIR,150,150,150,1.0,0.0,0.08,0.9750297556319235,1.0,0.0,0.0249702443680766,0.04635364151865292,0.13462136375053144,12189.333333333334,12036.757430760765,12341.909235905903,12384.0,12199.615577501008,12568.384422498992,11994.666666666666,11754.919944551946,12234.413388781386,142.1445462176968,139.53177704836475,144.75731538702888,85.3,83.17543955518944,87.42456044481055,0.2,0.08000000000000002,0.85,0.03,0.02,0.75
RR,150,150,45,0.3,0.0,0.10666666666666667,0.23240829378731656,0.3775798039599141,0.0,0.0249702443680766,0.06673036965207343,0.16624622258414684,13228.333333333334,13056.267631831948,13400.39903483472,12752.666666666666,12591.953612562616,12913.379720770716,13704.0,13418.818456088598,13989.181543911402,61.03500485515302,58.04208321518348,64.02792649512256,206.84444444444443,191.6919272635613,221.99696162532757,0.03,0.012,0.85,0.03,0.02,0.9
TR,150,150,29,0.19333333333333333,0.0,0.06666666666666667,0.13811889170191843,0.2638628581771686,0.0,0.0249702443680766,0.03661185666960744,0.11836235511605896,12140.0,11981.710512520422,12298.289487479578,11654.0,11490.488627279221,11817.511372720779,12626.0,12377.718764860134,12874.281235139866,56.752194815777685,53.78172547857709,59.72266415297828,205.58620689655172,185.4281322346122,225.74428155849122,0.03,0.012,0.85,0.03,0.02,0.9
RR,150,150,111,0.74,0.0,0.10666666666666667,0.6644356718314847,0.8035786108718385,0.0,0.0249702443680766,0.06673036965207343,0.16624622258414684,13074.333333333334,12844.596889973496,13304.069776693172,12752.666666666666,12591.953612562616,12913.379720770716,13396.0,12970.958975690723,13821.041024309277,70.42949398686248,68.69923342002527,72.1597545536997,182.78378378378378,173.9155244793344,191.65204308823314,0.06,0.024,0.85,0.03,0.02,0.9
TR,150,150,73,0.4866666666666667,0.0,0.06666666666666667,0.40801711922387535,0.5659820872926068,0.0,0.0249702443680766,0.03661185666960744,0.11836235511605896,12451.0,12238.164864177203,12663.835135822797,11654.0,11490.488627279221,11817.511372720779,13248.0,12898.266049152555,13597.733950847445,61.75427426541575,60.029658247810715,63.47889028302079,198.86301369863014,187.60333805630242,210.12268934095786,0.06,0.024,0.85,0.03,0.02,0.9
RR,150,150,149,0.9933333333333333,0.0,0.10666666666666667,0.9632071602251817,0.9988221986649826,0.0,0.0249702443680766,0.06673036965207343,0.16624622258414684,12217.666666666666,12003.831160263815,12431.502173069517,12752.666666666666,12591.953612562616,12913.379720770716,11682.666666666666,11304.607282890895,12060.726050442438,85.5606475827994,83.54559054806799,87.57570461753082,140.73825503355704,134.25554386002486,147.22096620708922,0.1,0.04000000000000001,0.85,0.03,0.02,0.9
TR,150,150,140,0.9333333333333333,0.0,0.06666666666666667,0.8816376448839411,0.9633881433303926,0.0,0.0249702443680766,0.03661185666960744,0.11836235511605896,11794.666666666666,11563.72366176194,12025.609671571392,11654.0,11490.488627279221,11817.511372720779,11935.333333333334,11503.710428704364,12366.956237962304,71.63605147634561,70.11894591928868,73.15315703340255,167.34285714285716,159.22397399073108,175.46174029498323,0.1,0.04000000000000001,0.85,0.03,0.02,0.9
RR,150,150,150,1.0,0.0,0.10666666666666667,0.9750297556319235,1.0,0.0,0.0249702443680766,0.06673036965207343,0.16624622258414684,11644.333333333334,11442.508698060508,11846.15796860616,12752.666666666666,12591.953612562616,12913.379720770716,10536.0,10263.400629229554,10808.599370770446,110.52059685407706,107.9170430065965,113.12415070155761,98.04666666666667,94.15590303409174,101.9374302992416,0.15,0.06,0.85,0.03,0.02,0.9
TR,150,150,150,1.0,0.0,0.06666666666666667,0.9750297556319235,1.0,0.0,0.0249702443680766,0.03661185666960744,0.11836235511605896,10980.666666666666,10793.103671457204,11168.229661876128,11654.0,11490.488627279221,11817.511372720779,10307.333333333334,10005.54178076127,10609.124885905398,89.88929949882014,88.04393099552166,91.73466800211861,117.56,112.65224838960506,122.46775161039494,0.15,0.06,0.85,0.03,0.02,0.9
RR,150,150,150,1.0,0.0,0.10666666666666667,0.9750297556319235,1.0,0.0,0.0249702443680766,0.06673036965207343,0.16624622258414684,11469.333333333334,11270.1510793416,11668.515587325068,12752.666666666666,12591.953612562616,12913.379720770716,10186.0,9965.826451342164,10406.173548657836,137.24824484137972,134.18495046444235,140.31153921831708,75.64,73.31411005568067,77.96588994431933,0.2,0.08000000000000002,0.85,0.03,0.02,0.9
TR,150,150,150,1.0,0.0,0.06666666666666667,0.9750297556319235,1.0,0.0,0.0249702443680766,0.03661185666960744,0.11836235511605896,10586.666666666666,10399.215721974806,10774.117611358526,11654.0,11490.488627279221,11817.511372720779,9519.333333333334,9283.65075029572,9755.015916370949,110.84124330626432,108.53620635725514,113.1462802552735,87.78,84.56562751700827,90.99437248299174,0.2,0.08000000000000002,0.85,0.03,0.02,0.9
EIR,150,150,49,0.32666666666666666,0.0,0.08,0.2567582134119433,0.40523147130232323,0.0,0.0249702443680766,0.04635364151865292,0.13462136375053144,12983.333333333334,12794.132532386511,13172.534134280157,12354.666666666666,12172.98193037226,12536.351402961072,13612.0,13311.533657475793,13912.466342524207,61.68724342795375,60.16544084838006,63.20904600752745,202.26530612244898,189.3041631916181,215.22644905327985,0.03,0.012,0.85,0.03,0.02,0.9
EIR,150,150,120,0.8,0.0,0.08,0.7288586692020037,0.8561591841771504,0.0,0.0249702443680766,0.04635364151865292,0.13462136375053144,13107.0,12867.844950343315,13346.155049656685,12354.666666666666,12172.98193037226,12536.351402961072,13859.333333333334,13450.24425679401,14268.422409872657,70.6677315801148,69.4595835062104,71.87587965401922,190.875,183.08786972108047,198.66213027891953,0.06,0.024,0.85,0.03,0.02,0.9
EIR,150,150,150,1.0,0.0,0.08,0.9750297556319235,1.0,0.0,0.0249702443680766,0.04635364151865292,0.13462136375053144,12512.666666666666,12300.43178007303,12724.901553260303,12354.666666666666,12172.98193037226,12536.351402961072,12670.666666666666,12287.936169065417,13053.397164267915,88.63947941499282,87.0203237550284,90.25863507495724,145.84,139.93892189494542,151.74107810505458,0.1,0.04000000000000001,0.85,0.03,0.02,0.9
EIR,150,150,150,1.0,0.0,0.08,0.9750297556319235,1.0,0.0,0.0249702443680766,0.04635364151865292,0.13462136375053144,12166.333333333334,11994.920867031775,12337.745799634893,12354.666666666666,12172.98193037226,12536.351402961072,11978.0,11689.755199264137,12266.244800735863,115.42669327162778,113.29000312512804,117.56338341812753,105.30666666666667,101.97250034670252,108.64083298663083,0.15,0.06,0.85,0.03,0.02,0.9
EIR,150,150,150,1.0,0.0,0.08,0.9750297556319235,1.0,0.0,0.0249702443680766,0.04635364151865292,0.13462136375053144,12180.666666666666,12029.13822370735,12332.195109625982,12354.666666666666,12172.98193037226,12536.351402961072,12006.666666666666,11766.705826798154,12246.627506535178,141.62786158049877,139.00085738467632,144.25486577632122,85.75333333333333,83.57744000613019,87.92922666053647,0.2,0.08000000000000002,0.85,0.03,0.02,0.9
RR,150,150,45,0.3,0.0,0.10666666666666667,0.23240829378731656,0.3775798039599141,0.0,0.0249702443680766,0.06673036965207343,0.16624622258414684,13228.333333333334,13056.267631831948,13400.39903483472,12752.666666666666,12591.953612562616,12913.379720770716,13704.0,13418.818456088598,13989.181543911402,61.03500485515302,58.04208321518348,64.02792649512256,206.84444444444443,191.6919272635613,221.99696162532757,0.03,0.012,0.85,0.03,0.03,0.75
TR,150,150,29,0.19333333333333333,0.0,0.06666666666666667,0.13811889170191843,0.2638628581771686,0.0,0.0249702443680766,0.03661185666960744,0.11836235511605896,12140.0,11981.710512520422,12298.289487479578,11654.0,11490.488627279221,11817.511372720779,12626.0,12377.718764860134,12874.281235139866,56.752194815777685,53.78172547857709,59.72266415297828,205.58620689655172,185.4281322346122,225.74428155849122,0.03,0.012,0.85,0.03,0.03,0.75
RR,150,150,111,0.74,0.0,0.10666666666666667,0.6644356718314847,0.8035786108718385,0.0,0.0249702443680766,0.06673036965207343,0.16624622258414684,13074.333333333334,12844.596889973496,13304.069776693172,12752.666666666666,12591.953612562616,12913.379720770716,13396.0,12970.958975690723,13821.041024309277,70.42949398686248,68.69923342002527,72.1597545536997,182.78378378378378,173.9155244793344,191.65204308823314,0.06,0.024,0.85,0.03,0.03,0.75
TR,150,150,73,0.4866666666666667,0.0,0.06666666666666667,0.40801711922387535,0.5659820872926068,0.0,0.0249702443680766,0.03661185666960744,0.11836235511605896,12451.0,12238.164864177203,12663.835135822797,11654.0,11490.488627279221,11817.511372720779,13248.0,12898.266049152555,13597.733950847445,61.75427426541575,60.029658247810715,63.47889028302079,198.86301369863014,187.60333805630242,210.12268934095786,0.06,0.024,0.85,0.03,0.03,0.75
RR,150,150,149,0.9933333333333333,0.0,0.10666666666666667,0.9632071602251817,0.9988221986649826,0.0,0.0249702443680766,0.06673036965207343,0.16624622258414684,12217.666666666666,12003.831160263815,12431.502173069517,12752.666666666666,12591.953612562616,12913.379720770716,11682.666666666666,11304.607282890895,12060.726050442438,85.5606475827994,83.54559054806799,87.57570461753082,140.73825503355704,134.25554386002486,147.22096620708922,0.1,0.04000000000000001,0.85,0.03,0.03,0.75
TR,150,150,140,0.9333333333333333,0.0,0.06666666666666667,0.8816376448839411,0.9633881433303926,0.0,0.0249702443680766,0.03661185666960744,0.11836235511605896,11794.666666666666,11563.72366176194,12025.609671571392,11654.0,11490.488627279221,11817.511372720779,11935.333333333334,11503.710428704364,12366.956237962304,71.63605147634561,70.11894591928868,73.15315703340255,167.34285714285716,159.22397399073108,175.46174029498323,0.1,0.04000000000000001,0.85,0.03,0.03,0.75
RR,150,150,150,1.0,0.0,0.10666666666666667,0.9750297556319235,1.0,0.0,0.0249702443680766,0.06673036965207343,0.16624622258414684,11644.333333333334,11442.508698060508,11846.15796860616,12752.666666666666,12591.953612562616,12913.379720770716,10536.0,10263.400629229554,10808.599370770446,110.52059685407706,107.9170430065965,113.12415070155761,98.04666666666667,94.15590303409174,101.9374302992416,0.15,0.06,0.85,0.03,0.03,0.75
TR,150,150,150,1.0,0.0,0.06666666666666667,0.9750297556319235,1.0,0.0,0.0249702443680766,0.03661185666960744,0.11836235511605896,10980.666666666666,10793.103671457204,11168.229661876128,11654.0,11490.488627279221,11817.511372720779,10307.333333333334,10005.54178076127,10609.124885905398,89.88929949882014,88.04393099552166,91.73466800211861,117.56,112.65224838960506,122.46775161039494,0.15,0.06,0.85,0.03,0.03,0.75
RR,150,150,150,1.0,0.0,0.10666666666666667,0.9750297556319235,1.0,0.0,0.0249702443680766,0.06673036965207343,0.16624622258414684,11469.333333333334,11270.1510793416,11668.515587325068,12752.666666666666,12591.953612562616,12913.379720770716,10186.0,9965.826451342164,10406.173548657836,137.24824484137972,134.18495046444235,140.31153921831708,75.64,73.31411005568067,77.96588994431933,0.2,0.08000000000000002,0.85,0.03,0.03,0.75
TR,150,150,150,1.0,0.0,0.06666666666666667,0.9750297556319235,1.0,0.0,0.0249702443680766,0.03661185666960744,0.11836235511605896,10586.666666666666,10399.215721974806,10774.117611358526,11654.0,11490.488627279221,11817.511372720779,9519.333333333334,9283.65075029572,9755.015916370949,110.84124330626432,108.53620635725514,113.1462802552735,87.78,84.56562751700827,90.99437248299174,0.2,0.08000000000000002,0.85,0.03,0.03,0.75
EIR,150,150,52,0.3466666666666667,0.0,0.07333333333333333,0.2751950896082086,0.4257957853313349,0.0,0.0249702443680766,0.041438815160384994,0.12653579336704038,12996.333333333334,12805.899625146756,13186.767041519912,12354.0,12170.882552679175,12537.117447320825,13638.666666666666,13337.435532893865,13939.897800439467,61.44563031437313,59.96890811058148,62.922352518164786,204.8653846153846,192.22314555284237,217.50762367792686,0.03,0.012,0.85,0.03,0.03,0.75
EIR,150,150,121,0.8066666666666666,0.0,0.07333333333333333,0.7361371418228314,0.8618811082980816,0.0,0.0249702443680766,0.041438815160384994,0.12653579336704038,13119.0,12882.001153370347,13355.998846629653,12354.0,12170.882552679175,12537.117447320825,13884.0,13481.856150553485,14286.143849446515,70.72266601130366,69.54637189071771,71.89896013188961,190.8181818181818,183.32048457731327,198.31587905905036,0.06,0.024,0.85,0.03,0.03,0.75
EIR,150,150,150,1.0,0.0,0.07333333333333333,0.9750297556319235,1.0,0.0,0.0249702443680766,0.041438815160384994,0.12653579336704038,12511.0,12294.207140869461,12727.792859130539,12354.0,12170.882552679175,12537.117447320825,12668.0,12275.795391280408,13060.204608719592,88.35643350132273,86.75694542989226,89.9559215727532,146.23333333333332,140.2534027232044,152.21326394346224,0.1,0.04000000000000001,0.85,0.03,0.03,0.75
EIR,150,150,150,1.0,0.0,0.07333333333333333,0.9750297556319235,1.0,0.0,0.0249702443680766,0.041438815160384994,0.12653579336704038,12156.333333333334,11984.27898164207,12328.387685024598,12354.0,12170.882552679175,12537.117447320825,11958.666666666666,11670.116032276408,12247.217301056924,114.84443932822222,112.7305985201648,116.95828013627964,105.68666666666667,102.3195069381343,109.05382639519904,0.15,0.06,0.85,0.03,0.03,0.75
EIR,150,150,150,1.0,0.0,0.07333333333333333,0.9750297556319235,1.0,0.0,0.0249702443680766,0.041438815160384994,0.12653579336704038,12150.333333333334,11996.624292555884,12304.042374110784,12354.0,12170.882552679175,12537.117447320825,11946.666666666666,11703.454488375548,12189.878844957784,140.54578179876995,137.93192067396154,143.15964292357836,85.95333333333333,83.77117708437002,88.13548958229664,0.2,0.08000000000000002,0.85,0.03,0.03,0.75
RR,150,150,45,0.3,0.0,0.10666666666666667,0.23240829378731656,0.3775798039599141,0.0,0.0249702443680766,0.06673036965207343,0.16624622258414684,13228.333333333334,13056.267631831948,13400.39903483472,12752.666666666666,12591.953612562616,12913.379720770716,13704.0,13418.818456088598,13989.181543911402,61.03500485515302,58.04208321518348,64.02792649512256,206.84444444444443,191.6919272635613,221.99696162532757,0.03,0.012,0.85,0.03,0.03,0.9
TR,150,150,29,0.19333333333333333,0.0,0.06666666666666667,0.13811889170191843,0.2638628581771686,0.0,0.0249702443680766,0.03661185666960744,0.11836235511605896,12140.0,11981.710512520422,12298.289487479578,11654.0,11490.488627279221,11817.511372720779,12626.0,12377.718764860134,12874.281235139866,56.752194815777685,53.78172547857709,59.72266415297828,205.58620689655172,185.4281322346122,225.74428155849122,0.03,0.012,0.85,0.03,0.03,0.9
RR,150,150,111,0.74,0.0,0.10666666666666667,0.6644356718314847,0.8035786108718385,0.0,0.0249702443680766,0.06673036965207343,0.16624622258414684,13074.333333333334,12844.596889973496,13304.069776693172,12752.666666666666,12591.953612562616,12913.379720770716,13396.0,12970.958975690723,13821.041024309277,70.42949398686248,68.69923342002527,72.1597545536997,182.78378378378378,173.9155244793344,191.65204308823314,0.06,0.024,0.85,0.03,0.03,0.9
TR,150,150,73,0.4866666666666667,0.0,0.06666666666666667,0.40801711922387535,0.5659820872926068,0.0,0.0249702443680766,0.03661185666960744,0.11836235511605896,12451.0,12238.164864177203,12663.835135822797,11654.0,11490.488627279221,11817.511372720779,13248.0,12898.266049152555,13597.733950847445,61.75427426541575,60.029658247810715,63.47889028302079,198.86301369863014,187.60333805630242,210.12268934095786,0.06,0.024,0.85,0.03,0.03,0.9
RR,150,150,149,0.9933333333333333,0.0,0.10666666666666667,0.9632071602251817,0.9988221986649826,0.0,0.0249702443680766,0.06673036965207343,0.16624622258414684,12217.666666666666,12003.831160263815,12431.502173069517,12752.666666666666,12591.953612562616,12913.379720770716,11682.666666666666,11304.607282890895,12060.726050442438,85.5606475827994,83.54559054806799,87.57570461753082,140.73825503355704,134.25554386002486,147.22096620708922,0.1,0.04000000000000001,0.85,0.03,0.03,0.9
TR,150,150,140,0.9333333333333333,0.0,0.06666666666666667,0.8816376448839411,0.9633881433303926,0.0,0.0249702443680766,0.03661185666960744,0.11836235511605896,11794.666666666666,11563.72366176194,12025.609671571392,11654.0,11490.488627279221,11817.511372720779,11935.333333333334,11503.710428704364,12366.956237962304,71.63605147634561,70.11894591928868,73.15315703340255,167.34285714285716,159.22397399073108,175.46174029498323,0.1,0.04000000000000001,0.85,0.03,0.03,0.9
RR,150,150,150,1.0,0.0,0.10666666666666667,0.9750297556319235,1.0,0.0,0.0249702443680766,0.06673036965207343,0.16624622258414684,11644.333333333334,11442.508698060508,11846.15796860616,12752.666666666666,12591.953612562616,12913.379720770716,10536.0,10263.400629229554,10808.599370770446,110.52059685407706,107.9170430065965,113.12415070155761,98.04666666666667,94.15590303409174,101.9374302992416,0.15,0.06,0.85,0.03,0.03,0.9
TR,150,150,150,1.0,0.0,0.06666666666666667,0.9750297556319235,1.0,0.0,0.0249702443680766,0.03661185666960744,0.11836235511605896,10980.666666666666,10793.103671457204,11168.229661876128,11654.0,11490.488627279221,11817.511372720779,10307.333333333334,10005.54178076127,10609.124885905398,89.88929949882014,88.04393099552166,91.73466800211861,117.56,112.65224838960506,122.46775161039494,0.15,0.06,0.85,0.03,0.03,0.9
RR,150,150,150,1.0,0.0,0.10666666666666667,0.9750297556319235,1.0,0.0,0.0249702443680766,0.06673036965207343,0.16624622258414684,11469.333333333334,11270.1510793416,11668.515587325068,12752.666666666666,12591.953612562616,12913.379720770716,10186.0,9965.826451342164,10406.173548657836,137.24824484137972,134.18495046444235,140.31153921831708,75.64,73.31411005568067,77.96588994431933,0.2,0.08000000000000002,0.85,0.03,0.03,0.9
TR,150,150,150,1.0,0.0,0.06666666666666667,0.9750297556319235,1.0,0.0,0.0249702443680766,0.03661185666960744,0.11836235511605896,10586.666666666666,10399.215721974806,10774.117611358526,11654.0,11490.488627279221,11817.511372720779,9519.333333333334,9283.65075029572,9755.015916370949,110.84124330626432,108.53620635725514,113.1462802552735,87.78,84.56562751700827,90.99437248299174,0.2,0.08000000000000002,0.85,0.03,0.03,0.9
EIR,150,150,49,0.32666666666666666,0.0,0.07333333333333333,0.2567582134119433,0.40523147130232323,0.0,0.0249702443680766,0.041438815160384994,0.12653579336704038,12955.0,12766.140635660053,13143.859364339947,12328.0,12147.649001589372,12508.350998410628,13582.0,13281.41269635955,13882.58730364045,61.50344274408351,59.96688581451419,63.03999967365282,202.3673469387755,189.39638899216928,215.33830488538175,0.03,0.012,0.85,0.03,0.03,0.9
EIR,150,150,120,0.8,0.0,0.07333333333333333,0.7288586692020037,0.8561591841771504,0.0,0.0249702443680766,0.041438815160384994,0.12653579336704038,13102.666666666666,12863.966659323178,13341.366674010154,12328.0,12147.649001589372,12508.350998410628,13877.333333333334,13470.87844343878,14283.788223227888,70.32207329262381,69.13002791067376,71.51411867457387,192.09166666666667,184.3583912345675,199.82494209876583,0.06,0.024,0.85,0.03,0.03,0.9
EIR,150,150,150,1.0,0.0,0.07333333333333333,0.9750297556319235,1.0,0.0,0.0249702443680766,0.041438815160384994,0.12653579336704038,12481.666666666666,12270.072675784437,12693.260657548895,12328.0,12147.649001589372,12508.350998410628,12635.333333333334,12253.305890521846,13017.360776144822,88.17942863034096,86.57428833670798,89.78456892397395,146.16666666666666,140.26522924946426,152.06810408386906,0.1,0.04000000000000001,0.85,0.03,0.03,0.9
EIR,150,150,150,1.0,0.0,0.07333333333333333,0.9750297556319235,1.0,0.0,0.0249702443680766,0.041438815160384994,0.12653579336704038,12144.333333333334,11974.750665186952,12313.916001479716,12328.0,12147.649001589372,12508.350998410628,11960.666666666666,11675.792562225877,12245.540771107455,114.48594048918882,112.38152065015667,116.59036032822097,106.0,102.67905402355541,109.32094597644459,0.15,0.06,0.85,0.03,0.03,0.9
EIR,150,150,150,1.0,0.0,0.07333333333333333,0.9750297556319235,1.0,0.0,0.0249702443680766,0.041438815160384994,0.12653579336704038,12135.666666666666,11983.991259657218,12287.342073676115,12328.0,12147.649001589372,12508.350998410628,11943.333333333334,11702.716210892706,12183.950455773962,140.10662624045077,137.49236084099385,142.72089163990768,86.25333333333333,84.0319232073203,88.47474345934636,0.2,0.08000000000000002,0.85,0.03,0.03,0.9
RR,150,150,45,0.3,0.0,0.10666666666666667,0.23240829378731656,0.3775798039599141,0.0,0.0249702443680766,0.06673036965207343,0.16624622258414684,13228.333333333334,13056.267631831948,13400.39903483472,12752.666666666666,12591.953612562616,12913.379720770716,13704.0,13418.818456088598,13989.181543911402,61.03500485515302,58.04208321518348,64.02792649512256,206.84444444444443,191.6919272635613,221.99696162532757,0.03,0.012,0.85,0.04,0.01,0.75
