strategy,state_h1,trial_index,scenario_seed,seed_phase,seed_namespace,gateway_threshold,detected,pre_onset_alarm,detection_time,first_alarm_time,transmissions,max_gateway_evidence,a1,a2,eir_gate_quantile,hysteresis_margin_eir,gate_hysteresis_margin,w2
EIR,1,148,2368006410216183544,evaluation,sweep:anomaly_pair:shared_scenarios,779.81116484829,1,0,103.0,103.0,112,803.573054762703,0.2,0.08000000000000002,0.84,0.03,0.02,0.75
EIR,1,149,1120094509717293511,evaluation,sweep:anomaly_pair:shared_scenarios,779.81116484829,1,0,103.0,103.0,109,787.4583214918905,0.2,0.08000000000000002,0.84,0.03,0.02,0.75
EIR,0,0,1047713344001866286,evaluation,sweep:anomaly_pair:shared_scenarios,759.3992222290499,0,0,inf,inf,107,576.969753321048,0.03,0.012,0.84,0.03,0.02,0.9
EIR,0,1,7555151126145997115,evaluation,sweep:anomaly_pair:shared_scenarios,759.3992222290499,0,0,inf,inf,126,643.5959332312798,0.03,0.012,0.84,0.03,0.02,0.9
EIR,0,2,1259687356397792456,evaluation,sweep:anomaly_pair:shared_scenarios,759.3992222290499,0,0,inf,inf,119,639.1338873078431,0.03,0.012,0.84,0.03,0.02,0.9
EIR,0,3,1430804082914897170,evaluation,sweep:anomaly_pair:shared_scenarios,759.3992222290499,0,0,inf,inf,126,676.9966819429783,0.03,0.012,0.84,0.03,0.02,0.9
EIR,0,4,7454177810187104479,evaluation,sweep:anomaly_pair:shared_scenarios,759.3992222290499,0,0,inf,inf,130,678.3397731121833,0.03,0.012,0.84,0.03,0.02,0.9
EIR,0,5,5937828939846575505,evaluation,sweep:anomaly_pair:shared_scenarios,759.3992222290499,0,0,inf,284.0,130,851.9484090386009,0.03,0.012,0.84,0.03,0.02,0.9
EIR,0,6,7014685984281757939,evaluation,sweep:anomaly_pair:shared_scenarios,759.3992222290499,0,0,inf,inf,97,516.269805657552,0.03,0.012,0.84,0.03,0.02,0.9
EIR,0,7,6146347236995693084,evaluation,sweep:anomaly_pair:shared_scenarios,759.3992222290499,0,0,inf,inf,114,621.6634020829334,0.03,0.012,0.84,0.03,0.02,0.9
EIR,0,8,9202743307007165935,evaluation,sweep:anomaly_pair:shared_scenarios,759.3992222290499,0,0,inf,inf,139,722.1835900184082,0.03,0.012,0.84,0.03,0.02,0.9
EIR,0,9,6480102099986476489,evaluation,sweep:anomaly_pair:shared_scenarios,759.3992222290499,0,0,inf,inf,118,521.1827652660866,0.03,0.012,0.84,0.03,0.02,0.9
EIR,0,10,3097537339600166127,evaluation,sweep:anomaly_pair:shared_scenarios,759.3992222290499,0,0,inf,inf,115,593.4892034245448,0.03,0.012,0.84,0.03,0.02,0.9
EIR,0,11,976092875380358595,evaluation,sweep:anomaly_pair:shared_scenarios,759.3992222290499,0,0,inf,inf,120,577.9457658651525,0.03,0.012,0.84,0.03,0.02,0.9
EIR,0,12,7113629430278804422,evaluation,sweep:anomaly_pair:shared_scenarios,759.3992222290499,0,0,inf,inf,138,613.1331672846181,0.03,0.012,0.84,0.03,0.02,0.9
EIR,0,13,1250214591025988146,evaluation,sweep:anomaly_pair:shared_scenarios,759.3992222290499,0,0,inf,inf,143,699.8928856688328,0.03,0.012,0.84,0.03,0.02,0.9
EIR,0,14,8771431426918446343,evaluation,sweep:anomaly_pair:shared_scenarios,759.3992222290499,0,0,inf,269.0,135,792.175188557261,0.03,0.012,0.84,0.03,0.02,0.9
EIR,0,15,8336122129266868585,evaluation,sweep:anomaly_pair:shared_scenarios,759.3992222290499,0,0,inf,inf,117,684.3751059659489,0.03,0.012,0.84,0.03,0.02,0.9
EIR,0,16,1138674471197130907,evaluation,sweep:anomaly_pair:shared_scenarios,759.3992222290499,0,0,inf,inf,127,734.3197945818484,0.03,0.012,0.84,0.03,0.02,0.9
EIR,0,17,3955141780509455750,evaluation,sweep:anomaly_pair:shared_scenarios,759.3992222290499,0,0,inf,inf,124,680.1648719144792,0.03,0.012,0.84,0.03,0.02,0.9
EIR,0,18,8350857887474192520,evaluation,sweep:anomaly_pair:shared_scenarios,759.3992222290499,0,0,inf,inf,136,749.4895511940897,0.03,0.012,0.84,0.03,0.02,0.9
EIR,0,19,3002262256370000482,evaluation,sweep:anomaly_pair:shared_scenarios,759.3992222290499,0,0,inf,inf,134,755.1987096258788,0.03,0.012,0.84,0.03,0.02,0.9
EIR,0,20,7737614502291113857,evaluation,sweep:anomaly_pair:shared_scenarios,759.3992222290499,0,0,inf,inf,112,703.853750083722,0.03,0.012,0.84,0.03,0.02,0.9
EIR,0,21,1159499525955130656,evaluation,sweep:anomaly_pair:shared_scenarios,759.3992222290499,0,0,inf,inf,128,661.3212098897317,0.03,0.012,0.84,0.03,0.02,0.9
EIR,0,22,6722249182019602760,evaluation,sweep:anomaly_pair:shared_scenarios,759.3992222290499,0,0,inf,259.0,133,864.1203614237588,0.03,0.012,0.84,0.03,0.02,0.9
EIR,0,23,3889498521170790532,evaluation,sweep:anomaly_pair:shared_scenarios,759.3992222290499,0,0,inf,inf,147,727.3480545390141,0.03,0.012,0.84,0.03,0.02,0.9
EIR,0,24,8178258924638951141,evaluation,sweep:anomaly_pair:shared_scenarios,759.3992222290499,0,0,inf,inf,115,681.7467335264033,0.03,0.012,0.84,0.03,0.02,0.9
EIR,0,25,1580841551219905768,evaluation,sweep:anomaly_pair:shared_scenarios,759.3992222290499,0,0,inf,inf,117,530.5714084027862,0.03,0.012,0.84,0.03,0.02,0.9
EIR,0,26,1120198998263096076,evaluation,sweep:anomaly_pair:shared_scenarios,759.3992222290499,0,0,inf,inf,117,703.9220377315344,0.03,0.012,0.84,0.03,0.02,0.9
EIR,0,27,1744574337250120823,evaluation,sweep:anomaly_pair:shared_scenarios,759.3992222290499,0,0,inf,inf,115,569.4277262579055,0.03,0.012,0.84,0.03,0.02,0.9
EIR,0,28,7048602670693853505,evaluation,sweep:anomaly_pair:shared_scenarios,759.3992222290499,0,0,inf,inf,115,506.6740115007404,0.03,0.012,0.84,0.03,0.02,0.9
EIR,0,29,8081939220026944230,evaluation,sweep:anomaly_pair:shared_scenarios,759.3992222290499,0,0,inf,inf,102,571.060595209627,0.03,0.012,0.84,0.03,0.02,0.9
EIR,0,30,3435175612167908758,evaluation,sweep:anomaly_pair:shared_scenarios,759.3992222290499,0,0,inf,inf,143,665.9871352172265,0.03,0.012,0.84,0.03,0.02,0.9
EIR,0,31,7359376119878297463,evaluation,sweep:anomaly_pair:shared_scenarios,759.3992222290499,0,0,inf,inf,120,653.0325763261214,0.03,0.012,0.84,0.03,0.02,0.9
EIR,0,32,4016942084940580155,evaluation,sweep:anomaly_pair:shared_scenarios,759.3992222290499,0,0,inf,inf,129,706.4317490522968,0.03,0.012,0.84,0.03,0.02,0.9
EIR,0,33,1269542010092226535,evaluation,sweep:anomaly_pair:shared_scenarios,759.3992222290499,0,0,inf,inf,144,658.9241462937591,0.03,0.012,0.84,0.03,0.02,0.9
EIR,0,34,3577121767678550724,evaluation,sweep:anomaly_pair:shared_scenarios,759.3992222290499,0,0,inf,inf,118,697.5090284686471,0.03,0.012,0.84,0.03,0.02,0.9
EIR,0,35,2279726789233576752,evaluation,sweep:anomaly_pair:shared_scenarios,759.3992222290499,0,0,inf,inf,118,563.5070462414905,0.03,0.012,0.84,0.03,0.02,0.9
EIR,0,36,2067295659130634531,evaluation,sweep:anomaly_pair:shared_scenarios,759.3992222290499,0,0,inf,225.0,128,838.2534602983422,0.03,0.012,0.84,0.03,0.02,0.9
EIR,0,37,2783174527500844120,evaluation,sweep:anomaly_pair:shared_scenarios,759.3992222290499,0,0,inf,inf,120,588.6162202130713,0.03,0.012,0.84,0.03,0.02,0.9
EIR,0,38,6999284181578280971,evaluation,sweep:anomaly_pair:shared_scenarios,759.3992222290499,0,0,inf,inf,122,497.13219054413196,0.03,0.012,0.84,0.03,0.02,0.9
EIR,0,39,2721030498397497206,evaluation,sweep:anomaly_pair:shared_scenarios,759.3992222290499,0,0,inf,inf,128,710.7291191339106,0.03,0.012,0.84,0.03,0.02,0.9
EIR,0,40,4370146849211159193,evaluation,sweep:anomaly_pair:shared_scenarios,759.3992222290499,0,0,inf,inf,130,716.2712321838367,0.03,0.012,0.84,0.03,0.02,0.9
EIR,0,41,100931594992729856,evaluation,sweep:anomaly_pair:shared_scenarios,759.3992222290499,0,0,inf,inf,109,635.9163000706851,0.03,0.012,0.84,0.03,0.02,0.9
EIR,0,42,9122411650296708094,evaluation,sweep:anomaly_pair:shared_scenarios,759.3992222290499,0,0,inf,inf,122,601.7619128457847,0.03,0.012,0.84,0.03,0.02,0.9
EIR,0,43,8807961794672273694,evaluation,sweep:anomaly_pair:shared_scenarios,759.3992222290499,0,0,inf,inf,113,568.8578806544065,0.03,0.012,0.84,0.03,0.02,0.9
EIR,0,44,4039465025297310671,evaluation,sweep:anomaly_pair:shared_scenarios,759.3992222290499,0,0,inf,inf,127,737.5410879891963,0.03,0.012,0.84,0.03,0.02,0.9
EIR,0,45,1303065415136621520,evaluation,sweep:anomaly_pair:shared_scenarios,759.3992222290499,0,0,inf,inf,113,501.28219560996934,0.03,0.012,0.84,0.03,0.02,0.9
EIR,0,46,5529452567520039289,evaluation,sweep:anomaly_pair:shared_scenarios,759.3992222290499,0,0,inf,inf,108,520.2250603250044,0.03,0.012,0.84,0.03,0.02,0.9
EIR,0,47,3398373731648388441,evaluation,sweep:anomaly_pair:shared_scenarios,759.3992222290499,0,0,inf,inf,127,743.3424128436125,0.03,0.012,0.84,0.03,0.02,0.9
EIR,0,48,8200444180592309156,evaluation,sweep:anomaly_pair:shared_scenarios,759.3992222290499,0,0,inf,inf,128,676.953920956128,0.03,0.012,0.84,0.03,0.02,0.9
EIR,0,49,5621496965372644875,evaluation,sweep:anomaly_pair:shared_scenarios,759.3992222290499,0,0,inf,inf,120,650.0064130713732,0.03,0.012,0.84,0.03,0.02,0.9
EIR,0,50,327914488649627036,evaluation,sweep:anomaly_pair:shared_scenarios,759.3992222290499,0,0,inf,inf,98,606.9302398456805,0.03,0.012,0.84,0.03,0.02,0.9
EIR,0,51,7432708170281275218,evaluation,sweep:anomaly_pair:shared_scenarios,759.3992222290499,0,0,inf,inf,126,658.0269579207945,0.03,0.012,0.84,0.03,0.02,0.9
EIR,0,52,3802370265261614175,evaluation,sweep:anomaly_pair:shared_scenarios,759.3992222290499,0,0,inf,inf,138,680.7801164460355,0.03,0.012,0.84,0.03,0.02,0.9
EIR,0,53,4038171143014284082,evaluation,sweep:anomaly_pair:shared_scenarios,759.3992222290499,0,0,inf,inf,128,689.9950176770716,0.03,0.012,0.84,0.03,0.02,0.9
EIR,0,54,3336529761683344824,evaluation,sweep:anomaly_pair:shared_scenarios,759.3992222290499,0,0,inf,inf,118,609.8097820095605,0.03,0.012,0.84,0.03,0.02,0.9
EIR,0,55,1760523074528716079,evaluation,sweep:anomaly_pair:shared_scenarios,759.3992222290499,0,0,inf,inf,116,566.8797629203689,0.03,0.012,0.84,0.03,0.02,0.9
EIR,0,56,7456372500045997966,evaluation,sweep:anomaly_pair:shared_scenarios,759.3992222290499,0,0,inf,inf,130,705.2195900697911,0.03,0.012,0.84,0.03,0.02,0.9
EIR,0,57,380633820391136789,evaluation,sweep:anomaly_pair:shared_scenarios,759.3992222290499,0,0,inf,inf,107,523.0267320187417,0.03,0.012,0.84,0.03,0.02,0.9
EIR,0,58,7723030530287328423,evaluation,sweep:anomaly_pair:shared_scenarios,759.3992222290499,0,0,inf,inf,124,617.2490024965516,0.03,0.012,0.84,0.03,0.02,0.9
EIR,0,59,497544355896473532,evaluation,sweep:anomaly_pair:shared_scenarios,759.3992222290499,0,0,inf,inf,118,749.597152015922,0.03,0.012,0.84,0.03,0.02,0.9
EIR,0,60,7845018259805258654,evaluation,sweep:anomaly_pair:shared_scenarios,759.3992222290499,0,0,inf,inf,114,617.7195327508373,0.03,0.012,0.84,0.03,0.02,0.9
EIR,0,61,5540219232902936081,evaluation,sweep:anomaly_pair:shared_scenarios,759.3992222290499,0,0,inf,205.0,125,807.3811497366339,0.03,0.012,0.84,0.03,0.02,0.9
EIR,0,62,48725929166278989,evaluation,sweep:anomaly_pair:shared_scenarios,759.3992222290499,0,0,inf,inf,136,728.4540756177871,0.03,0.012,0.84,0.03,0.02,0.9
EIR,0,63,8475777184813767823,evaluation,sweep:anomaly_pair:shared_scenarios,759.3992222290499,0,0,inf,inf,110,638.1613897874306,0.03,0.012,0.84,0.03,0.02,0.9
EIR,0,64,595842880634436484,evaluation,sweep:anomaly_pair:shared_scenarios,759.3992222290499,0,0,inf,inf,122,677.4613146448462,0.03,0.012,0.84,0.03,0.02,0.9
EIR,0,65,7769771095575010619,evaluation,sweep:anomaly_pair:shared_scenarios,759.3992222290499,0,0,inf,inf,151,687.0301322873934,0.03,0.012,0.84,0.03,0.02,0.9
EIR,0,66,2809989228385752663,evaluation,sweep:anomaly_pair:shared_scenarios,759.3992222290499,0,0,inf,inf,127,674.0615137689921,0.03,0.012,0.84,0.03,0.02,0.9
EIR,0,67,5366708037640485086,evaluation,sweep:anomaly_pair:shared_scenarios,759.3992222290499,0,0,inf,inf,136,711.7562833140663,0.03,0.012,0.84,0.03,0.02,0.9
EIR,0,68,8888696536612380703,evaluation,sweep:anomaly_pair:shared_scenarios,759.3992222290499,0,0,inf,inf,137,667.4048532373297,0.03,0.012,0.84,0.03,0.02,0.9
EIR,0,69,703141394792259125,evaluation,sweep:anomaly_pair:shared_scenarios,759.3992222290499,0,0,inf,inf,126,544.7065406294589,0.03,0.012,0.84,0.03,0.02,0.9
EIR,0,70,956861592787059750,evaluation,sweep:anomaly_pair:shared_scenarios,759.3992222290499,0,0,inf,inf,130,645.2202635937407,0.03,0.012,0.84,0.03,0.02,0.9
EIR,0,71,7171235012563863054,evaluation,sweep:anomaly_pair:shared_scenarios,759.3992222290499,0,0,inf,inf,106,712.8831623213003,0.03,0.012,0.84,0.03,0.02,0.9
EIR,0,72,7426903974649218010,evaluation,sweep:anomaly_pair:shared_scenarios,759.3992222290499,0,0,inf,inf,114,648.1052010235168,0.03,0.012,0.84,0.03,0.02,0.9
EIR,0,73,2281652111302095547,evaluation,sweep:anomaly_pair:shared_scenarios,759.3992222290499,0,0,inf,inf,92,403.689034515204,0.03,0.012,0.84,0.03,0.02,0.9
EIR,0,74,6620132207452246077,evaluation,sweep:anomaly_pair:shared_scenarios,759.3992222290499,0,0,inf,inf,117,659.0801344909223,0.03,0.012,0.84,0.03,0.02,0.9
EIR,0,75,2299772339582960882,evaluation,sweep:anomaly_pair:shared_scenarios,759.3992222290499,0,0,inf,inf,130,641.3845054941272,0.03,0.012,0.84,0.03,0.02,0.9
EIR,0,76,8665134526325593785,evaluation,sweep:anomaly_pair:shared_scenarios,759.3992222290499,0,0,inf,inf,106,505.3834355173377,0.03,0.012,0.84,0.03,0.02,0.9
EIR,0,77,5831347187511415146,evaluation,sweep:anomaly_pair:shared_scenarios,759.3992222290499,0,0,inf,inf,123,562.0869534107404,0.03,0.012,0.84,0.03,0.02,0.9
EIR,0,78,2764179054952749108,evaluation,sweep:anomaly_pair:shared_scenarios,759.3992222290499,0,0,inf,inf,120,493.7150151591046,0.03,0.012,0.84,0.03,0.02,0.9
EIR,0,79,1436801579430159727,evaluation,sweep:anomaly_pair:shared_scenarios,759.3992222290499,0,0,inf,inf,136,661.1078435854256,0.03,0.012,0.84,0.03,0.02,0.9
EIR,0,80,4256239665401846864,evaluation,sweep:anomaly_pair:shared_scenarios,759.3992222290499,0,0,inf,inf,127,676.2575332195627,0.03,0.012,0.84,0.03,0.02,0.9
EIR,0,81,6408681589980055778,evaluation,sweep:anomaly_pair:shared_scenarios,759.3992222290499,0,0,inf,263.0,138,774.5001511149055,0.03,0.012,0.84,0.03,0.02,0.9
EIR,0,82,5374022468059246902,evaluation,sweep:anomaly_pair:shared_scenarios,759.3992222290499,0,0,inf,inf,104,552.5282087022218,0.03,0.012,0.84,0.03,0.02,0.9
EIR,0,83,726333036876873047,evaluation,sweep:anomaly_pair:shared_scenarios,759.3992222290499,0,0,inf,inf,128,556.4177012118956,0.03,0.012,0.84,0.03,0.02,0.9
EIR,0,84,1514817278626261067,evaluation,sweep:anomaly_pair:shared_scenarios,759.3992222290499,0,0,inf,inf,118,530.4474306698011,0.03,0.012,0.84,0.03,0.02,0.9
EIR,0,85,3317087628463341655,evaluation,sweep:anomaly_pair:shared_scenarios,759.3992222290499,0,0,inf,inf,110,504.1296501895424,0.03,0.012,0.84,0.03,0.02,0.9
EIR,0,86,7419991104545920415,evaluation,sweep:anomaly_pair:shared_scenarios,759.3992222290499,0,0,inf,inf,100,574.6564789312972,0.03,0.012,0.84,0.03,0.02,0.9
EIR,0,87,8450532150538690303,evaluation,sweep:anomaly_pair:shared_scenarios,759.3992222290499,0,0,inf,inf,124,628.3661191785699,0.03,0.012,0.84,0.03,0.02,0.9
EIR,0,88,2342843629069381586,evaluation,sweep:anomaly_pair:shared_scenarios,759.3992222290499,0,0,inf,inf,131,684.7560122859676,0.03,0.012,0.84,0.03,0.02,0.9
EIR,0,89,7498646524692472735,evaluation,sweep:anomaly_pair:shared_scenarios,759.3992222290499,0,0,inf,inf,127,651.3297981623515,0.03,0.012,0.84,0.03,0.02,0.9
EIR,0,90,251150932040658662,evaluation,sweep:anomaly_pair:shared_scenarios,759.3992222290499,0,0,inf,inf,121,640.2935721982622,0.03,0.012,0.84,0.03,0.02,0.9
EIR,0,91,7531563222751120521,evaluation,sweep:anomaly_pair:shared_scenarios,759.3992222290499,0,0,inf,inf,133,640.2303913013488,0.03,0.012,0.84,0.03,0.02,0.9
EIR,0,92,425096693690444293,evaluation,sweep:anomaly_pair:shared_scenarios,759.3992222290499,0,0,inf,inf,120,591.2607014437988,0.03,0.012,0.84,0.03,0.02,0.9
EIR,0,93,1400033971108312678,evaluation,sweep:anomaly_pair:shared_scenarios,759.3992222290499,0,0,inf,inf,117,666.0991139717133,0.03,0.012,0.84,0.03,0.02,0.9
EIR,0,94,6356540359468835968,evaluation,sweep:anomaly_pair:shared_scenarios,759.3992222290499,0,0,inf,inf,117,667.975188736577,0.03,0.012,0.84,0.03,0.02,0.9
EIR,0,95,8529534714100195831,evaluation,sweep:anomaly_pair:shared_scenarios,759.3992222290499,0,0,inf,inf,143,748.7641905822686,0.03,0.012,0.84,0.03,0.02,0.9
EIR,0,96,8695859923624215306,evaluation,sweep:anomaly_pair:shared_scenarios,759.3992222290499,0,0,inf,inf,138,714.2130899524054,0.03,0.012,0.84,0.03,0.02,0.9
EIR,0,97,144942717518357862,evaluation,sweep:anomaly_pair:shared_scenarios,759.3992222290499,0,0,inf,209.0,136,834.7232481978127,0.03,0.012,0.84,0.03,0.02,0.9
EIR,0,98,6856198267899099668,evaluation,sweep:anomaly_pair:shared_scenarios,759.3992222290499,0,0,inf,258.0,128,778.8744759963357,0.03,0.012,0.84,0.03,0.02,0.9
EIR,0,99,90915395630955618,evaluation,sweep:anomaly_pair:shared_scenarios,759.3992222290499,0,0,inf,inf,116,501.8056800320376,0.03,0.012,0.84,0.03,0.02,0.9
EIR,0,100,6645654657196752744,evaluation,sweep:anomaly_pair:shared_scenarios,759.3992222290499,0,0,inf,inf,123,624.9857588694217,0.03,0.012,0.84,0.03,0.02,0.9
EIR,0,101,2203741437911058756,evaluation,sweep:anomaly_pair:shared_scenarios,759.3992222290499,0,0,inf,inf,123,661.4455398071614,0.03,0.012,0.84,0.03,0.02,0.9
EIR,0,102,4980497102828505125,evaluation,sweep:anomaly_pair:shared_scenarios,759.3992222290499,0,0,inf,291.0,148,764.7847178269343,0.03,0.012,0.84,0.03,0.02,0.9
EIR,0,103,1115713432009853186,evaluation,sweep:anomaly_pair:shared_scenarios,759.3992222290499,0,0,inf,inf,117,611.0144656831753,0.03,0.012,0.84,0.03,0.02,0.9
EIR,0,104,6425847817725706659,evaluation,sweep:anomaly_pair:shared_scenarios,759.3992222290499,0,0,inf,inf,122,706.9705790436726,0.03,0.012,0.84,0.03,0.02,0.9
EIR,0,105,2031634713743668263,evaluation,sweep:anomaly_pair:shared_scenarios,759.3992222290499,0,0,inf,inf,124,587.713826499553,0.03,0.012,0.84,0.03,0.02,0.9
EIR,0,106,9070903978219037910,evaluation,sweep:anomaly_pair:shared_scenarios,759.3992222290499,0,0,inf,inf,140,703.0857292090799,0.03,0.012,0.84,0.03,0.02,0.9
EIR,0,107,8712498615403395006,evaluation,sweep:anomaly_pair:shared_scenarios,759.3992222290499,0,0,inf,inf,128,739.2350168907033,0.03,0.012,0.84,0.03,0.02,0.9
EIR,0,108,580827552918756433,evaluation,sweep:anomaly_pair:shared_scenarios,759.3992222290499,0,0,inf,inf,104,523.9424724972947,0.03,0.012,0.84,0.03,0.02,0.9
EIR,0,109,3042518978970265296,evaluation,sweep:anomaly_pair:shared_scenarios,759.3992222290499,0,0,inf,inf,103,535.0237289319011,0.03,0.012,0.84,0.03,0.02,0.9
EIR,0,110,6380141540004301306,evaluation,sweep:anomaly_pair:shared_scenarios,759.3992222290499,0,0,inf,261.0,125,779.1279045652168,0.03,0.012,0.84,0.03,0.02,0.9
EIR,0,111,3277654332312883237,evaluation,sweep:anomaly_pair:shared_scenarios,759.3992222290499,0,0,inf,inf,111,627.708035491959,0.03,0.012,0.84,0.03,0.02,0.9
EIR,0,112,529870914102502410,evaluation,sweep:anomaly_pair:shared_scenarios,759.3992222290499,0,0,inf,inf,105,462.8519435346039,0.03,0.012,0.84,0.03,0.02,0.9
EIR,0,113,4077133472998664756,evaluation,sweep:anomaly_pair:shared_scenarios,759.3992222290499,0,0,inf,inf,108,581.2902746958188,0.03,0.012,0.84,0.03,0.02,0.9
EIR,0,114,590048257411954913,evaluation,sweep:anomaly_pair:shared_scenarios,759.3992222290499,0,0,inf,228.0,142,840.250256324165,0.03,0.012,0.84,0.03,0.02,0.9
EIR,0,115,5556098502868485185,evaluation,sweep:anomaly_pair:shared_scenarios,759.3992222290499,0,0,inf,inf,124,658.9673962236413,0.03,0.012,0.84,0.03,0.02,0.9
EIR,0,116,7624948859715811113,evaluation,sweep:anomaly_pair:shared_scenarios,759.3992222290499,0,0,inf,inf,141,625.4792747689318,0.03,0.012,0.84,0.03,0.02,0.9
EIR,0,117,1908497876323257944,evaluation,sweep:anomaly_pair:shared_scenarios,759.3992222290499,0,0,inf,235.0,137,792.9507492369792,0.03,0.012,0.84,0.03,0.02,0.9
EIR,0,118,6654942851907356094,evaluation,sweep:anomaly_pair:shared_scenarios,759.3992222290499,0,0,inf,inf,125,622.7328800190626,0.03,0.012,0.84,0.03,0.02,0.9
EIR,0,119,2474301920280693881,evaluation,sweep:anomaly_pair:shared_scenarios,759.3992222290499,0,0,inf,inf,116,530.9249925501862,0.03,0.012,0.84,0.03,0.02,0.9
EIR,0,120,4446367381959723509,evaluation,sweep:anomaly_pair:shared_scenarios,759.3992222290499,0,0,inf,inf,102,548.8791459905599,0.03,0.012,0.84,0.03,0.02,0.9
EIR,0,121,3044214150712242804,evaluation,sweep:anomaly_pair:shared_scenarios,759.3992222290499,0,0,inf,inf,130,594.2604721470316,0.03,0.012,0.84,0.03,0.02,0.9
EIR,0,122,2564155487439337335,evaluation,sweep:anomaly_pair:shared_scenarios,759.3992222290499,0,0,inf,inf,123,557.2707195237773,0.03,0.012,0.84,0.03,0.02,0.9
EIR,0,123,5695776974913125466,evaluation,sweep:anomaly_pair:shared_scenarios,759.3992222290499,0,0,inf,inf,132,652.5020119375664,0.03,0.012,0.84,0.03,0.02,0.9
EIR,0,124,1843208301224522560,evaluation,sweep:anomaly_pair:shared_scenarios,759.3992222290499,0,0,inf,inf,122,638.3342025704544,0.03,0.012,0.84,0.03,0.02,0.9
EIR,0,125,8629461172255614842,evaluation,sweep:anomaly_pair:shared_scenarios,759.3992222290499,0,0,inf,inf,110,670.4497905024206,0.03,0.012,0.84,0.03,0.02,0.9
EIR,0,126,9210026360957823969,evaluation,sweep:anomaly_pair:shared_scenarios,759.3992222290499,0,0,inf,inf,113,716.7640133426373,0.03,0.012,0.84,0.03,0.02,0.9
EIR,0,127,3391529440808585547,evaluation,sweep:anomaly_pair:shared_scenarios,759.3992222290499,0,0,inf,inf,120,563.2657629374679,0.03,0.012,0.84,0.03,0.02,0.9
EIR,0,128,2370946726501696830,evaluation,sweep:anomaly_pair:shared_scenarios,759.3992222290499,0,0,inf,inf,124,633.6558463912222,0.03,0.012,0.84,0.03,0.02,0.9
EIR,0,129,4785190026911278648,evaluation,sweep:anomaly_pair:shared_scenarios,759.3992222290499,0,0,inf,inf,117,553.7598841021768,0.03,0.012,0.84,0.03,0.02,0.9
EIR,0,130,3524734538290878975,evaluation,sweep:anomaly_pair:shared_scenarios,759.3992222290499,0,0,inf,inf,122,637.5602609423385,0.03,0.012,0.84,0.03,0.02,0.9
EIR,0,131,4494320224657503591,evaluation,sweep:anomaly_pair:shared_scenarios,759.3992222290499,0,0,inf,inf,125,641.8441102238457,0.03,0.012,0.84,0.03,0.02,0.9
EIR,0,132,7473255948308178846,evaluation,sweep:anomaly_pair:shared_scenarios,759.3992222290499,0,0,inf,inf,132,571.1099278283202,0.03,0.012,0.84,0.03,0.02,0.9
EIR,0,133,7689273433398957687,evaluation,sweep:anomaly_pair:shared_scenarios,759.3992222290499,0,0,inf,inf,130,584.0344939655884,0.03,0.012,0.84,0.03,0.02,0.9
EIR,0,134,4659808487548660405,evaluation,sweep:anomaly_pair:shared_scenarios,759.3992222290499,0,0,inf,inf,140,737.3569408402905,0.03,0.012,0.84,0.03,0.02,0.9
EIR,0,135,7288162072453088351,evaluation,sweep:anomaly_pair:shared_scenarios,759.3992222290499,0,0,inf,inf,113,632.2682102979787,0.03,0.012,0.84,0.03,0.02,0.9
EIR,0,136,349218908106916316,evaluation,sweep:anomaly_pair:shared_scenarios,759.3992222290499,0,0,inf,inf,122,695.8941101515,0.03,0.012,0.84,0.03,0.02,0.9
EIR,0,137,8589599430816917522,evaluation,sweep:anomaly_pair:shared_scenarios,759.3992222290499,0,0,inf,inf,122,614.4947446034951,0.03,0.012,0.84,0.03,0.02,0.9
EIR,0,138,6933355935188362025,evaluation,sweep:anomaly_pair:shared_scenarios,759.3992222290499,0,0,inf,inf,124,691.6002499066061,0.03,0.012,0.84,0.03,0.02,0.9
EIR,0,139,4093230265916850064,evaluation,sweep:anomaly_pair:shared_scenarios,759.3992222290499,0,0,inf,inf,126,681.1395132341531,0.03,0.012,0.84,0.03,0.02,0.9
EIR,0,140,3515802806389386458,evaluation,sweep:anomaly_pair:shared_scenarios,759.3992222290499,0,0,inf,270.0,131,763.2048892576548,0.03,0.012,0.84,0.03,0.02,0.9
EIR,0,141,8307962977924929689,evaluation,sweep:anomaly_pair:shared_scenarios,759.3992222290499,0,0,inf,inf,119,517.4163712331422,0.03,0.012,0.84,0.03,0.02,0.9
EIR,0,142,7575604150648080158,evaluation,sweep:anomaly_pair:shared_scenarios,759.3992222290499,0,0,inf,inf,113,516.8699288693967,0.03,0.012,0.84,0.03,0.02,0.9
EIR,0,143,8285606041544652707,evaluation,sweep:anomaly_pair:shared_scenarios,759.3992222290499,0,0,inf,inf,123,667.7433532678538,0.03,0.012,0.84,0.03,0.02,0.9
EIR,0,144,4672864947221583352,evaluation,sweep:anomaly_pair:shared_scenarios,759.3992222290499,0,0,inf,inf,132,672.5796202833062,0.03,0.012,0.84,0.03,0.02,0.9
EIR,0,145,1154764542687911318,evaluation,sweep:anomaly_pair:shared_scenarios,759.3992222290499,0,0,inf,inf,114,589.707654150199,0.03,0.012,0.84,0.03,0.02,0.9
EIR,0,146,3297647176744255452,evaluation,sweep:anomaly_pair:shared_scenarios,759.3992222290499,0,0,inf,inf,128,717.9105885484921,0.03,0.012,0.84,0.03,0.02,0.9
