strategy,state_h1,trial_index,scenario_seed,seed_phase,seed_namespace,gateway_threshold,detected,pre_onset_alarm,detection_time,first_alarm_time,transmissions,max_gateway_evidence,a1,a2,eir_gate_quantile,hysteresis_margin_eir,gate_hysteresis_margin,w2
EIR,1,61,7720199442815840801,evaluation,sweep:anomaly_pair:shared_scenarios,781.6107560756307,0,0,inf,inf,137,768.0380759624795,0.03,0.012,0.85,0.03,0.03,0.75
EIR,1,62,5120142079131792795,evaluation,sweep:anomaly_pair:shared_scenarios,781.6107560756307,0,0,inf,inf,149,723.528874895238,0.03,0.012,0.85,0.03,0.03,0.75
EIR,1,63,6023728918591106021,evaluation,sweep:anomaly_pair:shared_scenarios,781.6107560756307,0,0,inf,inf,137,692.5635094319817,0.03,0.012,0.85,0.03,0.03,0.75
EIR,1,64,6788467250959408606,evaluation,sweep:anomaly_pair:shared_scenarios,781.6107560756307,0,0,inf,inf,146,676.4235247354895,0.03,0.012,0.85,0.03,0.03,0.75
EIR,1,65,1243948763457773017,evaluation,sweep:anomaly_pair:shared_scenarios,781.6107560756307,1,0,214.0,214.0,109,785.8745091465016,0.03,0.012,0.85,0.03,0.03,0.75
EIR,1,66,6410870617213104567,evaluation,sweep:anomaly_pair:shared_scenarios,781.6107560756307,0,0,inf,inf,152,753.7733925650517,0.03,0.012,0.85,0.03,0.03,0.75
EIR,1,67,1822622033789025018,evaluation,sweep:anomaly_pair:shared_scenarios,781.6107560756307,0,0,inf,inf,133,641.5031833426362,0.03,0.012,0.85,0.03,0.03,0.75
EIR,1,68,2308604028594905397,evaluation,sweep:anomaly_pair:shared_scenarios,781.6107560756307,1,0,249.0,249.0,131,798.0128822082308,0.03,0.012,0.85,0.03,0.03,0.75
EIR,1,69,2799083220742639700,evaluation,sweep:anomaly_pair:shared_scenarios,781.6107560756307,0,0,inf,inf,153,761.319691593365,0.03,0.012,0.85,0.03,0.03,0.75
EIR,1,70,3957691650497488896,evaluation,sweep:anomaly_pair:shared_scenarios,781.6107560756307,0,0,inf,inf,145,640.0913385800751,0.03,0.012,0.85,0.03,0.03,0.75
EIR,1,71,6848120828529791565,evaluation,sweep:anomaly_pair:shared_scenarios,781.6107560756307,0,0,inf,inf,159,730.4544026780085,0.03,0.012,0.85,0.03,0.03,0.75
EIR,1,72,9114703313071226641,evaluation,sweep:anomaly_pair:shared_scenarios,781.6107560756307,0,0,inf,inf,148,763.2804838891586,0.03,0.012,0.85,0.03,0.03,0.75
EIR,1,73,5224846090074276733,evaluation,sweep:anomaly_pair:shared_scenarios,781.6107560756307,0,0,inf,inf,139,726.5851769168294,0.03,0.012,0.85,0.03,0.03,0.75
EIR,1,74,9163623880280852907,evaluation,sweep:anomaly_pair:shared_scenarios,781.6107560756307,0,0,inf,inf,137,722.9485838209438,0.03,0.012,0.85,0.03,0.03,0.75
EIR,1,75,4526069042314749347,evaluation,sweep:anomaly_pair:shared_scenarios,781.6107560756307,0,0,inf,inf,149,719.5926466633648,0.03,0.012,0.85,0.03,0.03,0.75
EIR,1,76,1879008201631605389,evaluation,sweep:anomaly_pair:shared_scenarios,781.6107560756307,0,0,inf,inf,146,656.8516936723955,0.03,0.012,0.85,0.03,0.03,0.75
EIR,1,77,6623200486339660028,evaluation,sweep:anomaly_pair:shared_scenarios,781.6107560756307,0,0,inf,inf,146,776.5123826078282,0.03,0.012,0.85,0.03,0.03,0.75
EIR,1,78,8530557752088933997,evaluation,sweep:anomaly_pair:shared_scenarios,781.6107560756307,1,0,260.0,260.0,142,790.264178154697,0.03,0.012,0.85,0.03,0.03,0.75
EIR,1,79,8482021231544291946,evaluation,sweep:anomaly_pair:shared_scenarios,781.6107560756307,0,0,inf,inf,152,729.9287567233381,0.03,0.012,0.85,0.03,0.03,0.75
EIR,1,80,8572359643849801088,evaluation,sweep:anomaly_pair:shared_scenarios,781.6107560756307,1,0,237.0,237.0,126,821.280519453816,0.03,0.012,0.85,0.03,0.03,0.75
EIR,1,81,1424939271370788939,evaluation,sweep:anomaly_pair:shared_scenarios,781.6107560756307,0,0,inf,inf,134,602.7260286596279,0.03,0.012,0.85,0.03,0.03,0.75
EIR,1,82,2369879321975221228,evaluation,sweep:anomaly_pair:shared_scenarios,781.6107560756307,1,0,232.0,232.0,114,816.8982217891123,0.03,0.012,0.85,0.03,0.03,0.75
EIR,1,83,5335013303513502959,evaluation,sweep:anomaly_pair:shared_scenarios,781.6107560756307,0,0,inf,inf,140,687.0144446901708,0.03,0.012,0.85,0.03,0.03,0.75
EIR,1,84,4027798783484782529,evaluation,sweep:anomaly_pair:shared_scenarios,781.6107560756307,0,0,inf,inf,163,641.2035755688878,0.03,0.012,0.85,0.03,0.03,0.75
EIR,1,85,5912326982261738421,evaluation,sweep:anomaly_pair:shared_scenarios,781.6107560756307,1,0,124.0,124.0,62,782.9568461432619,0.03,0.012,0.85,0.03,0.03,0.75
EIR,1,86,923988592045466719,evaluation,sweep:anomaly_pair:shared_scenarios,781.6107560756307,0,0,inf,inf,135,670.9322725484569,0.03,0.012,0.85,0.03,0.03,0.75
EIR,1,87,6368244501412419872,evaluation,sweep:anomaly_pair:shared_scenarios,781.6107560756307,0,0,inf,inf,140,704.1603566780967,0.03,0.012,0.85,0.03,0.03,0.75
EIR,1,88,3077504097937725429,evaluation,sweep:anomaly_pair:shared_scenarios,781.6107560756307,0,0,inf,inf,132,623.5486061069059,0.03,0.012,0.85,0.03,0.03,0.75
EIR,1,89,6245622934680317091,evaluation,sweep:anomaly_pair:shared_scenarios,781.6107560756307,0,0,inf,inf,130,672.6804617580719,0.03,0.012,0.85,0.03,0.03,0.75
EIR,1,90,1219514998880840263,evaluation,sweep:anomaly_pair:shared_scenarios,781.6107560756307,0,0,inf,inf,147,688.3399471656655,0.03,0.012,0.85,0.03,0.03,0.75
EIR,1,91,5829956910558544642,evaluation,sweep:anomaly_pair:shared_scenarios,781.6107560756307,0,0,inf,inf,149,729.9517976002022,0.03,0.012,0.85,0.03,0.03,0.75
EIR,1,92,6840292449113182281,evaluation,sweep:anomaly_pair:shared_scenarios,781.6107560756307,0,0,inf,inf,131,682.7023872847213,0.03,0.012,0.85,0.03,0.03,0.75
EIR,1,93,9091431598691405206,evaluation,sweep:anomaly_pair:shared_scenarios,781.6107560756307,0,0,inf,inf,132,614.1114627740583,0.03,0.012,0.85,0.03,0.03,0.75
EIR,1,94,6736766508368669940,evaluation,sweep:anomaly_pair:shared_scenarios,781.6107560756307,1,0,267.0,267.0,149,786.3089604593775,0.03,0.012,0.85,0.03,0.03,0.75
EIR,1,95,6096435560546063262,evaluation,sweep:anomaly_pair:shared_scenarios,781.6107560756307,1,0,253.0,253.0,126,793.5121599057277,0.03,0.012,0.85,0.03,0.03,0.75
EIR,1,96,4541940771770081984,evaluation,sweep:anomaly_pair:shared_scenarios,781.6107560756307,0,0,inf,inf,142,775.6488260122269,0.03,0.012,0.85,0.03,0.03,0.75
EIR,1,97,9068442804642617756,evaluation,sweep:anomaly_pair:shared_scenarios,781.6107560756307,1,0,237.0,237.0,122,800.7945894988004,0.03,0.012,0.85,0.03,0.03,0.75
EIR,1,98,6824204678650647536,evaluation,sweep:anomaly_pair:shared_scenarios,781.6107560756307,0,0,inf,inf,138,741.124778419762,0.03,0.012,0.85,0.03,0.03,0.75
EIR,1,99,3418325795750838812,evaluation,sweep:anomaly_pair:shared_scenarios,781.6107560756307,1,0,215.0,215.0,120,801.7933039251645,0.03,0.012,0.85,0.03,0.03,0.75
EIR,1,100,4227710830009589974,evaluation,sweep:anomaly_pair:shared_scenarios,781.6107560756307,0,0,inf,inf,139,663.8389140388668,0.03,0.012,0.85,0.03,0.03,0.75
EIR,1,101,8754735168544148669,evaluation,sweep:anomaly_pair:shared_scenarios,781.6107560756307,0,0,inf,inf,147,698.488600543935,0.03,0.012,0.85,0.03,0.03,0.75
EIR,1,102,2067051276334988237,evaluation,sweep:anomaly_pair:shared_scenarios,781.6107560756307,0,0,inf,inf,150,664.1644939024734,0.03,0.012,0.85,0.03,0.03,0.75
EIR,1,103,7753193542792604231,evaluation,sweep:anomaly_pair:shared_scenarios,781.6107560756307,0,0,inf,inf,145,768.0894321284361,0.03,0.012,0.85,0.03,0.03,0.75
EIR,1,104,1318886921696210071,evaluation,sweep:anomaly_pair:shared_scenarios,781.6107560756307,0,0,inf,inf,143,732.6791268891728,0.03,0.012,0.85,0.03,0.03,0.75
EIR,1,105,8032630370394000248,evaluation,sweep:anomaly_pair:shared_scenarios,781.6107560756307,0,0,inf,inf,157,751.9634837463952,0.03,0.012,0.85,0.03,0.03,0.75
EIR,1,106,974677594275366088,evaluation,sweep:anomaly_pair:shared_scenarios,781.6107560756307,0,0,inf,inf,148,632.3995439774691,0.03,0.012,0.85,0.03,0.03,0.75
EIR,1,107,2701808187414346030,evaluation,sweep:anomaly_pair:shared_scenarios,781.6107560756307,0,0,inf,inf,144,710.3782643425055,0.03,0.012,0.85,0.03,0.03,0.75
EIR,1,108,8798034269066904275,evaluation,sweep:anomaly_pair:shared_scenarios,781.6107560756307,0,0,inf,inf,133,595.4777622149263,0.03,0.012,0.85,0.03,0.03,0.75
EIR,1,109,3893140895181544612,evaluation,sweep:anomaly_pair:shared_scenarios,781.6107560756307,1,0,257.0,257.0,132,783.6129066696013,0.03,0.012,0.85,0.03,0.03,0.75
EIR,1,110,3639772176279627209,evaluation,sweep:anomaly_pair:shared_scenarios,781.6107560756307,1,0,229.0,229.0,127,783.336983492464,0.03,0.012,0.85,0.03,0.03,0.75
EIR,1,111,58083384889561894,evaluation,sweep:anomaly_pair:shared_scenarios,781.6107560756307,1,0,288.0,288.0,159,804.4198802597705,0.03,0.012,0.85,0.03,0.03,0.75
EIR,1,112,7913813887265165460,evaluation,sweep:anomaly_pair:shared_scenarios,781.6107560756307,0,0,inf,inf,150,686.2643379614206,0.03,0.012,0.85,0.03,0.03,0.75
EIR,1,113,5153237889349398166,evaluation,sweep:anomaly_pair:shared_scenarios,781.6107560756307,1,0,279.0,279.0,142,781.7465804958067,0.03,0.012,0.85,0.03,0.03,0.75
EIR,1,114,2343289298259304991,evaluation,sweep:anomaly_pair:shared_scenarios,781.6107560756307,0,0,inf,inf,126,600.9825488592124,0.03,0.012,0.85,0.03,0.03,0.75
EIR,1,115,359739774734663426,evaluation,sweep:anomaly_pair:shared_scenarios,781.6107560756307,1,0,136.0,136.0,73,790.8300672229664,0.03,0.012,0.85,0.03,0.03,0.75
EIR,1,116,6659824315736637162,evaluation,sweep:anomaly_pair:shared_scenarios,781.6107560756307,0,0,inf,inf,156,722.2235359103212,0.03,0.012,0.85,0.03,0.03,0.75
EIR,1,117,1870239271313864962,evaluation,sweep:anomaly_pair:shared_scenarios,781.6107560756307,1,0,227.0,227.0,109,790.2689608762207,0.03,0.012,0.85,0.03,0.03,0.75
EIR,1,118,8839508061415204211,evaluation,sweep:anomaly_pair:shared_scenarios,781.6107560756307,1,0,273.0,273.0,142,796.8373236938492,0.03,0.012,0.85,0.03,0.03,0.75
EIR,1,119,7506128814033192075,evaluation,sweep:anomaly_pair:shared_scenarios,781.6107560756307,0,0,inf,inf,128,646.8515457591425,0.03,0.012,0.85,0.03,0.03,0.75
EIR,1,120,8154165292108182957,evaluation,sweep:anomaly_pair:shared_scenarios,781.6107560756307,1,0,236.0,236.0,130,790.374999562341,0.03,0.012,0.85,0.03,0.03,0.75
EIR,1,121,1135386913184473080,evaluation,sweep:anomaly_pair:shared_scenarios,781.6107560756307,0,0,inf,inf,170,705.0090573900275,0.03,0.012,0.85,0.03,0.03,0.75
EIR,1,122,2326157264239897290,evaluation,sweep:anomaly_pair:shared_scenarios,781.6107560756307,0,0,inf,inf,144,675.647168690229,0.03,0.012,0.85,0.03,0.03,0.75
EIR,1,123,3653273895957871957,evaluation,sweep:anomaly_pair:shared_scenarios,781.6107560756307,0,0,inf,inf,143,694.8192079607303,0.03,0.012,0.85,0.03,0.03,0.75
EIR,1,124,5662017936011922453,evaluation,sweep:anomaly_pair:shared_scenarios,781.6107560756307,0,0,inf,inf,133,605.5431081500038,0.03,0.012,0.85,0.03,0.03,0.75
EIR,1,125,6379439893792513308,evaluation,sweep:anomaly_pair:shared_scenarios,781.6107560756307,0,0,inf,inf,148,738.4809755444439,0.03,0.012,0.85,0.03,0.03,0.75
EIR,1,126,2320175593429185314,evaluation,sweep:anomaly_pair:shared_scenarios,781.6107560756307,1,0,299.0,299.0,149,785.322791393503,0.03,0.012,0.85,0.03,0.03,0.75
EIR,1,127,7178250070168823112,evaluation,sweep:anomaly_pair:shared_scenarios,781.6107560756307,0,0,inf,inf,129,550.347617799765,0.03,0.012,0.85,0.03,0.03,0.75
EIR,1,128,2902112500657141058,evaluation,sweep:anomaly_pair:shared_scenarios,781.6107560756307,1,0,223.0,223.0,123,781.7005119309792,0.03,0.012,0.85,0.03,0.03,0.75
EIR,1,129,1285734487053678552,evaluation,sweep:anomaly_pair:shared_scenarios,781.6107560756307,1,0,168.0,168.0,90,829.0747285494234,0.03,0.012,0.85,0.03,0.03,0.75
EIR,1,130,4089093350770479178,evaluation,sweep:anomaly_pair:shared_scenarios,781.6107560756307,1,0,243.0,243.0,124,787.629906123064,0.03,0.012,0.85,0.03,0.03,0.75
EIR,1,131,8029513871136873758,evaluation,sweep:anomaly_pair:shared_scenarios,781.6107560756307,1,0,261.0,261.0,131,789.5666212059319,0.03,0.012,0.85,0.03,0.03,0.75
EIR,1,132,443676445763521725,evaluation,sweep:anomaly_pair:shared_scenarios,781.6107560756307,0,0,inf,inf,149,754.9975362695171,0.03,0.012,0.85,0.03,0.03,0.75
EIR,1,133,9116722392998281962,evaluation,sweep:anomaly_pair:shared_scenarios,781.6107560756307,0,0,inf,inf,145,748.8132349604092,0.03,0.012,0.85,0.03,0.03,0.75
EIR,1,134,6817522280020503027,evaluation,sweep:anomaly_pair:shared_scenarios,781.6107560756307,1,0,225.0,225.0,117,809.2876925527339,0.03,0.012,0.85,0.03,0.03,0.75
EIR,1,135,5834728471991940044,evaluation,sweep:anomaly_pair:shared_scenarios,781.6107560756307,1,0,300.0,300.0,145,782.331035373316,0.03,0.012,0.85,0.03,0.03,0.75
EIR,1,136,208451632810449416,evaluation,sweep:anomaly_pair:shared_scenarios,781.6107560756307,1,0,144.0,144.0,78,783.5571011512552,0.03,0.012,0.85,0.03,0.03,0.75
EIR,1,137,8187071311435356915,evaluation,sweep:anomaly_pair:shared_scenarios,781.6107560756307,1,0,174.0,174.0,82,791.1627485965763,0.03,0.012,0.85,0.03,0.03,0.75
EIR,1,138,7393931718938071017,evaluation,sweep:anomaly_pair:shared_scenarios,781.6107560756307,0,0,inf,inf,146,688.1453507437403,0.03,0.012,0.85,0.03,0.03,0.75
EIR,1,139,1131355359767446451,evaluation,sweep:anomaly_pair:shared_scenarios,781.6107560756307,0,0,inf,inf,136,731.8426194431962,0.03,0.012,0.85,0.03,0.03,0.75
EIR,1,140,2761764643002550202,evaluation,sweep:anomaly_pair:shared_scenarios,781.6107560756307,0,0,inf,inf,147,769.1125487902618,0.03,0.012,0.85,0.03,0.03,0.75
EIR,1,141,2727199517406581837,evaluation,sweep:anomaly_pair:shared_scenarios,781.6107560756307,1,0,132.0,132.0,85,782.8775145370302,0.03,0.012,0.85,0.03,0.03,0.75
EIR,1,142,1782237944866256770,evaluation,sweep:anomaly_pair:shared_scenarios,781.6107560756307,0,0,inf,inf,161,744.5574579597098,0.03,0.012,0.85,0.03,0.03,0.75
EIR,1,143,7785870971549923236,evaluation,sweep:anomaly_pair:shared_scenarios,781.6107560756307,0,0,inf,inf,149,706.7135445395497,0.03,0.012,0.85,0.03,0.03,0.75
EIR,1,144,9147332314203527141,evaluation,sweep:anomaly_pair:shared_scenarios,781.6107560756307,1,0,239.0,239.0,120,784.0163923624768,0.03,0.012,0.85,0.03,0.03,0.75
EIR,1,145,7329294430137795908,evaluation,sweep:anomaly_pair:shared_scenarios,781.6107560756307,0,0,inf,inf,155,748.9286402464155,0.03,0.012,0.85,0.03,0.03,0.75
EIR,1,146,5811848129040705768,evaluation,sweep:anomaly_pair:shared_scenarios,781.6107560756307,0,0,inf,inf,153,668.818635611059,0.03,0.012,0.85,0.03,0.03,0.75
EIR,1,147,2664568565591229405,evaluation,sweep:anomaly_pair:shared_scenarios,781.6107560756307,0,0,inf,inf,163,776.2613503336518,0.03,0.012,0.85,0.03,0.03,0.75
EIR,1,148,2368006410216183544,evaluation,sweep:anomaly_pair:shared_scenarios,781.6107560756307,0,0,inf,inf,153,748.5580734176783,0.03,0.012,0.85,0.03,0.03,0.75
EIR,1,149,1120094509717293511,evaluation,sweep:anomaly_pair:shared_scenarios,781.6107560756307,1,0,229.0,229.0,127,805.03703864348,0.03,0.012,0.85,0.03,0.03,0.75
EIR,0,0,1047713344001866286,evaluation,sweep:anomaly_pair:shared_scenarios,781.6107560756307,0,0,inf,inf,109,578.1718052227509,0.06,0.024,0.85,0.03,0.03,0.75
EIR,0,1,7555151126145997115,evaluation,sweep:anomaly_pair:shared_scenarios,781.6107560756307,0,0,inf,inf,128,625.3185635247187,0.06,0.024,0.85,0.03,0.03,0.75
EIR,0,2,1259687356397792456,evaluation,sweep:anomaly_pair:shared_scenarios,781.6107560756307,0,0,inf,inf,119,650.6292433101021,0.06,0.024,0.85,0.03,0.03,0.75
EIR,0,3,1430804082914897170,evaluation,sweep:anomaly_pair:shared_scenarios,781.6107560756307,0,0,inf,inf,121,691.9149217953156,0.06,0.024,0.85,0.03,0.03,0.75
EIR,0,4,7454177810187104479,evaluation,sweep:anomaly_pair:shared_scenarios,781.6107560756307,0,0,inf,inf,133,700.4154576061228,0.06,0.024,0.85,0.03,0.03,0.75
EIR,0,5,5937828939846575505,evaluation,sweep:anomaly_pair:shared_scenarios,781.6107560756307,0,0,inf,285.0,131,853.1359063326297,0.06,0.024,0.85,0.03,0.03,0.75
EIR,0,6,7014685984281757939,evaluation,sweep:anomaly_pair:shared_scenarios,781.6107560756307,0,0,inf,inf,101,530.1500248907314,0.06,0.024,0.85,0.03,0.03,0.75
EIR,0,7,6146347236995693084,evaluation,sweep:anomaly_pair:shared_scenarios,781.6107560756307,0,0,inf,inf,116,633.6530781242633,0.06,0.024,0.85,0.03,0.03,0.75
EIR,0,8,9202743307007165935,evaluation,sweep:anomaly_pair:shared_scenarios,781.6107560756307,0,0,inf,inf,139,735.7256892934186,0.06,0.024,0.85,0.03,0.03,0.75
EIR,0,9,6480102099986476489,evaluation,sweep:anomaly_pair:shared_scenarios,781.6107560756307,0,0,inf,inf,121,580.215507090908,0.06,0.024,0.85,0.03,0.03,0.75
EIR,0,10,3097537339600166127,evaluation,sweep:anomaly_pair:shared_scenarios,781.6107560756307,0,0,inf,inf,112,645.0334407928892,0.06,0.024,0.85,0.03,0.03,0.75
EIR,0,11,976092875380358595,evaluation,sweep:anomaly_pair:shared_scenarios,781.6107560756307,0,0,inf,inf,117,580.469859077726,0.06,0.024,0.85,0.03,0.03,0.75
EIR,0,12,7113629430278804422,evaluation,sweep:anomaly_pair:shared_scenarios,781.6107560756307,0,0,inf,inf,137,602.2476612847465,0.06,0.024,0.85,0.03,0.03,0.75
EIR,0,13,1250214591025988146,evaluation,sweep:anomaly_pair:shared_scenarios,781.6107560756307,0,0,inf,inf,144,711.0431175146631,0.06,0.024,0.85,0.03,0.03,0.75
EIR,0,14,8771431426918446343,evaluation,sweep:anomaly_pair:shared_scenarios,781.6107560756307,0,0,inf,270.0,135,794.1281101279583,0.06,0.024,0.85,0.03,0.03,0.75
EIR,0,15,8336122129266868585,evaluation,sweep:anomaly_pair:shared_scenarios,781.6107560756307,0,0,inf,inf,117,645.8192602859549,0.06,0.024,0.85,0.03,0.03,0.75
EIR,0,16,1138674471197130907,evaluation,sweep:anomaly_pair:shared_scenarios,781.6107560756307,0,0,inf,inf,128,728.1630017667378,0.06,0.024,0.85,0.03,0.03,0.75
EIR,0,17,3955141780509455750,evaluation,sweep:anomaly_pair:shared_scenarios,781.6107560756307,0,0,inf,inf,120,652.5614347649704,0.06,0.024,0.85,0.03,0.03,0.75
EIR,0,18,8350857887474192520,evaluation,sweep:anomaly_pair:shared_scenarios,781.6107560756307,0,0,inf,inf,141,761.3357329174488,0.06,0.024,0.85,0.03,0.03,0.75
EIR,0,19,3002262256370000482,evaluation,sweep:anomaly_pair:shared_scenarios,781.6107560756307,0,0,inf,inf,138,771.9873425193734,0.06,0.024,0.85,0.03,0.03,0.75
EIR,0,20,7737614502291113857,evaluation,sweep:anomaly_pair:shared_scenarios,781.6107560756307,0,0,inf,inf,106,629.5363189673867,0.06,0.024,0.85,0.03,0.03,0.75
EIR,0,21,1159499525955130656,evaluation,sweep:anomaly_pair:shared_scenarios,781.6107560756307,0,0,inf,inf,131,668.4131382255771,0.06,0.024,0.85,0.03,0.03,0.75
EIR,0,22,6722249182019602760,evaluation,sweep:anomaly_pair:shared_scenarios,781.6107560756307,0,0,inf,260.0,140,897.6311304683524,0.06,0.024,0.85,0.03,0.03,0.75
EIR,0,23,3889498521170790532,evaluation,sweep:anomaly_pair:shared_scenarios,781.6107560756307,0,0,inf,inf,145,716.7070138653326,0.06,0.024,0.85,0.03,0.03,0.75
EIR,0,24,8178258924638951141,evaluation,sweep:anomaly_pair:shared_scenarios,781.6107560756307,0,0,inf,inf,116,663.2867827430546,0.06,0.024,0.85,0.03,0.03,0.75
EIR,0,25,1580841551219905768,evaluation,sweep:anomaly_pair:shared_scenarios,781.6107560756307,0,0,inf,inf,122,541.2361636905239,0.06,0.024,0.85,0.03,0.03,0.75
EIR,0,26,1120198998263096076,evaluation,sweep:anomaly_pair:shared_scenarios,781.6107560756307,0,0,inf,inf,116,682.3449073536423,0.06,0.024,0.85,0.03,0.03,0.75
EIR,0,27,1744574337250120823,evaluation,sweep:anomaly_pair:shared_scenarios,781.6107560756307,0,0,inf,inf,111,529.0282602738739,0.06,0.024,0.85,0.03,0.03,0.75
EIR,0,28,7048602670693853505,evaluation,sweep:anomaly_pair:shared_scenarios,781.6107560756307,0,0,inf,inf,121,529.2739344422495,0.06,0.024,0.85,0.03,0.03,0.75
EIR,0,29,8081939220026944230,evaluation,sweep:anomaly_pair:shared_scenarios,781.6107560756307,0,0,inf,inf,107,593.0089457074625,0.06,0.024,0.85,0.03,0.03,0.75
EIR,0,30,3435175612167908758,evaluation,sweep:anomaly_pair:shared_scenarios,781.6107560756307,0,0,inf,inf,139,635.4446450876619,0.06,0.024,0.85,0.03,0.03,0.75
EIR,0,31,7359376119878297463,evaluation,sweep:anomaly_pair:shared_scenarios,781.6107560756307,0,0,inf,inf,120,650.4270814610417,0.06,0.024,0.85,0.03,0.03,0.75
EIR,0,32,4016942084940580155,evaluation,sweep:anomaly_pair:shared_scenarios,781.6107560756307,0,0,inf,inf,124,711.724459208958,0.06,0.024,0.85,0.03,0.03,0.75
EIR,0,33,1269542010092226535,evaluation,sweep:anomaly_pair:shared_scenarios,781.6107560756307,0,0,inf,inf,148,702.7286002204103,0.06,0.024,0.85,0.03,0.03,0.75
EIR,0,34,3577121767678550724,evaluation,sweep:anomaly_pair:shared_scenarios,781.6107560756307,0,0,inf,inf,117,645.2952985444588,0.06,0.024,0.85,0.03,0.03,0.75
EIR,0,35,2279726789233576752,evaluation,sweep:anomaly_pair:shared_scenarios,781.6107560756307,0,0,inf,inf,120,566.13368051225,0.06,0.024,0.85,0.03,0.03,0.75
EIR,0,36,2067295659130634531,evaluation,sweep:anomaly_pair:shared_scenarios,781.6107560756307,0,0,inf,230.0,126,786.948776793335,0.06,0.024,0.85,0.03,0.03,0.75
EIR,0,37,2783174527500844120,evaluation,sweep:anomaly_pair:shared_scenarios,781.6107560756307,0,0,inf,inf,126,643.2761065568016,0.06,0.024,0.85,0.03,0.03,0.75
EIR,0,38,6999284181578280971,evaluation,sweep:anomaly_pair:shared_scenarios,781.6107560756307,0,0,inf,inf,124,506.6315190546079,0.06,0.024,0.85,0.03,0.03,0.75
EIR,0,39,2721030498397497206,evaluation,sweep:anomaly_pair:shared_scenarios,781.6107560756307,0,0,inf,inf,124,695.6812202895267,0.06,0.024,0.85,0.03,0.03,0.75
EIR,0,40,4370146849211159193,evaluation,sweep:anomaly_pair:shared_scenarios,781.6107560756307,0,0,inf,282.0,135,817.6595356424737,0.06,0.024,0.85,0.03,0.03,0.75
EIR,0,41,100931594992729856,evaluation,sweep:anomaly_pair:shared_scenarios,781.6107560756307,0,0,inf,inf,112,677.3551345585955,0.06,0.024,0.85,0.03,0.03,0.75
EIR,0,42,9122411650296708094,evaluation,sweep:anomaly_pair:shared_scenarios,781.6107560756307,0,0,inf,inf,120,574.1549535475049,0.06,0.024,0.85,0.03,0.03,0.75
EIR,0,43,8807961794672273694,evaluation,sweep:anomaly_pair:shared_scenarios,781.6107560756307,0,0,inf,inf,118,589.105433759733,0.06,0.024,0.85,0.03,0.03,0.75
EIR,0,44,4039465025297310671,evaluation,sweep:anomaly_pair:shared_scenarios,781.6107560756307,0,0,inf,inf,125,721.9732848094826,0.06,0.024,0.85,0.03,0.03,0.75
EIR,0,45,1303065415136621520,evaluation,sweep:anomaly_pair:shared_scenarios,781.6107560756307,0,0,inf,inf,117,544.8921066206678,0.06,0.024,0.85,0.03,0.03,0.75
EIR,0,46,5529452567520039289,evaluation,sweep:anomaly_pair:shared_scenarios,781.6107560756307,0,0,inf,inf,108,537.598704574824,0.06,0.024,0.85,0.03,0.03,0.75
EIR,0,47,3398373731648388441,evaluation,sweep:anomaly_pair:shared_scenarios,781.6107560756307,0,0,inf,inf,130,719.3228742890024,0.06,0.024,0.85,0.03,0.03,0.75
EIR,0,48,8200444180592309156,evaluation,sweep:anomaly_pair:shared_scenarios,781.6107560756307,0,0,inf,inf,132,699.6810283108946,0.06,0.024,0.85,0.03,0.03,0.75
EIR,0,49,5621496965372644875,evaluation,sweep:anomaly_pair:shared_scenarios,781.6107560756307,0,0,inf,inf,119,630.7796736930588,0.06,0.024,0.85,0.03,0.03,0.75
EIR,0,50,327914488649627036,evaluation,sweep:anomaly_pair:shared_scenarios,781.6107560756307,0,0,inf,inf,102,606.8947998562371,0.06,0.024,0.85,0.03,0.03,0.75
EIR,0,51,7432708170281275218,evaluation,sweep:anomaly_pair:shared_scenarios,781.6107560756307,0,0,inf,inf,132,663.172014021857,0.06,0.024,0.85,0.03,0.03,0.75
EIR,0,52,3802370265261614175,evaluation,sweep:anomaly_pair:shared_scenarios,781.6107560756307,0,0,inf,inf,137,627.4335918744436,0.06,0.024,0.85,0.03,0.03,0.75
EIR,0,53,4038171143014284082,evaluation,sweep:anomaly_pair:shared_scenarios,781.6107560756307,0,0,inf,inf,126,670.1768941319875,0.06,0.024,0.85,0.03,0.03,0.75
EIR,0,54,3336529761683344824,evaluation,sweep:anomaly_pair:shared_scenarios,781.6107560756307,0,0,inf,inf,116,618.2603434070643,0.06,0.024,0.85,0.03,0.03,0.75
EIR,0,55,1760523074528716079,evaluation,sweep:anomaly_pair:shared_scenarios,781.6107560756307,0,0,inf,inf,118,586.9907859287639,0.06,0.024,0.85,0.03,0.03,0.75
EIR,0,56,7456372500045997966,evaluation,sweep:anomaly_pair:shared_scenarios,781.6107560756307,0,0,inf,inf,129,699.8392867356414,0.06,0.024,0.85,0.03,0.03,0.75
EIR,0,57,380633820391136789,evaluation,sweep:anomaly_pair:shared_scenarios,781.6107560756307,0,0,inf,inf,112,547.6152273263368,0.06,0.024,0.85,0.03,0.03,0.75
EIR,0,58,7723030530287328423,evaluation,sweep:anomaly_pair:shared_scenarios,781.6107560756307,0,0,inf,inf,119,580.3939382777883,0.06,0.024,0.85,0.03,0.03,0.75
