strategy,state_h1,detected,pre_onset_alarm,detection_time,first_alarm_time,transmissions,max_gateway_evidence
TR,0,0,0,inf,inf,2,12.351910467477122
TR,0,0,0,inf,inf,1,7.415259000052077
TR,0,0,0,inf,inf,0,0.0
TR,0,0,0,inf,inf,0,0.0
TR,0,0,0,inf,inf,0,0.0
TR,0,0,0,inf,inf,0,0.0
TR,0,0,0,inf,12.0,3,23.47647540802423
TR,0,0,0,inf,inf,1,3.0155061298453245
TR,0,0,0,inf,inf,0,0.0
TR,0,0,0,inf,inf,1,14.9325351334961
TR,0,0,0,inf,inf,0,0.0
TR,0,0,0,inf,inf,1,4.782606625099812
TR,0,0,0,inf,inf,1,15.360813648583484
TR,0,0,0,inf,inf,2,6.568744430572611
TR,0,0,0,inf,inf,0,0.0
TR,0,0,0,inf,inf,0,0.0
TR,0,0,0,inf,inf,1,3.9533143017277395
TR,0,0,0,inf,inf,1,14.382434099217136
TR,0,0,0,inf,inf,0,0.0
TR,0,0,0,inf,inf,0,0.0
TR,0,0,0,inf,inf,0,0.0
TR,0,0,0,inf,inf,2,23.15506040950359
TR,0,0,0,inf,6.0,1,26.361227120927932
TR,0,0,0,inf,inf,0,0.0
TR,0,0,0,inf,inf,1,13.437834505762467
TR,0,0,0,inf,6.0,2,25.380419527827044
TR,0,0,0,inf,inf,0,0.0
TR,0,0,0,inf,inf,1,2.6196502737901275
TR,0,0,0,inf,inf,0,0.0
TR,0,0,0,inf,inf,1,3.7414288756305227
TR,0,0,0,inf,inf,0,0.0
TR,0,0,0,inf,inf,1,3.609096419185412
TR,0,0,0,inf,inf,0,0.0
TR,0,0,0,inf,inf,0,0.0
TR,0,0,0,inf,inf,0,0.0
TR,0,0,0,inf,inf,0,0.0
TR,0,0,0,inf,inf,1,17.441038599435416
TR,0,0,0,inf,inf,1,5.5563590960851394
TR,0,0,0,inf,inf,0,0.0
TR,0,0,0,inf,inf,1,5.686498440347469
TR,0,0,0,inf,inf,0,0.0
TR,0,0,0,inf,inf,0,0.0
TR,0,0,0,inf,inf,0,0.0
TR,0,0,0,inf,inf,1,9.306220431208022
TR,0,0,0,inf,inf,0,0.0
TR,0,0,0,inf,inf,0,0.0
TR,0,0,0,inf,inf,1,12.682000103468868
TR,0,0,0,inf,inf,1,4.861784158229533
TR,0,0,0,inf,inf,1,4.853608885588895
TR,0,0,0,inf,inf,1,15.859578362894487
TR,0,0,0,inf,inf,1,14.51585725034578
TR,0,0,0,inf,inf,0,0.0
TR,0,0,0,inf,inf,0,0.0
TR,0,0,0,inf,inf,0,0.0
TR,0,0,0,inf,inf,0,0.0
TR,0,0,0,inf,inf,0,0.0
TR,0,0,0,inf,inf,1,11.660668690338111
TR,0,0,0,inf,inf,0,0.0
TR,0,0,0,inf,inf,0,0.0
TR,0,0,0,inf,inf,2,3.3213547620239408
TR,0,0,0,inf,inf,0,0.0
TR,0,0,0,inf,inf,1,7.405577270791127
TR,0,0,0,inf,inf,0,0.0
TR,0,0,0,inf,inf,0,0.0
TR,0,0,0,inf,inf,0,0.0
TR,0,0,0,inf,inf,1,18.640142812671378
TR,0,0,0,inf,inf,0,0.0
TR,0,0,0,inf,inf,2,12.63053952900908
TR,0,0,0,inf,inf,0,0.0
TR,0,0,0,inf,inf,1,2.2290098592114638
TR,0,0,0,inf,inf,0,0.0
TR,0,0,0,inf,inf,0,0.0
TR,0,0,0,inf,inf,0,0.0
TR,0,0,0,inf,inf,0,0.0
TR,0,0,0,inf,inf,0,0.0
TR,0,0,0,inf,inf,0,0.0
TR,0,0,0,inf,inf,0,0.0
TR,0,0,0,inf,inf,1,19.93522817676916
TR,0,0,0,inf,inf,0,0.0
TR,0,0,0,inf,inf,0,0.0
TR,0,0,0,inf,inf,0,0.0
TR,0,0,0,inf,inf,3,21.473497348320873
TR,0,0,0,inf,inf,0,0.0
TR,0,0,0,inf,inf,0,0.0
TR,0,0,0,inf,inf,0,0.0
TR,0,0,0,inf,inf,0,0.0
TR,0,0,0,inf,inf,1,10.217326267865044
TR,0,0,0,inf,6.0,2,26.1619596489941
TR,0,0,0,inf,inf,1,16.831335978596723
TR,0,0,0,inf,inf,1,9.104477076583821
TR,0,0,0,inf,inf,1,6.297754734097961
TR,0,0,0,inf,inf,0,0.0
TR,0,0,0,inf,inf,0,0.0
TR,0,0,0,inf,inf,0,0.0
TR,0,0,0,inf,inf,0,0.0
TR,0,0,0,inf,inf,0,0.0
TR,0,0,0,inf,inf,0,0.0
TR,0,0,0,inf,inf,0,0.0
TR,0,0,0,inf,inf,1,3.246774059364488
TR,0,0,0,inf,inf,0,0.0
TR,0,0,0,inf,inf,0,0.0
TR,0,0,0,inf,inf,1,11.983093009277738
TR,0,0,0,inf,inf,0,0.0
TR,0,0,0,inf,inf,0,0.0
TR,0,0,0,inf,inf,2,9.077607971982841
TR,0,0,0,inf,inf,1,17.72700184323568
TR,0,0,0,inf,inf,2,2.996094495979387
TR,0,0,0,inf,inf,0,0.0
TR,0,0,0,inf,inf,0,0.0
TR,0,0,0,inf,6.0,1,25.714470343702477
TR,0,0,0,inf,inf,0,0.0
TR,0,0,0,inf,inf,0,0.0
TR,0,0,0,inf,inf,1,6.42072081937886
TR,0,0,0,inf,inf,0,0.0
TR,0,0,0,inf,inf,0,0.0
TR,0,0,0,inf,inf,0,0.0
TR,0,0,0,inf,inf,0,0.0
TR,0,0,0,inf,inf,1,3.507737239280464
TR,0,0,0,inf,inf,0,0.0
TR,0,0,0,inf,inf,0,0.0
TR,0,0,0,inf,inf,1,2.4566655313932455
TR,0,0,0,inf,inf,0,0.0
TR,0,0,0,inf,6.0,1,26.035100920048574
TR,0,0,0,inf,inf,0,0.0
TR,0,0,0,inf,inf,0,0.0
TR,0,0,0,inf,inf,0,0.0
TR,0,0,0,inf,inf,0,0.0
TR,0,0,0,inf,inf,1,2.229105437842244
TR,0,0,0,inf,inf,0,0.0
TR,0,0,0,inf,inf,0,0.0
TR,0,0,0,inf,inf,1,16.496032696666997
TR,0,0,0,inf,inf,1,3.68523287077871
TR,0,0,0,inf,inf,1,18.179779594377734
TR,0,0,0,inf,inf,1,22.7520241276561
TR,0,0,0,inf,inf,2,15.252593785246948
TR,0,0,0,inf,inf,0,0.0
TR,0,0,0,inf,inf,0,0.0
TR,0,0,0,inf,inf,0,0.0
TR,0,0,0,inf,inf,1,16.76910537133933
TR,0,0,0,inf,inf,0,0.0
TR,0,0,0,inf,inf,0,0.0
TR,0,0,0,inf,inf,2,10.576180310471047
TR,0,0,0,inf,inf,2,4.890600809497623
TR,0,0,0,inf,inf,1,2.417248604624537
TR,0,0,0,inf,inf,1,3.937748457026847
TR,0,0,0,inf,inf,1,6.719318102008944
TR,0,0,0,inf,inf,0,0.0
TR,0,0,0,inf,inf,0,0.0
TR,0,0,0,inf,inf,0,0.0
TR,0,0,0,inf,inf,0,0.0
TR,0,0,0,inf,inf,0,0.0
TR,0,0,0,inf,inf,1,3.736848885683972
TR,0,0,0,inf,inf,1,2.5337152467083737
TR,0,0,0,inf,inf,0,0.0
TR,0,0,0,inf,inf,2,21.927329608405078
TR,0,0,0,inf,inf,2,7.541079935233239
TR,0,0,0,inf,inf,0,0.0
TR,0,0,0,inf,inf,1,3.4714141610684606
TR,0,0,0,inf,inf,1,4.822995748398512
TR,0,0,0,inf,inf,1,7.338575147900623
TR,0,0,0,inf,inf,0,0.0
TR,0,0,0,inf,inf,1,15.632219720002212
TR,0,0,0,inf,inf,0,0.0
TR,0,0,0,inf,inf,1,13.62247930551936
TR,0,0,0,inf,inf,1,5.654931893400397
TR,0,0,0,inf,inf,1,3.6529732205593217
TR,0,0,0,inf,inf,0,0.0
TR,0,0,0,inf,inf,1,6.241442633728961
TR,0,0,0,inf,inf,0,0.0
TR,1,0,0,inf,inf,38,11.146778693355241
TR,1,0,0,inf,inf,47,12.077404971768365
TR,1,0,0,inf,inf,65,10.909304941474641
TR,1,0,0,inf,inf,27,8.463709915428423
TR,1,0,0,inf,inf,38,13.422823326389747
TR,1,0,0,inf,inf,36,12.006240449978481
TR,1,0,0,inf,inf,47,15.389430858370197
TR,1,0,0,inf,inf,63,13.45297505555402
TR,1,0,0,inf,inf,42,9.303961973954795
TR,1,0,0,inf,inf,33,8.87827453237831
TR,1,0,0,inf,inf,36,13.137338018033306
TR,1,0,0,inf,inf,66,12.775465881074522
TR,1,0,0,inf,inf,38,9.18363186888231
TR,1,0,0,inf,inf,24,9.29216137962834
TR,1,1,0,207.0,207.0,59,29.433323957911025
TR,1,0,0,inf,inf,54,11.342768818536952
TR,1,0,0,inf,inf,26,8.786236738900929
TR,1,0,0,inf,inf,53,12.934214351466006
TR,1,0,0,inf,inf,28,7.900089078152961
TR,1,0,0,inf,inf,44,12.671169744882107
TR,1,0,0,inf,inf,44,14.256869349435544
TR,1,0,0,inf,inf,65,13.607201029991797
TR,1,0,0,inf,inf,57,11.464771024778749
TR,1,0,0,inf,inf,76,16.752264287394205
TR,1,0,0,inf,inf,27,9.34823703270771
TR,1,0,0,inf,inf,24,10.864298544179025
TR,1,0,0,inf,inf,57,12.458566621253855
TR,1,0,0,inf,inf,55,16.023381291978332
TR,1,0,0,inf,inf,50,10.412094687737305
TR,1,0,0,inf,inf,45,10.57593412452594
TR,1,0,0,inf,inf,26,8.875964157575972
TR,1,0,0,inf,inf,31,8.524159300656441
TR,1,0,0,inf,inf,83,21.252724629517495
TR,1,0,1,inf,6.0,63,25.163067120691597
TR,1,0,0,inf,inf,37,10.776612078428398
TR,1,0,0,inf,inf,25,6.501994598609362
TR,1,0,0,inf,inf,63,12.658786683101813
TR,1,0,0,inf,inf,60,12.332207264381713
TR,1,0,0,inf,inf,26,8.714644007272256
TR,1,0,0,inf,inf,43,12.744894121240986
TR,1,0,0,inf,inf,34,8.508347334701067
TR,1,0,0,inf,inf,32,11.816810815559865
TR,1,0,0,inf,inf,36,10.045934679527084
TR,1,0,0,inf,inf,56,10.767829476622452
TR,1,0,0,inf,inf,36,11.762283492458977
TR,1,0,0,inf,inf,57,13.624158624723691
TR,1,0,0,inf,inf,30,20.48380232158726
TR,1,0,0,inf,inf,49,10.640987407244747
TR,1,0,0,inf,inf,60,13.434984033991807
TR,1,0,0,inf,inf,32,9.301079041475155
TR,1,0,0,inf,inf,19,7.692088936169143
TR,1,0,0,inf,inf,30,9.31992453110603
TR,1,0,0,inf,inf,53,10.800968752965701
TR,1,0,0,inf,inf,69,15.548633507481998
TR,1,0,0,inf,inf,32,9.400648909423907
TR,1,0,0,inf,inf,46,12.078898171820226
TR,1,0,0,inf,inf,68,12.256822502537677
TR,1,0,0,inf,inf,8,5.718252480624085
TR,1,0,0,inf,inf,27,9.077192878043881
TR,1,0,0,inf,inf,51,15.44901076510784
TR,1,0,0,inf,inf,48,19.257365283480162
TR,1,0,0,inf,inf,33,13.324432007759798
TR,1,0,0,inf,inf,54,10.921298932609037
TR,1,0,0,inf,inf,8,6.2300341460406585
TR,1,0,0,inf,inf,40,9.62246463478214
TR,1,0,0,inf,inf,39,10.810927409039513
TR,1,0,0,inf,inf,51,14.58989359737328
TR,1,0,0,inf,inf,36,10.799778274907274
TR,1,0,0,inf,inf,29,10.371219246394075
TR,1,0,1,inf,8.0,43,23.450563881823538
TR,1,0,0,inf,inf,36,10.647004617713893
TR,1,0,1,inf,7.0,28,25.045023574408717
TR,1,0,0,inf,inf,71,12.541229782471053
TR,1,0,0,inf,inf,75,15.976694825824731
TR,1,0,0,inf,inf,52,11.614397629829682
TR,1,0,0,inf,inf,43,16.81959075914347
TR,1,0,0,inf,inf,39,15.228345241067707
TR,1,0,0,inf,inf,68,13.221639578622707
TR,1,0,0,inf,inf,57,18.313645352609488
TR,1,0,0,inf,inf,57,10.620534985851428
TR,1,0,0,inf,inf,85,16.04767127505138
TR,1,0,0,inf,inf,35,9.746718954369994
TR,1,0,0,inf,inf,73,14.975473481179687
TR,1,0,0,inf,inf,25,9.672360325139435
TR,1,0,0,inf,inf,44,15.148856142815465
TR,1,0,0,inf,inf,30,7.7524520604091816
TR,1,0,0,inf,inf,36,12.159962051921982
TR,1,0,0,inf,inf,29,11.256011742795332
TR,1,0,0,inf,inf,39,9.238597352922978
TR,1,0,0,inf,inf,17,6.218459960661891
TR,1,0,0,inf,inf,54,13.73733384831681
TR,1,0,0,inf,inf,80,17.89480180233107
TR,1,0,0,inf,inf,38,11.57202356216261
TR,1,0,0,inf,inf,36,7.906591555220991
TR,1,0,0,inf,inf,81,15.65555143650876
TR,1,0,0,inf,inf,31,9.700042047546534
TR,1,0,0,inf,inf,36,12.244818685415076
TR,1,0,0,inf,inf,65,14.505365589960086
TR,1,0,0,inf,inf,55,14.965413075208646
TR,1,0,0,inf,inf,44,13.38914747786026
TR,1,0,0,inf,inf,27,8.7992919229231
TR,1,0,0,inf,inf,59,12.992966664882188
TR,1,0,0,inf,inf,25,15.652624726179926
TR,1,0,0,inf,inf,104,17.79308260157873
TR,1,0,0,inf,inf,44,16.867688204620553
TR,1,0,0,inf,inf,34,11.558621195557933
TR,1,0,0,inf,inf,37,10.961743450605526
TR,1,0,0,inf,inf,52,17.003392246510714
TR,1,0,0,inf,inf,51,10.225175740848277
TR,1,0,0,inf,inf,23,10.30958016109642
TR,1,0,0,inf,inf,17,8.581485588885467
TR,1,0,0,inf,inf,66,14.850375379897722
TR,1,0,0,inf,inf,46,8.346010253537392
TR,1,0,0,inf,inf,14,7.385446628282335
TR,1,0,1,inf,7.0,62,25.06541885949023
TR,1,0,0,inf,inf,73,17.756180344791908
TR,1,0,0,inf,inf,32,8.947430163965256
TR,1,0,0,inf,inf,46,10.089851626238827
TR,1,0,0,inf,inf,16,6.91910909143313
TR,1,0,0,inf,inf,41,12.513623656379897
TR,1,0,0,inf,inf,51,12.796861110225954
TR,1,0,0,inf,inf,52,15.214130202082139
TR,1,0,0,inf,inf,83,15.693599440651738
TR,1,0,0,inf,inf,41,11.319351078279627
TR,1,0,0,inf,inf,51,13.103511444048808
TR,1,0,0,inf,inf,26,7.885803502632834
TR,1,0,0,inf,inf,25,11.38396982933069
TR,1,0,0,inf,inf,61,17.606712035122257
TR,1,0,0,inf,inf,31,9.920651370586796
TR,1,0,0,inf,inf,77,15.129414562536374
TR,1,0,0,inf,inf,50,11.072183909310247
TR,1,0,0,inf,inf,67,17.143533549978194
TR,1,0,0,inf,inf,36,18.842208859484312
TR,1,0,0,inf,inf,44,14.20804460187523
TR,1,0,1,inf,5.0,72,26.529683721157667
TR,1,0,1,inf,7.0,54,25.01902630498913
TR,1,0,0,inf,inf,60,11.60532367676273
TR,1,0,0,inf,inf,76,19.434817261436905
TR,1,0,0,inf,inf,44,11.652362949849547
TR,1,0,0,inf,inf,29,7.664948292684254
TR,1,0,0,inf,inf,69,13.13940390273382
TR,1,0,0,inf,inf,49,12.725049980347231
TR,1,0,0,inf,inf,51,16.30139097729378
TR,1,0,0,inf,inf,51,11.115195775393499
TR,1,0,0,inf,inf,65,12.210134371366788
TR,1,0,0,inf,inf,55,11.291264505633972
TR,1,0,0,inf,inf,40,10.7602107292211
TR,1,0,0,inf,inf,59,15.02686080852707
TR,1,0,0,inf,inf,71,12.877455644188583
TR,1,0,0,inf,inf,37,9.851341651560443
TR,1,0,0,inf,inf,71,14.587026883314198
TR,1,0,0,inf,inf,100,20.68888657166128
TR,1,0,0,inf,inf,50,11.095080265251411
TR,1,0,0,inf,inf,60,10.984698146274464
TR,1,0,0,inf,inf,42,11.224217817535747
TR,1,0,0,inf,inf,51,17.93140561299573
TR,1,0,0,inf,inf,14,7.436382572199529
TR,1,0,0,inf,inf,39,8.465890405199838
TR,1,0,0,inf,inf,62,12.682240354835837
TR,1,0,0,inf,inf,21,7.234797215439286
TR,1,0,0,inf,inf,41,9.573422990221134
TR,1,0,0,inf,inf,36,13.02258037856132
TR,1,0,0,inf,inf,21,8.498332604044244
TR,1,0,0,inf,inf,24,8.932913178995348
TR,1,0,1,inf,7.0,89,24.559712316847246
TR,1,0,0,inf,inf,37,13.592526601350688
TR,1,0,0,inf,inf,25,13.067071046429493
TR,1,0,0,inf,inf,41,10.70979122518913
TR,1,0,0,inf,inf,49,12.363944363027189
TR,1,0,0,inf,inf,66,12.637895766562409
TR,1,0,0,inf,inf,60,13.30860987969942
TR,1,0,0,inf,inf,76,13.342260954564875
TR,1,0,0,inf,inf,16,4.835023330201542
TR,1,0,0,inf,inf,55,10.88516401299363
TR,1,0,0,inf,inf,54,10.141322089348874
TR,1,0,0,inf,inf,14,8.575081886659797
TR,1,0,0,inf,inf,52,11.423857986689026
TR,1,0,0,inf,inf,32,11.058718777712818
TR,1,0,0,inf,inf,50,12.31337563927915
TR,1,0,0,inf,inf,54,15.130827173881945
TR,1,0,0,inf,inf,44,13.140209923918894
TR,1,0,0,inf,inf,61,13.416327999571749
TR,1,0,0,inf,inf,35,9.156488861398547
TR,1,0,0,inf,inf,31,7.583880870406874
TR,1,0,0,inf,inf,56,11.735806790889105
TR,1,0,1,inf,6.0,51,26.1328570535287
TR,1,0,0,inf,inf,48,8.671725028228721
TR,1,0,0,inf,inf,33,11.472038120835322
TR,1,0,0,inf,inf,24,7.540250671768181
TR,1,0,0,inf,inf,48,9.266953527105933
TR,1,0,0,inf,inf,67,18.872428998238227
TR,1,0,0,inf,inf,88,20.46709514777934
TR,1,0,0,inf,inf,35,11.078049785679665
TR,1,0,0,inf,inf,54,11.581088598853857
TR,1,0,0,inf,inf,51,12.192166336328624
TR,1,0,0,inf,inf,38,10.395729582023726
TR,1,0,0,inf,inf,63,18.64971256775935
TR,1,0,0,inf,inf,45,11.702938703939465
TR,1,0,1,inf,7.0,33,24.315273086408432
TR,1,0,0,inf,inf,82,14.956952429024879
TR,1,0,0,inf,inf,46,9.884518759593195
TR,1,0,0,inf,inf,25,8.48320017384145
TR,1,0,0,inf,inf,81,17.577860362888796
TR,1,0,0,inf,inf,49,12.243421131916133
TR,1,0,0,inf,inf,47,10.6558781438427
TR,1,0,0,inf,inf,25,8.711658865491067
TR,1,0,1,inf,5.0,36,27.01855724170412
TR,1,0,0,inf,inf,29,7.819625611752622
TR,1,0,0,inf,inf,42,10.883174150630573
TR,1,0,0,inf,inf,41,12.053168097829229
TR,1,0,0,inf,inf,26,8.655933165991247
TR,1,0,0,inf,inf,29,9.719629240084288
TR,1,0,0,inf,inf,43,12.383955509814005
TR,1,0,0,inf,inf,39,9.752636500341643
TR,1,0,0,inf,inf,28,8.220747048085881
TR,1,0,0,inf,inf,28,9.26379723992881
TR,1,0,0,inf,inf,71,11.289695962008842
TR,1,0,0,inf,inf,39,8.62451166443963
TR,1,0,0,inf,inf,33,7.407016144250292
TR,1,0,0,inf,inf,41,12.154916711604344
TR,1,0,0,inf,inf,39,10.439596741953544
TR,1,0,0,inf,inf,29,8.045224689253686
TR,1,0,0,inf,inf,28,8.734581799905918
TR,1,0,0,inf,inf,33,8.521167496004068
TR,1,0,0,inf,inf,20,15.915279968841473
TR,1,0,0,inf,inf,32,8.178979708531674
TR,1,0,0,inf,inf,15,5.108215205674881
TR,1,0,0,inf,inf,40,11.92909730049339
TR,1,0,0,inf,inf,72,15.456453695473826
TR,1,0,0,inf,inf,75,12.541596090469438
TR,1,0,1,inf,6.0,55,25.735870669913805
TR,1,0,0,inf,inf,35,11.293132040743307
TR,1,0,0,inf,inf,65,15.280807985957523
TR,1,0,0,inf,inf,49,15.27674824010374
TR,1,0,0,inf,inf,26,10.58289762177425
TR,1,0,0,inf,inf,56,14.496445143585492
TR,1,0,0,inf,inf,28,17.28570938457149
TR,1,0,0,inf,inf,30,11.388234908494756
TR,1,0,0,inf,inf,30,9.91260195134182
TR,1,0,0,inf,inf,36,9.642646864066032
TR,1,0,0,inf,inf,21,9.209160286018074
TR,1,0,0,inf,inf,39,10.847253188650324
TR,1,0,0,inf,inf,28,8.354264865493796
TR,1,0,0,inf,inf,42,14.052598223761427
TR,1,0,0,inf,inf,38,10.064370601017401
TR,1,0,0,inf,inf,66,13.581742714202253
TR,1,0,0,inf,inf,22,7.73525799588564
TR,1,0,0,inf,inf,38,11.222279410353057
TR,1,0,0,inf,inf,33,8.58627507703257
TR,1,0,0,inf,inf,47,11.456006488680506
EIR,0,0,0,inf,inf,2,6.17886793009681
EIR,0,0,0,inf,27.0,2,24.619713827802276
EIR,0,0,0,inf,inf,0,0.0
EIR,0,0,0,inf,inf,2,10.334604147356735
EIR,0,0,0,inf,inf,0,0.0
EIR,0,0,0,inf,inf,1,2.9824087644798807
EIR,0,0,0,inf,inf,1,8.57835801283749
EIR,0,0,0,inf,inf,2,20.019603178923898
EIR,0,0,0,inf,inf,1,4.181993512895467
EIR,0,0,0,inf,inf,2,11.309638090450306
EIR,0,0,0,inf,inf,1,2.4212608264580306
EIR,0,0,0,inf,inf,1,13.95755562767361
EIR,0,0,0,inf,inf,0,0.0
EIR,0,0,0,inf,inf,2,13.941849585117257
EIR,0,0,0,inf,inf,2,12.25151654451379
EIR,0,0,0,inf,inf,1,10.96251448155682
EIR,0,0,0,inf,inf,0,0.0
EIR,0,0,0,inf,inf,0,0.0
EIR,0,0,0,inf,inf,1,2.55889457986827
EIR,0,0,0,inf,inf,0,0.0
EIR,0,0,0,inf,25.0,2,26.766556641801664
EIR,0,0,0,inf,inf,1,4.697965556014719
EIR,0,0,0,inf,inf,1,4.752107908628413
EIR,0,0,0,inf,inf,0,0.0
EIR,0,0,0,inf,inf,0,0.0
EIR,0,0,0,inf,inf,1,21.985135616369405
EIR,0,0,0,inf,inf,0,0.0
EIR,0,0,0,inf,inf,0,0.0
EIR,0,0,0,inf,inf,0,0.0
EIR,0,0,0,inf,inf,2,13.159937392741226
EIR,0,0,0,inf,inf,1,14.70631686669113
EIR,0,0,0,inf,inf,1,16.962575694154864
EIR,0,0,0,inf,inf,2,6.385247063707018
EIR,0,0,0,inf,inf,1,4.123288515566984
EIR,0,0,0,inf,inf,0,0.0
EIR,0,0,0,inf,inf,0,0.0
EIR,0,0,0,inf,inf,0,0.0
EIR,0,0,0,inf,inf,1,4.7706351333210835
EIR,0,0,0,inf,inf,0,0.0
EIR,0,0,0,inf,27.0,3,24.98586363125357
EIR,0,0,0,inf,inf,0,0.0
EIR,0,0,0,inf,inf,0,0.0
EIR,0,0,0,inf,inf,0,0.0
EIR,0,0,0,inf,inf,1,4.199180428152827
EIR,0,0,0,inf,inf,1,7.641811301574469
EIR,0,0,0,inf,inf,1,14.26387025213094
EIR,0,0,0,inf,inf,0,0.0
EIR,0,0,0,inf,inf,0,0.0
EIR,0,0,0,inf,inf,1,8.918011881814468
EIR,0,0,0,inf,inf,0,0.0
EIR,0,0,0,inf,inf,1,12.883733942023365
EIR,0,0,0,inf,inf,2,17.265952759704753
EIR,0,0,0,inf,inf,2,15.542985777848315
EIR,0,0,0,inf,inf,1,19.62344736137743
EIR,0,0,0,inf,inf,0,0.0
EIR,0,0,0,inf,inf,0,0.0
EIR,0,0,0,inf,inf,0,0.0
EIR,0,0,0,inf,inf,1,2.8423180677620694
EIR,0,0,0,inf,inf,0,0.0
EIR,0,0,0,inf,inf,2,16.115721251767393
EIR,0,0,0,inf,inf,1,16.955633810381297
EIR,0,0,0,inf,inf,0,0.0
EIR,0,0,0,inf,inf,0,0.0
EIR,0,0,0,inf,inf,0,0.0
EIR,0,0,0,inf,inf,1,5.8428132782532884
EIR,0,0,0,inf,inf,1,5.616582050024971
EIR,0,0,0,inf,inf,0,0.0
EIR,0,0,0,inf,inf,1,7.734104099052153
EIR,0,0,0,inf,inf,0,0.0
EIR,0,0,0,inf,inf,0,0.0
EIR,0,0,0,inf,inf,0,0.0
EIR,0,0,0,inf,inf,1,3.2271670868994407
EIR,0,0,0,inf,inf,0,0.0
EIR,0,0,0,inf,27.0,1,23.923734345700325
EIR,0,0,0,inf,inf,0,0.0
EIR,0,0,0,inf,inf,0,0.0
EIR,0,0,0,inf,inf,1,3.8219815360450364
EIR,0,0,0,inf,inf,0,0.0
EIR,0,0,0,inf,inf,0,0.0
EIR,0,0,0,inf,inf,1,8.928642695419903
EIR,0,0,0,inf,inf,0,0.0
EIR,0,0,0,inf,inf,0,0.0
EIR,0,0,0,inf,inf,0,0.0
EIR,0,0,0,inf,inf,1,10.34558685739664
EIR,0,0,0,inf,inf,1,10.514487703686411
EIR,0,0,0,inf,inf,0,0.0
EIR,0,0,0,inf,inf,1,2.7590284748874523
EIR,0,0,0,inf,inf,0,0.0
EIR,0,0,0,inf,inf,0,0.0
EIR,0,0,0,inf,inf,0,0.0
EIR,0,0,0,inf,inf,1,4.7947580940737895
EIR,0,0,0,inf,inf,0,0.0
EIR,0,0,0,inf,inf,0,0.0
EIR,0,0,0,inf,25.0,1,26.415015973724987
EIR,0,0,0,inf,inf,0,0.0
EIR,0,0,0,inf,inf,0,0.0
EIR,0,0,0,inf,inf,3,20.739025328049582
EIR,0,0,0,inf,inf,0,0.0
EIR,0,0,0,inf,inf,0,0.0
EIR,0,0,0,inf,inf,1,18.5576640853088
EIR,0,0,0,inf,inf,1,18.521614023996314
EIR,0,0,0,inf,inf,1,7.851311470109153
EIR,0,0,0,inf,inf,2,8.578358137939961
EIR,0,0,0,inf,inf,0,0.0
EIR,0,0,0,inf,inf,1,18.198406247847792
EIR,0,0,0,inf,inf,0,0.0
EIR,0,0,0,inf,inf,1,3.66442617183782
EIR,0,0,0,inf,inf,1,19.022150395889188
EIR,0,0,0,inf,25.0,1,26.943805967208284
EIR,0,0,0,inf,inf,2,7.137123647748213
EIR,0,0,0,inf,25.0,2,26.911407509097064
EIR,0,0,0,inf,inf,1,10.650043252527848
EIR,0,0,0,inf,inf,0,0.0
EIR,0,0,0,inf,inf,2,18.074845904862844
EIR,0,0,0,inf,inf,0,0.0
EIR,0,0,0,inf,inf,1,8.311327308634187
EIR,0,0,0,inf,inf,1,11.437850067310471
EIR,0,0,0,inf,inf,1,7.724245970171803
EIR,0,0,0,inf,inf,0,0.0
EIR,0,0,0,inf,inf,0,0.0
EIR,0,0,0,inf,inf,2,13.312435594872364
EIR,0,0,0,inf,33.0,3,52.0705286588406
EIR,0,0,0,inf,inf,0,0.0
EIR,0,0,0,inf,inf,0,0.0
EIR,0,0,0,inf,inf,1,6.945566590070993
EIR,0,0,0,inf,27.0,1,23.99154631275727
EIR,0,0,0,inf,inf,3,16.8292674265125
EIR,0,0,0,inf,inf,0,0.0
EIR,0,0,0,inf,inf,1,6.115778915774782
EIR,0,0,0,inf,inf,0,0.0
EIR,0,0,0,inf,inf,0,0.0
EIR,0,0,0,inf,inf,0,0.0
EIR,0,0,0,inf,inf,2,16.29575333484484
EIR,0,0,0,inf,inf,0,0.0
EIR,0,0,0,inf,inf,0,0.0
EIR,0,0,0,inf,inf,0,0.0
EIR,0,0,0,inf,inf,0,0.0
EIR,0,0,0,inf,inf,0,0.0
EIR,0,0,0,inf,inf,0,0.0
EIR,0,0,0,inf,inf,0,0.0
EIR,0,0,0,inf,inf,0,0.0
EIR,0,0,0,inf,inf,0,0.0
EIR,0,0,0,inf,inf,0,0.0
EIR,0,0,0,inf,inf,1,9.153180594463983
EIR,0,0,0,inf,inf,2,18.309994102787194
EIR,0,0,0,inf,inf,0,0.0
EIR,0,0,0,inf,27.0,1,24.757327205591007
EIR,0,0,0,inf,inf,0,0.0
EIR,0,0,0,inf,inf,0,0.0
EIR,0,0,0,inf,inf,1,15.538552147016105
EIR,0,0,0,inf,inf,0,0.0
EIR,0,0,0,inf,inf,0,0.0
EIR,0,0,0,inf,inf,0,0.0
EIR,0,0,0,inf,inf,1,8.129087259693934
EIR,0,0,0,inf,inf,0,0.0
EIR,0,0,0,inf,inf,0,0.0
EIR,0,0,0,inf,inf,2,5.659981225972025
EIR,0,0,0,inf,inf,0,0.0
